bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
বুঝিনি,bud͡ʑ̤in̪i,কহনো,kɔhono,তাইরে,t̪ɐ͡ɪ̯ɾe,বুঝিনাই,buɟʱɪnɐ͡ɪ̯,বুঝিনো,buɟʱɪno,তারে,t̪ɐɾe,Did not understand,,
বুঝিয়ে,bud͡ʑ̤ie̯e,বুঝাইয়া,buɟʱɐ͡ɪ̯ʲɐ,বুজাইয়া,buɟɐ͡ɪ̯ʲɐ,বুঝায়া,buɟʱɐʲɐ,বুঝাই,buɟʱɐ͡ɪ̯,বুঝাইয়েরে,buzʱɐ͡ɪ̯ʲeɾe,By,,
বুঝিয়েছে,bud͡ʑ̤ie̯et͡ɕʰe,বুজাইছে,buɟɐ͡ɪ̯cʰe,বুঝাইছে,buɟʱɐ͡ɪ̯cʰe,বুঝাইসে,buɟʱɐ͡ɪ̯ʃe,বুঝাইছে,buɟʱɐ͡ɪ̯cʰe,বুঝাইয়ে,buzʱɐ͡ɪ̯ʲe,Meant,,
বুঝে,bud͡ʑ̤e,বুইজঝা,bu͡ɪ̯ɟɟʱɐ,বুজে,buɟe,বুঝে,buɟʱe,বুঝি,buzʱɪ,বুঝি,buzʱɪ,Understanding,,
বুদ্ধি,bud̪d̪̤i,বুদ্ধি,bud̪d̪ʱɪ,বুদ্ধি,bud̪d̪ʱɪ,বুদ্ধি,bud̪d̪ʱɪ,বুদ্ধি,bud̪d̪ʱɪ,হমি,homɪ,Intellect,,
বেঁছে,beঁt͡ɕʰe,বাইচচা,bɐ͡ɪ̯ccɐ,বাছিয়া,bɐcʰɪʲɐ,বাইচ্চা,t̪ʰɐkɪ,বাসি,bɐʃɪ,বাসি,bɐʃɪ,Bend,,
বেঁধে,beঁd̪̤e,বাইন্ধা,bɐ͡ɪ̯nd̪ʱɐ,লাইন,lɐ͡ɪ̯n,লাইন,lɐ͡ɪ̯n,ধরি,d̪ʱoɾɪ,লাইন,lɐ͡ɪ̯n,In a hurry,,
বেইমান,beiman̪,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,Dishonest,,
বেইমান,beiman̪ɔ,বেইমান,be͡ɪ̯mɐn,বেঈমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,বেইমান,be͡ɪ̯mɐn,Dishonest,,
বেকার,bekar,বেকার,bɛkɐɾ,বেকার,bɛkɐɾ,বেকার,bɛkɐɾ,বেকার,bɛkɐɾ,বেহার,behɐɾ,Unemployed,,
বেকার,bekarɔ,বেকার,bɛkɐɾ,বাওটা,bɐ͡o̯tɐ,বেকার,bɛkɐɾ,বেকার,bʱɐbɪʲen,বেকার,bɛkɐɾ,Unemployed,,
বেগুন,beɡun̪ɔ,বাইগুন,bɐ͡ɪ̯gun,বেগুন,begun,বেগুন,begun,বেজ্ঞুন,beggun,ইবা,ɪbɐ,Eggplant,,
বেছে,bet͡ɕʰe,রাস্তা,ɾɐst̪ɐ,বাছিয়া,bɐcʰɪʲɐ,বাইচ্ছা,bɐ͡ɪ̯ccʰɐ,বাছি,bɐcʰɪ,বাসি,bɐʃɪ,Choice,,
বেড়ে,beɽe,বাইরা,bɐ͡ɪ̯ɾɐ,বাড়িয়া,bɐɽɪʲɐ,বাইড়া,bɐ͡ɪ̯ɽɐ,বাড়ি,bɐɽɪ,বাইরলে,bɐ͡ɪ̯ɾle,Rise,,
বের,berɔ,বাইর,bɐ͡ɪ̯ɾ,বাইর,bɐ͡ɪ̯ɾ,বাইর,bɐ͡ɪ̯ɾ,অইত,ɔ͡ɪ̯t̪o,ওইতো,o͡ɪ̯t̪o,Out,,
বেলায়,bel̪ae̯ɔ,কালে,kɐle,হাসপাতাল,hɐʃpɐt̪ɐl,বেলায়,belɐe̯,বেলা,belɐ,হাসফাতালত,hɐʃfɐt̪ɐlɔt̪o,In the meantime,,
বেশ,beɕɔ,বেমালা,bemɐlɐ,থাকইন,t̪ʰɐkɪn,বেশ,beʃ,ভালাই,bʱɐlɐ͡ɪ̯,বেশ,beʃ,Quarrel,,
বেশি,beɕi,বেশি,beʃɪ,বেশি,beʃɪ,সুন্দর,ʃund̪ɔɾ,বেক,bek,বেশি,beʃɪ,More,,
বেশী,beɕi,বেশি,beʃɪ,বেশি,beʃɪ,বেশী,beʃɪ,বহুত,bohut̪,বহুত,bohut̪,More,,
বেড়ান,beɽan̪,বেড়ান,beɽɐn,বেড়াউকা,beɽɐ͡u̯kɐ,বেড়ান,beɽɐn,বেড়ান,beɽɐn,বেড়াতোক,beɽɐt̪ok,Go,,
বেড়ে,beɽe,বাইররা,bɐ͡ɪ̯ɾɾɐ,বাড়ি,bɐɽɪ,বাইড়া,bɐ͡ɪ̯ɽɐ,বারি,bɐɾɪ,গিয়ি,gɪʲɪ,Rise,,
বেয়াদপ,bee̯ad̪ɔpɔ,বেদ্দপ,bed̪d̪op,বেয়াদ্দব,beʲɐd̪d̪ob,বেয়াদ্দব,beʲɐd̪d̪ob,বেদ্দপ,bed̪d̪op,বেশি,beʃɪ,Uninterrupted,,
বৈশাখে,bojɕakʰe,বৈশাখে,bo͡ɪ̯ʃɐkʰe,বৈশাখ'ও,bo͡ɪ̯ʃɐkʰ'o,বৈশাখে,bo͡ɪ̯ʃɐkʰe,বৈশাখে,bo͡ɪ̯ʃɐkʰe,বৈশাখত,bo͡ɪ̯ʃɐxt̪o,Baisha,,
বোকা,boka,গোঙ্গা,goŋgɐ,বোকা,bokɐ,বোকা,bokɐ,বোকা,bokɐ,ডিলা,dɪlɐ,Dumb,,
বোকা?,boka?,গোঙ্গা?,goŋgɐ?,আরুয়া?,ɐɾuʷɐ?,বেক্কল?,bekkol?,বেক্কল,bekkol?,বলদ,bɔld̪,Dumb?,,
বোকাই,bokai,গোঙ্গাই,goŋgɐ͡ɪ̯,আরুয়া,ɐɾuʷɐ,বেক্কলই,bekkolɪ,বেক্কল,bekkol,বলদ,bɔld̪,Bog,,
বোকার,bokarɔ,গোঙ্গার,goŋgɐɾ,আরুয়ার,ɐɾuʲɐɾ,বেক্কলের,bekkoleɾ,বেক্কলের,bekkoleɾ,বলদের,bɔld̪eɾ,Man,,
বোঝাতে,bod͡ʑ̤at̪e,বুজাইতে,cɐ͡ɪ̯cʰe,চাইছইন,cɐ͡ɪ̯cʰo͡ɪ̯n,বুঝাইতে,buɟʱɐ͡ɪ̯t̪e,বুঝাইতে,buzʱɐ͡ɪ̯t̪e,বোঝাইত,bozʱɐ͡ɪ̯t̪o,Reinstatement,,
বোঝে,bod͡ʑ̤e,বোঝেনা,boɟʱenɐ,বুঝইন,buɟʱɪn,বুঝে,nɐ,বোঝে,boɟʱe,নো,no,Understanding,,
বোধ,bod̪̤ɔ,বোধ,bod̪ʱ,বোধ,bod̪ʱ,বোধ,bod̪ʱ,বোধ,bod̪ʱ,বোদ,bod̪,Feeling,,
বৌ,bow,বউ,bɔ͡u̯,বউ,bɔ͡u̯,বউ,bɔ͡u̯,বৌ,bo͡u̯,বউ,bɔ͡u̯,Bride,,
ব্যথা,bd͡zɔt̪ʰa,ব্যাথা,bɛt̪ʰɐ,বেদনা,bed̪onɐ,ব্যথা,bɛt̪ʰɐ,বেতা,bet̪ɐ,দাত,d̪ɐt̪,Pain,,
ব্যবস্থা,bd͡zɔbɔs̪t̪ʰa,আয়োজন,ɐʲoɟon,ব্যবস্থা,bɛbost̪ʰɐ,ব্যবস্থা,bɛbost̪ʰɐ,ব্যবস্থা,bɛbost̪ʰɐ,ব্যবস্থা,bɛbost̪ʰɐ,Arrangement,,
ব্যবহার,bd͡zɔbɔharɔ,ব্যাবহার,bɛbohɐɾ,ওর,oɾ,ব্যবহার,mɐɾɐt̪t̪ok,ব্যবহার,bɛbohɐɾ,বেবার,mɐɾɐt̪t̪ok,Use,,
ব্যস্ত,bd͡zɔs̪t̪ɔ,ব্যস্ত,bɛst̪o,ব্যস্ত,bɛst̪o,ব্যস্ত,bɛst̪o,লই,lɔ͡ɪ̯,লই,lɔ͡ɪ̯,Busy,,
ব্যস্ততা,bd͡zɔs̪t̪ɔt̪a,ব্যস্ততা,bɛst̪ot̪ɐ,ব্যস্ততা,bɛst̪ot̪ɐ,ব্যস্ততা,bɛst̪ot̪ɐ,ব্যস্ততা,bɛst̪ot̪ɐ,ব্যস্ততার,bɛst̪ot̪ɐɾ,Engagement,,
ব্যাথা,bd͡zat̪ʰa,বেথা,bet̪ʰɐ,বেদনা,bed̪onɐ,ব্যাথা,bɛt̪ʰɐ,ব্যাথা,bɛt̪ʰɐ,গইজ্জ?,gɔ͡ɪ̯zzo?,Pain,,
ব্যাপারে,bd͡zapare,ব্যাপারে,bɛpɐɾe,আমরার,ɐmɾɐɾ,ব্যাপারে,bɛpɐɾe,ব্যাপারে,bɛpɐɾe,আরাত্তুন,ɐɾɐt̪t̪un,In respect of,,
ব্রাজিল,brad͡ʑil̪ɔ,ব্রাজিল,bɾɐɟɪl,ব্রাজিল,bɾɐɟɪl,ব্রাজিল,bɾɐzɪl,ব্রাজিল,bɾɐɟɪl,ব্রাজিল,bɾɐzɪl,Brazil,,
ব্লক,bl̪ɔkɔ,বোলোক,bolok,ব্লক,blok,ব্লক,blok,ব্লক,blok,ব্লক,blok,Block,,
ব্লগটি,bl̪ɔɡɔti,ব্লগডা,po͡ɪ̯ɽɐ,ব্লগটা,blɔgtɐ,ব্লগডা,blɔgdɐ,ব্লগগা,blɔggɐ,ব্লগকান,blɔgkɐn,Blog,,
ব্লগার,bl̪ɔɡarɔ,ব্লোগার,blogɐɾ,ব্লগার,blɔgɐɾ,ব্লগার,blɔgɐɾ,ব্লগার,blɔgɐɾ,ব্লগার,blɔgɐɾ,Blogger,,
বড়,bɔɽɔ,বড়,bɔɽo,বড়,bɔɽo,বড়,bɔɽo,বড়,bɔɽo,বর,bɔɾ,Great,,
বড়ই,bɔɽi,ম্যালা,mɛlɐ,বউত,bɔ͡u̯t̪o,বড়ই,bɔɽo͡ɪ̯,বড়,bɔɽo,বরই,bɔɾo͡ɪ̯,Great,,
বড়ভাই,bɔɽɔb̤ai,ন্যাভাই,nɛbʱɐ͡ɪ̯,ওইলা,o͡ɪ̯lɐ,বড়ভাই,bɔɽobʱɐ͡ɪ̯,বড্ডা,bɔddɐ,ভাই,vɐ͡ɪ̯,Bride,,
বড়ো,bɔɽo,বড়,bɔɽo,বড়,bɔɽo,বড়,bɔɽo,বড্ডা,bɔddɐ,ডর,dɔɾ,Big,,
বড়োরা,bɔɽora,বড়রা,bɔɽɾɐ,বড়োরার,bɔɽoɾɐɾ,বড়রা,bɔɽɾɐ,জিগিন,ɟɪgɪn,ডর,dɔɾ,Elder,,
বয়ফ্রেন্ড,be̯ɔɸren̪dɔ,বয়ফ্রেন্ড,bɔʲopʰɾend,বয়ফ্রেন্ড,bɔʲofɾend,বয়ফ্রেন্ড,bɔʲopʰɾend,বয়ফ্রেন্ড,bɔʲopʰɾend,একই,ɛko͡ɪ̯,Boyfriend,,
বয়স,be̯ɔs̪ɔ,বয়স,bɔʲoʃ,বয়স,bɔʲoʃ,বয়স,bɔʲoʃ,বয়স,bɔʲoʃ,বয়স,bɔʲoʃ,Age,,
বয়সে,be̯ɔs̪e,বয়সে?,bɔʲoʃe?,বয়সও,bɔʲoʃo,বয়সে,bɔʲoʃe?,বয়সে,bɔʲoʃe,বয়সত?,bɔʲoʃɔt̪o?,In the age of,,
ভদ্র,b̤ɔd̪rɔ,ভদ্র,bʱɔd̪ɾo,ভদ্র,bʱɔd̪ɾo,ভদ্র,bʱɔd̪ɾo,ভদ্র,bʱɔd̪ɾo,ভদ্র,vɔd̪ɾo,Gentle,,
ভবনে,b̤ɔbɔn̪e,ভবনে,bʱɔbone,বিল্ডিং-ও,bɪldɪŋ-o,ভবনে,bʱɔbone,ভবনে,bʱɔbone,ববনত,bɔbonɔt̪o,In the building,,
ভবিষ্যতে,b̤ɔbiʂd͡zɔt̪e,সামনের,ʃɐmoneɾ,পরেদি,pɔɾed̪ɪ,ভবিষ্যতে,bʱobɪʃʃot̪e,ববিশোতে,bobɪʃot̪e,ববিষ্যতঅত,bobɪʃʃot̪ɔ͡ɔ̯t̪o,In the future,,
ভবিষ্যতের,b̤ɔbiʂd͡zɔt̪erɔ,ভবিষ্যতের,bʱobɪʃʃot̪eɾ,ভবিষ্যতর,vobɪʃʃot̪ɔɾ,ভবিষ্যতের,bʱobɪʃʃot̪eɾ,ভবিষ্যতের,kɔt̪ʰɐ,ববিশোতোর,bobɪʃot̪oɾ,Future,,
ভরে,b̤ɔre,ভইরা,bʱo͡ɪ̯ɾɐ,চউক,cɔ͡u̯k,ভইর,bʱo͡ɪ̯ɾ,ভরি,bʱoɾɪ,বরি,boɾɪ,Filled,,
ভর্তি,b̤ɔrt̪i,ভর্তি,bʱɔɾt̪ɪ,অই,ɔ͡ɪ̯,ভর্তি,bʱɔɾt̪ɪ,যেহতু,ɟeht̪u,বর্তি,bɔɾt̪ɪ,Admission,,
ভাই,b̤ai,ভাই,bʱɐ͡ɪ̯,ভাই,bʱɐ͡ɪ̯,ভাই,bʱɐ͡ɪ̯,ছোডগা,cʰodgɐ,ভাই,vɐ͡ɪ̯,Brother,,
ভাইকে,b̤aike,ভাইরে,bʱɐ͡ɪ̯ɾe,ওর,oɾ,ভাইরে,bʱɐ͡ɪ̯ɾe,ভাইরে,bʱɐ͡ɪ̯ɾe,বাইরে,bɐ͡ɪ̯ɾe,Brother,,
ভাইকেই,b̤aikei,ভাইরেই,bʱɐ͡ɪ̯ɾe͡ɪ̯,ভাইরেউ,vɐ͡ɪ̯ɾe͡u̯,ভাইরেই,bʱɐ͡ɪ̯ɾe͡ɪ̯,ভাইরেই,bʱɐ͡ɪ̯ɾe͡ɪ̯,ভাইরে,vɐ͡ɪ̯ɾe,Brother,,
ভাইটি,b̤aiti,ভাইডা,bʱɐ͡ɪ̯dɐ,ভাই,bʱɐ͡ɪ̯,ভাইডা,bʱɐ͡ɪ̯dɐ,ভাই,bʱɐ͡ɪ̯,ভাই,vɐ͡ɪ̯,Brother,,
ভাইয়েরা,b̤aie̯era,ভাইগুলা,bʱɐ͡ɪ̯gulɐ,ভাইরা,bʱɐ͡ɪ̯ɾɐ,ভাইয়েরা,bʱɐ͡ɪ̯ʲeɾɐ,ভাইয়েরা,bʱɐ͡ɪ̯ʲeɾɐ,বাইওক্কল,bɐ͡ɪ̯okkol,Brothers,,
ভাইয়া,b̤aie̯a,ভাইয়া,bʱɐ͡ɪ̯ʲɐ,ভাইয়া,bʱɐ͡ɪ̯ʲɐ,ভাই,bʱɐ͡ɪ̯,ভাইয়া,bʱɐ͡ɪ̯ʲɐ,বাইয়্যা,bɐ͡ɪ̯kt̪ɐ,Brother,,
ভাইয়ের,b̤aie̯erɔ,ভাইয়ের,bʱɐ͡ɪ̯ʲeɾ,ভাইয়র,bʱɐ͡ɪ̯ʲoɾ,ভাইয়ের,bʱɐ͡ɪ̯ʲeɾ,ভাইয়ের,bʱɐ͡ɪ̯ʲeɾ,ছোড,skulɔt̪o,Brother,,
ভাগ,b̤aɡɔ,ভাগ,bʱɐg,ওকলও,okolo,ভাগ,bʱɐg,ভাগ,bʱɐg,ইন,ɪn,Part,,
ভাগ্য,b̤aɡɔd͡zɔ,ভাগ্য,bʱɐggo,ভাইগ্য,vɐ͡ɪ̯gko,ভাগ্য,bʱɐggo,করি,koɾɪ,ভাগ্য,vɐggo,Fortune,,
ভাগ্যবতী,b̤aɡɔd͡zɔbɔt̪i,ভাগ্যবতী,bʱɐggobot̪ɪ,খুব,kʰub,ভাগ্যবতী,bʱɐggobot̪ɪ,ভাগ্যবতী,bʱɐggobot̪ɪ,মনত,monot̪o,Fortunate,,
ভাজা,b̤ad͡ʑa,ভাইজ্জা,bʱɐ͡ɪ̯ɟɟɐ,ভাজা,bʱɐɟɐ,ভাজা,bʱɐɟɐ,ভাজি,bʱɐɟɪ,হাইতে,hɐ͡ɪ̯t̪e,Fried,,
ভাজি,b̤ad͡ʑi,ভাজি,bʱɐɟɪ,ভাজি,bʱɐɟɪ,ভাজি,bʱɐɟɪ,ভাজি,bʱɐɟɪ,ভাজি,vɐzɪ,Fried,,
ভান,b̤an̪ɔ,ভান,bʱɐn,ভান,bʱɐn,ভান,bʱɐn,ভান,bʱɐn,বান,bɐn,Pretense,,
ভাবছি,b̤abt͡ɕʰi,ভাবতেয়াছি,bʱɐbt̪eʲɐcʰɪ,ভাবিয়ার,bʱɐbɪʲɐɾ,ভাবসি,bʱɐbʃɪ,আই,ɐ͡ɪ̯,ভাবির,vɐbɪɾ,Thinking,,
ভাবলাম,b̤abl̪amɔ,ভাবছেলাম,bʱɐbcʰelɐm,ভাবিয়ার,bʱɐbɪʲɐɾ,ভাবলাম,bʱɐblɐm,মনে,mone,ভাইব্বি,vɐ͡ɪ̯bbɪ,I thought,,
ভাবার,b̤abarɔ,ভাবার,bʱɐbɐɾ,ভাবার,bʱɐbɐɾ,ভাবনের,bʱɐboneɾ,ভাবার,bʱɐbɐɾ,ভাবিবার,vɐbɪbɐɾ,Thought,,
ভাবি,b̤abi,আগে,ɐge,ভাবি,bʱɐbɪ,ভাবি,bʱɐbɪ,মনে,mone,চিন্তা,cɪnt̪ɐ,Thought,,
ভাবিও,b̤abio,ভাবি,bʱɐbɪ,ভাবছিও,vɐbcʰɪ͡o̯,ভাবিও,bʱɐbɪ͡o̯,ভাবিও,vɐbɪ͡o̯,নো,no,Thought,,
ভাবে,b̤abe,হইর্রা,ho͡ɪ̯,বাক্কা,bɐkkɐ,ভাবে,ʃɔmoʃʃɐɾ,ভালা,bʱɐlɐ,গরি,goɾɪ,By way,,
ভাবেই,b̤abei,ভাবেই,bʱɐbe͡ɪ̯,ভাবে,bʱɐbe,ভাবেই,bʱɐbe͡ɪ̯,ভাবেই,bʱɐbe͡ɪ̯,ভাবেই,vɐbe͡ɪ̯,By the way,,
ভাব্বো,b̤abbo,ভাবমু,bʱɐbmu,ভাবিমু,bʱɐbɪmu,ভাব্বাম,bʱɐbbɐm,ভাইবগুম,bʱɐ͡ɪ̯bgum,ভাইব্বুম,bʱɐ͡ɪ̯bbum,Thoughtful,,
ভারতীয়,b̤art̪ie̯ɔ,ভারতীয়,bʱɐɾt̪ɪʲo,ভারতীয়,vɐɾt̪ɪʲo,ভারতীয়,bʱɐɾt̪ɪʲo,ভারতীয়,bʱɐɾt̪ɪʲo,বারতিয়,bɐɾt̪ɪʲo,Indian,,
ভালই,b̤al̪i,ভালোই,bʱɐlo͡ɪ̯,ভালা,vɐlɐ,ভালাই,bʱɐlɐ͡ɪ̯,ভালাই,bʱɐlɐ͡ɪ̯,আসিল,ɐʃɪl,Well,,
ভালবাসবেন,b̤al̪bas̪ɔben̪ɔ,ভালবাসবেন,bʱɐlbɐʃben,ভালা,bʱɐlɐ,ভালবাসবেন,nɐ?,ভালা,bʱɐlɐ,ভালোনোবাসিবান?,bʱɐlonobɐʃɪbɐn?,Love,,
ভালবাসা,b̤al̪bas̪a,ভালোবাসা,bʱɐlobɐʃɐ,ভালুবাসা,bʱɐlubɐʃɐ,ভালবাসা,bʱɐlbɐʃɐ,ভালোবাসা,bʱɐlobɐʃɐ,বালবাসা,bɐlbɐʃɐ,Love,,
ভালবাসায়,b̤al̪bas̪ae̯ɔ,ভালোবাসায়,bʱɐlobɐʃɐe̯,পিরিত,pɪɾɪt̪o,ভালবাসায়,bʱɐlbɐʃɐe̯,ভালোবাসা,bʱɐlobɐʃɐ,বালবাসাত,bɐlbɐʃɐt̪,In love,,
ভালবাসার,b̤al̪bas̪arɔ,ভালপাঔআর,bʱɐlpɐ͡u̯ɐɾ,ফুড়িটারে,pʰuɽɪtɐɾe,ভালবাসার,bʱɐlbɐʃɐɾ,ভালোবাসার,bʱɐlobɐʃɐɾ,আইযো,ɐ͡ɪ̯zo,Love,,
ভালবাসি?,b̤al̪bas̪i?,ভালোবাসি?,bʱɐlobɐʃɪ?,ভালো,bʱɐlo,ভালোবাসি?,bʱɐle͡ɐ̯bɐʃɪ?,ভালোবাসি,bʱɐlobɐʃɪ,ভালোবাসি?,bʱɐlobɐʃɪ?,Love,,
ভালবাসে,b̤al̪bas̪e,ভালোবাসে,bʱɐlobɐʃe,ভালা,bʱɐlɐ,ভালবাসে,bʱɐlbɐʃe,ভালোবাসে,bʱɐlobɐʃe,ফল্লাই,fɔllɐ͡ɪ̯,Love,,
ভালবাসেন,b̤al̪bas̪en̪ɔ,ভালোবাসেন,bʱɐlobɐʃen,বালা,bɐlɐ,ভালবাসেন,bʱɐlbɐʃen,ভালোবাসেন,bʱɐlobɐʃen,বালবাসোন,bɐlbɐʃon,Love,,
ভালবাসেন?,b̤al̪bas̪en̪ɔ?,ভালোবাসেন?,bʱɐlobɐʃen?,ভালা,bʱɐlɐ,ভালবাসেন?,bʱɐlbɐsen?,ভালা,vɐlɐ,বালবাসন,bɐlbɐʃon,Love,,
ভালবেসে,b̤al̪bes̪e,ভালোবাইসা,bʱɐlobɐ͡ɪ̯ʃɐ,যাইমু,ɟɐ͡ɪ̯mu,যামু,ɟɐmu,ভালোবাসি,bʱɐlobɐʃɪ,যাইয়্যুম,zɐ͡ɪ̯ʲd̪ʱum,Love,,
ভালাে,b̤al̪ae,এউক্কা,ɛ͡u̯kkɐ,বালা,bɐlɐ,ভালা,bʱɐlɐ,ভালা,bʱɐlɐ,বালা,bɐlɐ,Well,,
ভালোবাসব,b̤al̪obas̪ɔbɔ,ভালবাসমু,bʱɐlbɐʃmu,ভালাপাইমু,vɐlɐpɐ͡ɪ̯mu,ভালোবাসমু,bʱɐle͡ɐ̯bɐʃmu,গারে,gɐɾe,বালবাইসসম,bɐlbɐ͡ɪ̯ʃʃɔm,Love,,
ভালোবাসার,b̤al̪obas̪arɔ,হয়,hɔe̯,ভালাপাওয়া,bʱɐlɐpɐ͡o̯ʷ,ভালোবাসার,bʱɐle͡ɐ̯bɐ,ভালাবাসা,vɐlɐbɐʃɐ,বালবাসার,bɐlbɐʃɐɾ,Love,,
ভালোবাসি,b̤al̪obas̪i,সময়,ʃɔmɔe̯,ভালাপাই,bʱɐlɐpɐ͡ɪ̯,ভালোবাসি,bʱɐle͡ɐ̯bɐʃɪ,ভালাবাসি,vɐlɐbɐʃɪ,বালবাসি,bɐlbɐʃɪ,Love,,
ভালোই,b̤al̪oi,ভালই,bʱɐlo͡ɪ̯,ভালাউ,bʱɐlɐ͡u̯,ভালাই,bʱɐlɐ͡ɪ̯,ভালাই,bʱɐlɐ͡ɪ̯,চইল্লে,co͡ɪ̯lle,Well,,
ভালোবাসতাম,b̤al̪obas̪t̪amɔ,ভালোবাস্তাম,nɐ,ভালা,bʱɐlɐ,ভালবাসতাম,vɐlbɐʃt̪ɐm,এত,ɛt̪o,এত,ɛt̪o,Love,,
ভালোবাসতে,b̤al̪obas̪t̪e,বাসতে,bɐʃt̪e,হাছির,hɐcʰɪɾ,ভালোবাসতে,bʱɐlobɐʃt̪e,ভালোবাইসতে,bʱɐlobɐ͡ɪ̯ʃt̪e,বাইস্তে,bɐ͡ɪ̯st̪e,In love,,
ভালোবাসবি?,b̤al̪obas̪bi?,ভালবাসবি?,bʱɐlbɐʃobɪ?,বালা,bɐlɐ,ভালবাসবি?,bʱɐlbɐʃobɪ?,ভালোবাসবি?,bʱɐlobɐʃobɪ?,বালবাসিবি?,bɐlbɐʃɪbɪ?,Love,,
ভালোবাসবো,b̤al̪obas̪bo,তোমারেই,t̪omɐɾe͡ɪ̯,ভালোবাসমু,bʱɐlobɐʃmu,ভালাবাসবাম,bʱɐlɐbɐʃbɐm,তোমারেই,t̪omɐɾe͡ɪ̯,বালবাইসসম,bɐlbɐ͡ɪ̯ʃʃɔm,Love,,
ভালোবাসলে,b̤al̪obas̪l̪e,ভালোবাসলে,bʱɐlobɐʃole,ভালাপাইয়া,bʱɐlɐpɐ͡ɪ̯ʲɐ,ভালবাসলে,bʱɐlbɐʃole,ভালোবাইসলে,bʱɐlobɐ͡ɪ̯ʃɔle,ভালোবাসিলে,vɐlobɐʃɪle,In love,,
ভালোবাসা,b̤al̪obas̪a,ভালবাসা,bʱɐlbɐʃɐ,ভালোবাসা,bʱɐlobɐʃɐ,ভালোবাসা,bʱɐlobɐʃɐ,ভালোবাসা,bʱɐlobɐʃɐ,বালবাসা,bɐlbɐʃɐ,Love,,
ভালোবাসাকে,b̤al̪obas̪ake,ভালোবাসা,bʱɐlobɐʃɐ,ভালুবাসাকে,bʱɐlubɐʃɐke,ভালোবাসারে,bʱɐlobɐʃɐɾe,ছিনাই,cʰɪnɐ͡ɪ̯,ভালোবাসা,vɐlobɐʃɐ,Love,,
ভালোবাসার,b̤al̪obas̪arɔ,ভালবাসার,bʱɐlbɐʃɐɾ,ভালোফাওয়ার,bʱɐlopʰɐ͡o̯ʷɐɾ,ভালোবাসার,bʱɐlobɐʃɐɾ,ভালোবাসার,bʱɐlobɐʃɐɾ,ভালোবাসার,vɐlobɐʃɐɾ,Love,,
ভালোবাসি,b̤al̪obas̪i,ভালোবাসি,bʱɐlobɐʃɪ,ভালাফাই,bʱɐlɐpʰɐ͡ɪ̯,ভালোবাসি,bʱɐlobɐʃɪ,ভালোবাসি,vɐlobɐʃɪ,বালবাসি,bɐlbɐʃɪ,Love,,
ভালোবাসিনি,b̤al̪obas̪in̪i,ভালোবাসি,bʱɐlobɐʃɪ,তরে,t̪ɔɾe,ভালোবাসি,vɐlobɐʃɪ,ভালোবাসি,vɐlobɐʃɪ,বাল,bɐl,Did not love,,
ভালোবাসুন,b̤al̪obas̪un̪,ভালোবাইসেন,bʱɐlobɐ͡ɪ̯sen,মানুষরারে,mɐnuʃɾɐɾe,ভালবাসেন,bʱɐlbɐʃen,ভালাবাসেন,bʱɐlɐbɐʃen,ভালোভাসন,bʱɐlobʱɐʃon,Love,,
ভালোবাসে,b̤al̪obas̪e,ভালবাসে,bʱɐlbɐʃe,ভালা,bʱɐlɐ,ভালবাসে,bʱɐlbɐʃe,ভালোবাসে,bʱɐlobɐʃe,ভালনোবাসেদে,vɐlonobɐʃed̪e,Love,,
ভালোবাসেন?,b̤al̪obas̪en̪ɔ?,ভালোবাসেন?,bʱɐlobɐʃen?,বালা,bɐlɐ,ভালবাসেন?,bʱɐlbɐʃen?,ভালোবাসেন?,bʱɐlobɐʃen?,বালবাসন,bɐlbɐʃon,Love,,
ভালোবাসো?,b̤al̪obas̪o?,ভালবাসো?,bʱɐlbɐʃo?,বালা,bɐlɐ,ভালবাসো?,bʱɐlbɐʃo?,ভালোবাসিস?,bʱɐlobɐʃɪʃ?,বালবাসো,bɐlbɐʃo,Love,,
ভালোবেসে,b̤al̪obes̪e,ভালোবাইসসা,bʱɐlobɐ͡ɪ̯sʃɐ,ভালোবাসিয়া,bʱɐlobɐʃɪʲɐ,ভালোবাইসা,bʱɐlobɐ͡ɪ̯ʃɐ,রে,ɾe,ভালোবাসিয়েরে,vɐlobɐʃɪʲeɾe,In love,,
ভালোবেসেও,b̤al̪obes̪eo,ভালবাইসাও,bʱɐlbɐ͡ɪ̯ʃɐ͡o̯,বার,bɐɾ,ভালোবাইসাও,bʱɐlobɐ͡ɪ̯ʃɐ͡o̯,ভালোবাসিও,bʱɐlobɐʃɪ͡o̯,ভালোবাসিয়েরে,vɐlobɐʃɪʲeɾe,Love,,
