bangla_speech,regional,regional_ipa,bangla_speech_ipa
আমার সাথে নাচবা? , চিটাগাং আঁর ফোয়ারে নাচিবা নে?,cɪtɐgon ɐ̃ɾ foʷɐɾe nɐcɪbɐ ne?,amarɔ s̪at̪ʰe n̪at͡ɕba? 
তোমার প্রিয় গান কোনটি ?, চিটাগাং তোঁয়ার ফ্রিয় গান হনওয়া?,cɪtɐgon t̪õʲɐɾ fɾɪʲo gɐn hɔnoʷɐ?,t̪omarɔ prie̯ɔ ɡan̪ɔ kon̪ti ?
তোমার প্রিয় গায়ক কে?, চিটাগাং তোয়ার ফ্রিয় গায়ক হন?,cɪtɐgon t̪oʷɐɾ pʰɾɪʲo gɐʲok hɔn?,t̪omarɔ prie̯ɔ ɡae̯ɔkɔ ke?
কালকে ঘুড়ি উরাবো , চিটাগাং হালিয়া গুন্ডি উরাইয়ুম,cɪtɐgon hɐlɪʲɐ gundɪ uɾɐ͡ɪ̯ʲum,kal̪ke ̤ɡ̤uɽi urabo 
তুমি কি আমায় ভালবাসো ?, চিটাগাং তুঁই কি আঁরে বালবাসো নে?,cɪtɐgon t̪ũɪ kɪ ɐ̃ɾe bɐlbɐʃo ne?,t̪umi ki amae̯ɔ b̤al̪bas̪o ?
চলো ঘুড়ি উরাই , চিটাগাং আডো গুন্ডি উরাই,cɪtɐgon ɐdo gundɪ uɾɐ͡ɪ̯,t͡ɕɔl̪o ̤ɡ̤uɽi urai 
আমি ছোটবেলায় অনেক মেধাবী ছিলাম , চিটাগাং আঁই গুরা তাইক্তে বউত মেধাবী আচিলাম,cɪtɐgon ɐ̃ɪ guɾɐ t̪ɐ͡ɪ̯kt̪e bɔ͡u̯t̪o med̪ʱɐbɪ ɐcɪlɐm,ami t͡ɕʰotbel̪ae̯ɔ on̪ekɔ med̪̤abi t͡ɕʰil̪amɔ 
আমার নৌকায় ঘুরতে অনেক ভালো লাগে, চিটাগাং আঁর নৌকাত গুইরতো বউত ভালা লাগে,cɪtɐgon ɐ̃ɾ no͡u̯kɐt̪ gu͡ɪ̯ɾot̪o bɔ͡u̯t̪o vɐlɐ lɐge,amarɔ n̪owkae̯ɔ ̤ɡ̤urt̪e on̪ekɔ b̤al̪o l̪aɡe
জেলেরা মাছ ধরছে , চিটাগাং জাইল্লা অক্কল মাচ দরের, cɪtɐgon ɟɐ͡ɪ̯llɐ ɔkkol mɐc d̪ɔɾeɾ,d͡ʑel̪era mat͡ɕʰɔ d̪̤ɔrɔt͡ɕʰe 
আমি আম খাবো , চিটাগাং আঁই আম হাইয়্যুম,cɪtɐgon ɐ̃ɪ ɐm hɐ͡ɪ̯ʲd̪ʱum,ami amɔ kʰabo 
আম আমার প্রিয় ফল , চিটাগাং আম আঁর ফ্রিয় ফল,cɪtɐgon ɐm ɐ̃ɾ fɾɪʲo fɔl,amɔ amarɔ prie̯ɔ ɸɔl̪ɔ 
আজকে তোমার ভাইকে দেখলাম , চিটাগাং আযিয়া তোঁয়ার বাইর দেইক্কি,cɪtɐgon ɐzɪʲɐ t̪õʲɐɾ bɐ͡ɪ̯ɾ d̪e͡ɪ̯kkɪ,ad͡ʑke t̪omarɔ b̤aike d̪ekʰl̪amɔ 
তোমার গানের গলা অনেক ভালো , চিটাগাং তোঁয়ার গানওর গলা বউত বালা,cɪtɐgon t̪õʲɐɾ gɐnoɾ gɔlɐ bɔ͡u̯t̪o bɐlɐ,t̪omarɔ ɡan̪erɔ ɡɔl̪a on̪ekɔ b̤al̪o 
আমি তোমার হাসির প্রেমে পড়েছি, চিটাগাং আঁই তোঁয়ার আসির ফ্রেমত ফইরগি,cɪtɐgon ɐ̃ɪ t̪õʲɐɾ ɐʃɪɾ fɾemɔt̪ fo͡ɪ̯ɾgɪ,ami t̪omarɔ has̪irɔ preme pɔɽet͡ɕʰi
তোমার পরিবারে কে কে আছে? , চিটাগাং তোঁয়ার ফরিবারওত হন হন আচে?,cɪtɐgon t̪õʲɐɾ foɾɪbɐɾot̪o hɔn hɔn ɐce?,t̪omarɔ pɔribare ke ke at͡ɕʰe? 
আমি তোমার বাদামী চোখ জোড়া ভালোবাসি, চিটাগাং আঁই তোয়ার বাদামী চোখ যোরা বালবাসি,cɪtɐgon ɐ̃ɪ t̪oʷɐɾ bɐd̪ɐmɪ cox zoɾɐ bɐlbɐʃɪ,ami t̪omarɔ bad̪ami t͡ɕokʰɔ d͡ʑoɽa b̤al̪obas̪i
তুমি বিয়ে করবে কতো বছর বয়সে ? , চিটাগাং তুঁই বিয়া গরিবা হতো বছর বয়সত?,cɪtɐgon t̪ũɪ bɪʲɐ goɾɪbɐ hot̪o bɔcʰoɾ bɔʲoʃɔt̪o?,t̪umi bie̯e kɔrɔbe kɔt̪o bɔt͡ɕʰɔrɔ be̯ɔs̪e ? 
ক্রিকেট খেলা তোমার কেমন লাগে? , চিটাগাং ক্রিকেট কেলা তোঁয়ারত্তুন কেন লাগে?,cɪtɐgon kɾɪket kelɐ t̪õʷɐɾɔt̪t̪un keno lɐge?,kriketɔ kʰel̪a t̪omarɔ kemɔn̪ɔ l̪aɡe? 
আমার একদমই ভালো লাগে না , চিটাগাং আঁর এফফোডাও গম ন লার,cɪtɐgon ɐ̃ɾ effodɐ͡o̯ gɔm nɔ lɐɾ,amarɔ ekɔd̪ɔmi b̤al̪o l̪aɡe n̪a 
আমার অনেক ভালো লাগে , চিটাগাং আঁর বউত বালা লাগে,cɪtɐgon ɐ̃ɾ bɔ͡u̯t̪o bɐlɐ lɐge,amarɔ on̪ekɔ b̤al̪o l̪aɡe 
তোমার বাবা কি করেন? , চিটাগাং তোঁয়ার বাবা কি গরে?,cɪtɐgon t̪õʲɐɾ bɐbɐ kɪ goɾe?,t̪omarɔ baba ki kɔren̪ɔ? 
তোমার ভাই কোথায় চাকরি করেন? , চিটাগাং তোঁয়ার বাই চঁঅরি হডে গরে?,cɪtɐgon t̪õʲɐɾ bɐ͡ɪ̯ cɔ̃ɔɾɪ hode goɾe?,t̪omarɔ b̤ai kot̪ʰae̯ɔ t͡ɕakri kɔren̪ɔ? 
আমি মুরগির মাংস বেশি পছন্দ করি , চিটাগাং আঁই কুরার গোস্ত বেশি পচন্দ গরি,cɪtɐgon ɐ̃ɪ kuɾɐɾ gost̪o beʃɪ pɔcond̪o goɾɪ,ami murɡirɔ maŋs̪ɔ beɕi pɔt͡ɕʰɔn̪d̪ɔ kɔri 
তুমি কি খেতে পছন্দ করো ?, চিটাগাং তুঁই কি হাইতো পচন্দ গরো,cɪtɐgon t̪ũɪ kɪ hɐ͡ɪ̯t̪o pɔcond̪o gɔɾo,t̪umi ki kʰet̪e pɔt͡ɕʰɔn̪d̪ɔ kɔro ?
আমি চিংড়ী মাছ খেতে পছন্দ করি , চিটাগাং আঁই ইচা মাচ হাইতো পচন্দ গরি,cɪtɐgon ɐ̃ɪ ɪcɐ mɐc hɐ͡ɪ̯t̪o pɔcond̪o goɾɪ,ami t͡ɕiŋɽi mat͡ɕʰɔ kʰet̪e pɔt͡ɕʰɔn̪d̪ɔ kɔri 
আজকে তোমায় দেখতে আসবে? , চিটাগাং আযিয়া তোঁয়ারে চাইত আইবো?,cɪtɐgon ɐzɪʲɐ t̪õʷɐɾe cɐ͡ɪ̯t̪o ɐ͡ɪ̯bo?,ad͡ʑke t̪omae̯ɔ d̪ekʰt̪e as̪be? 
না করে দিও ছেলে পক্ষকে , চিটাগাং না গরি দিও ফোয়া পক্ক রে,cɪtɐgon nɐ goɾɪ d̪ɪ͡o̯ foʷɐ pokko ɾe,n̪a kɔre d̪io t͡ɕʰel̪e pɔkʂɔke 
আমি পারবো না না করতে , চিটাগাং আঁই না গরিত ন পাইরগম,cɪtɐgon ɐ̃ɪ nɐ goɾɪt̪o nɔ pɐ͡ɪ̯ɾogɔm,ami parbo n̪a n̪a kɔrɔt̪e 
তোমার মনে চাইলে গিয়ে না করো , চিটাগাং তোঁয়াত্তুন মনে হইলে না গরি দ গই,cɪtɐgon t̪õʲɐt̪t̪un mone ho͡ɪ̯le nɐ goɾɪ d̪ go͡ɪ̯,t̪omarɔ mɔn̪e t͡ɕail̪e ɡie̯e n̪a kɔro 
আমাকেে একটা গান শুনাবা? , চিটাগাং আঁরে ওজ্ঞা গান ফুনাইবা?,cɪtɐgon ɐ̃ɾe oggɐ gɐn funɐ͡ɪ̯bɐ?,amakee ekta ɡan̪ɔ ɕun̪aba? 
তুমি কি গল্প লেখো ?, চিটাগাং তুঁই কি কিচ্চা লিকো?,cɪtɐgon t̪ũɪ kɪ kɪccɐ lɪko?,t̪umi ki ɡɔl̪pɔ l̪ekʰo ?
চা অথবা কফি কোনটা বেশি পছন্দ ?, চিটাগাং চা নাকি কপি হন্নান বেশি পচন্দ ?,cɪtɐgon cɐ nɐkɪ kopɪ hɔnnɐn beʃɪ pɔcɔnd̪o?,t͡ɕa ot̪ʰba kɔɸi kon̪ta beɕi pɔt͡ɕʰɔn̪d̪ɔ ?
আমার কফি বেশি পছন্দ , চিটাগাং আঁর কপি বেশি পচন্দ,cɪtɐgon ɐ̃ɾ kopɪ beʃɪ pɔcond̪o,amarɔ kɔɸi beɕi pɔt͡ɕʰɔn̪d̪ɔ 
আমি তোমায় ভালবাসি , চিটাগাং আঁই তোয়ারে বালবাসি,cɪtɐgon ɐ̃ɪ t̪oʷɐɾe bɐlbɐʃɪ,ami t̪omae̯ɔ b̤al̪bas̪i 
বৃষ্টির দিনে রিক্সাতে ঘুরতে ভালো লাগে , চিটাগাং যরর দিনত রিস্কাত গুইরতো বালা লাগে,cɪtɐgon zɔɾoɾ d̪ɪnt̪o ɾɪskɐt̪ gu͡ɪ̯ɾot̪o bɐlɐ lɐge,bɽiʂtirɔ d̪in̪e riks̪at̪e ̤ɡ̤urt̪e b̤al̪o l̪aɡe 
বৃষ্টির দিনে গরম গরম খিচুড়ি আর গরু মাংস খেতে ভালো লাগে, চিটাগাং যরর দিনঅত গরম গরম কিচুরি আর গরু গোস্ত হাইত গম লাগে,cɪtɐgon zɔɾoɾ d̪ɪnɔt̪o gɔɾom gɔɾom kɪcuɾɪ ɐɾ goɾu gost̪o hɐ͡ɪ̯t̪o gɔm lɐge,bɽiʂtirɔ d̪in̪e ɡɔrɔmɔ ɡɔrɔmɔ kʰit͡ɕuɽi arɔ ɡɔru maŋs̪ɔ kʰet̪e b̤al̪o l̪aɡe
বৃষ্টির দিনে চা খেতে ভালো লাগে, চিটাগাং যরর দিনঅত চা হাইত গম লাগে,cɪtɐgon zɔɾoɾ d̪ɪnɔt̪o cɐ hɐ͡ɪ̯t̪o gɔm lɐge,bɽiʂtirɔ d̪in̪e t͡ɕa kʰet̪e b̤al̪o l̪aɡe
আমি ছবি তুলতে পছন্দ করি , চিটাগাং আঁই চবি তুইলত পচন্দ গরি,cɪtɐgon ɐ̃ɪ cobɪ t̪u͡ɪ̯lɔt̪o pɔcond̪o goɾɪ,ami t͡ɕʰɔbi t̪ul̪t̪e pɔt͡ɕʰɔn̪d̪ɔ kɔri 
আমাকে একটি বই উপহার দিও , চিটাগাং আঁরে ওজ্ঞা বই উফাহর দিও,cɪtɐgon ɐ̃ɾe oggɐ bo͡ɪ̯ ufɐhoɾ d̪ɪ͡o̯,amake ekti bi upɔharɔ d̪io 
মানুষ আসলে বড়ই অদ্ভুত, চিটাগাং মানষ বাস্তবে বরই অদবুত,cɪtɐgon mɐnoʃ bɐst̪obe bɔɾo͡ɪ̯ ɔd̪obut̪,man̪uʂɔ as̪l̪e bɔɽi od̪b̤ut̪
আজকে আমি ছাতা আনতে ভুলে গেছি , চিটাগাং আযিয়া আঁই চাতি আইনতো বুলি গেইয়্যি ফেলায়্যি,cɪtɐgon ɐzɪʲɐ ɐ̃ɪ cɐt̪ɪ ɐ͡ɪ̯nt̪o bulɪ ge͡ɪ̯kɪ felɐkɪ,ad͡ʑke ami t͡ɕʰat̪a an̪t̪e b̤ul̪e ɡet͡ɕʰi 
রাস্তায় আজকে অনেক মানুষ , চিটাগাং রাস্তাত আযিয়া বউত মানুষ,cɪtɐgon ɾɐst̪ɐt̪ ɐzɪʲɐ bɔ͡u̯t̪o mɐnuʃ,ras̪t̪ae̯ɔ ad͡ʑke on̪ekɔ man̪uʂɔ 
আমার কালো জামা নাই , চিটাগাং আঁর হালা যামা নাই,cɪtɐgon ɐ̃ɾ hɐlɐ zɐmɐ nɐ͡ɪ̯,amarɔ kal̪o d͡ʑama n̪ai 
আমার কালো জামা আছে, চিটাগাং আঁর হালা যামা আচে,cɪtɐgon ɐ̃ɾ hɐlɐ zɐmɐ ɐce,amarɔ kal̪o d͡ʑama at͡ɕʰe
আমি কী বেশি বিরক্ত করি?, চিটাগাং আঁই কি বেশি বিরক্ত গরি?,cɪtɐgon ɐ̃ɪ kɪ beʃɪ bɪɾokt̪o goɾɪ?,ami ki beɕi birɔkt̪ɔ kɔri?
আমাকেতো আর ভালো লাগবে না, চিটাগাং আঁরেতো আর গম ন লাগিবো,cɪtɐgon ɐ̃ɾet̪o ɐɾ gɔm nɔ lɐgɪbo,amaket̪o arɔ b̤al̪o l̪aɡbe n̪a
আমার সাথে তোমার কোনো সম্পর্ক নাই, চিটাগাং আঁর ফোয়ারে তোঁয়ার হনো সম্ফর্ক নাই,cɪtɐgon ɐ̃ɾ foʷɐɾe t̪õʲɐɾ hono ʃɔmfɔɾko nɐ͡ɪ̯,amarɔ s̪at̪ʰe t̪omarɔ kon̪o s̪ɔmpɔrkɔ n̪ai
তুমি আমার প্রথম বন্ধু, চিটাগাং তুঁই আঁর ফ্রতম বন্দু,cɪtɐgon t̪ũɪ ɐ̃ɾ fɾot̪ɔmo bond̪u,t̪umi amarɔ prɔt̪ʰɔmɔ bɔn̪d̪̤u
আজকের আবহাওয়টা অনেক সুন্দর, চিটাগাং আযিয়ার আবহাওয়াওয়ান বউত সুন্দর,cɪtɐgon ɐzɪʲɐɾ ɐbohɐ͡o̯ʷɐ͡o̯ʷɐn bɔ͡u̯t̪o ʃund̪ɔɾ,ad͡ʑkerɔ abɔhaoe̯ta on̪ekɔ s̪un̪d̪ɔrɔ
উনি ভালো মনের মানুষ, চিটাগাং ইবা বালো মনের মানুষ,cɪtɐgon ɪbɐ bɐlo moneɾ mɐnuʃ,un̪i b̤al̪o mɔn̪erɔ man̪uʂ
আমরা এতটাও ভালো না, চিটাগাং আঁরা এতবর বালা নই,cɪtɐgon ɐ̃ɾɐ et̪obɔɾ bɐlɐ no͡ɪ̯,amra et̪tao b̤al̪o n̪a
আমার টাকা নাই, চিটাগাং আঁর টিঁয়া নাই,cɪtɐgon ɐ̃ɾ tɪ̃ʲɐ nɐ͡ɪ̯,amarɔ taka n̪ai
শীতের সকাল অনেক সুন্দর, চিটাগাং শীতর সকাল বউত সুন্দর,cɪtɐgon ʃɪt̪oɾ ʃɔkɐl bɔ͡u̯t̪o ʃund̪ɔɾ,ɕit̪erɔ s̪ɔkal̪ɔ on̪ekɔ s̪un̪d̪ɔrɔ
আমার মা আমাকে ভালবাসে, চিটাগাং আঁর মা আঁরে বউত বালোবাসে,cɪtɐgon ɐ̃ɾ mɐ ɐ̃ɾe bɔ͡u̯t̪o bɐlobɐʃe,amarɔ ma amake b̤al̪bas̪e
আমার বন্ধুর বিয়ে আজ, চিটাগাং আঁর বন্দুর বিয়া আযিয়া,cɪtɐgon ɐ̃ɾ bond̪uɾ bɪʲɐ ɐzɪʲɐ,amarɔ bɔn̪d̪̤urɔ bie̯e ad͡ʑ
অল্প সময় ছিলো সে তাতেই মায়ায় পরে আছি, চিটাগাং অল্ফ সময় আচিলদি ইবা এতেই মায়ায় ফরি গেইয়্যি,cɪtɐgon ɔlf ʃɔmɔe̯ ɐcɪlod̪ɪ ɪbɐ et̪e͡ɪ̯ mɐʲɐe̯ foɾɪ ge͡ɪ̯kɪ,ol̪pɔ s̪ɔme̯ɔ t͡ɕʰil̪o s̪e t̪at̪ei mae̯ae̯ɔ pɔre at͡ɕʰi
বিয়ের পর তুমি বদলে গেছো, চিটাগাং বিয়ার ফর তুঁই ফাল্টি গেইয়্যু,cɪtɐgon bɪʲɐɾ fɔɾ t̪ũɪ fɐltɪ ge͡ɪ̯ʲu,bie̯erɔ pɔrɔ t̪umi bɔd̪ɔl̪e ɡet͡ɕʰo
কবিতা পড়তে আমার ভালো লাগে, চিটাগাং কবিতা ফইত্ত আঁত্তুন গম লাগে,cɪtɐgon kobɪt̪ɐ fo͡ɪ̯t̪t̪o ɐ̃t̪t̪un gɔm lɐge,kɔbit̪a pɔɽɔt̪e amarɔ b̤al̪o l̪aɡe
মেয়ে মানুষ বড়ই অদ্ভুত, চিটাগাং মাইফোয়া মানুষ বরই অদ্বুত,cɪtɐgon mɐ͡ɪ̯foʷɐ mɐnuʃ bɔɾo͡ɪ̯ ɔd̪but̪o,mee̯e man̪uʂɔ bɔɽi od̪b̤ut̪
আমি কী অনেক মোটা ? , চিটাগাং আঁই কি বেশি মোটা ?,cɪtɐgon ɐ̃ɪ kɪ beʃɪ motɐ?,ami ki on̪ekɔ mota ? 
হ্যাঁ তুমি অনেক মোটা , চিটাগাং অ তুঁই বউত মোটা,cɪtɐgon ɔ t̪ũɪ bɔ͡u̯t̪o motɐ,hd͡zɔ̃ t̪umi on̪ekɔ mota 
তুমি কি দেখছো ?, চিটাগাং তুঁই কি দেহর নে ?,cɪtɐgon t̪ũɪ kɪ d̪ehoɾ ne?,t̪umi ki d̪ekʰt͡ɕʰo ?
তোমার দিকে তাকিয়ে আছি , চিটাগাং তোঁয়ার ইক্কা চাই তাক্কি,cɪtɐgon t̪õʲɐɾ ɪkkɐ cɐ͡ɪ̯ t̪ɐkkɪ,t̪omarɔ d̪ike t̪akie̯e at͡ɕʰi 
পানির অপর নাম জীবন, চিটাগাং ফানির আরেক নাম যীবন,cɪtɐgon fɐnɪɾ ɐɾek nɐm zɪbɔn,pan̪irɔ opɔrɔ n̪amɔ d͡ʑibɔn̪ɔ
আজ অনেক মজা হল, চিটাগাং আযিয়া বউত মযা অইয়্যে,cɪtɐgon ɐzɪʲɐ bɔ͡u̯t̪o mɔzɐ ɔ͡ɪ̯kt̪e,ad͡ʑɔ on̪ekɔ mɔd͡ʑa hɔl̪ɔ
আমার বিয়েতে দাওয়াত রইলো , চিটাগাং আঁর বিয়াত দাওয়াত তাকিলো,cɪtɐgon ɐ̃ɾ bɪʲɐt̪ d̪ɐ͡o̯ʲɐt̪ t̪ɐkɪlo,amarɔ bie̯et̪e d̪aoe̯at̪ɔ ril̪o 
সবাই হারিয়ে যায় , চিটাগাং বেজ্ঞুন আযি যা গই,cɪtɐgon beggun ɐzɪ zɐ go͡ɪ̯,s̪ɔbai harie̯e d͡zae̯ɔ 
আমার কোনো বন্ধু নেই , চিটাগাং আঁর হ ন বন্দু নাই,cɪtɐgon ɐ̃ɾ ho nɔ bond̪u nɐ͡ɪ̯,amarɔ kon̪o bɔn̪d̪̤u n̪ei 
এই পৃথিবীতে আমি বড্ড একা , চিটাগাং এই ফিতিবিত আঁই খুব একা,cɪtɐgon e͡ɪ̯ fɪt̪ɪbɪt̪o ɐ̃ɪ xub ɛkɐ,ei pɽit̪ʰibit̪e ami bɔddɔ eka 
তুমি রান্না করতে পারো ?, চিটাগাং তুঁই রাঁদিত যানো নে ?,cɪtɐgon t̪ũɪ ɾɐ̃d̪ɪt̪o zɐno ne?,t̪umi ran̪n̪a kɔrɔt̪e paro ?
তোমার হাতের লেখা অনেক সুন্দর , চিটাগাং তোঁয়ার আতর লেহা বউত সুন্দর,cɪtɐgon t̪õʲɐɾ ɐt̪oɾ lehɐ bɔ͡u̯t̪o ʃund̪ɔɾ,t̪omarɔ hat̪erɔ l̪ekʰa on̪ekɔ s̪un̪d̪ɔrɔ 
আমি গল্পের বই কিনবো , চিটাগাং আঁই গল্ফর বই কিন্নম,cɪtɐgon ɐ̃ɪ gɔlfɔɾ bo͡ɪ̯ kɪnnɔm,ami ɡɔl̪perɔ bi kin̪bo 
আমি আজকে ঢাকায় যাবো , চিটাগাং আঁই আযিয়া ডাহা যাইয়্যুম,cɪtɐgon ɐ̃ɪ ɐzɪʲɐ dɐhɐ zɐ͡ɪ̯ʲd̪ʱum,ami ad͡ʑke d̤akae̯ɔ d͡zabo 
ঢাকায় আমার চাকরি হয়েছে , চিটাগাং ডাহাত আঁর চঁঅরি অইয়্যে,cɪtɐgon dɐhɐt̪ ɐ̃ɾ cɔ̃ɔɾɪ ɔ͡ɪ̯kt̪e,d̤akae̯ɔ amarɔ t͡ɕakri he̯et͡ɕʰe 
চাকরি করতে আর ভালো লাগে না, চিটাগাং চঁঅরি গইরত আত্তুন আর গম ন লাগের,cɪtɐgon cɔ̃ɔɾɪ gɪɾot̪o ɐt̪t̪un ɐɾ gɔm nɔ lɐgeɾ,t͡ɕakri kɔrɔt̪e arɔ b̤al̪o l̪aɡe n̪a
মা আমার অনেক যত্ন নেয় , চিটাগাং মা আঁর বঊত যত্ন লয়,cɪtɐgon mɐ ɐ̃ɾ bɔ͡u̯t̪o zɔt̪no lɔe̯,ma amarɔ on̪ekɔ d͡zɔt̪n̪ɔ n̪ee̯ɔ 
আমার মায়ের রান্না অনেক মজার, চিটাগাং আঁর মার রাঁদা বউত মযা,cɪtɐgon ɐ̃ɾ mɐɾ ɾɐ̃d̪ɐ bɔ͡u̯t̪o mɔzɐ,amarɔ mae̯erɔ ran̪n̪a on̪ekɔ mɔd͡ʑar
বিয়েতে আমার মত নাই , চিটাগাং বিয়াত আঁর মত নাই,cɪtɐgon bɪʲɐt̪ ɐ̃ɾ mɔt̪ nɐ͡ɪ̯,bie̯et̪e amarɔ mɔt̪ɔ n̪ai 
পাহাড়ের চূড়ায় উঠতে চাই , চিটাগাং ফা আরর আগাত উইটত চায়,cɪtɐgon fɐ ɐɾɔɾ ɐgɐt̪ u͡ɪ̯tt̪o cɐe̯,pahaɽerɔ t͡ɕuɽae̯ɔ utʰt̪e t͡ɕai 
এক পাশে সাগর এক পাশে বালি , চিটাগাং এক ফাশে দইরগা এক ফাশে বালু,cɪtɐgon ɛk fɐʃe d̪o͡ɪ̯ɾgɐ ɛk fɐʃe bɐlu,ekɔ paɕe s̪aɡɔrɔ ekɔ paɕe bal̪i 
তোমার ছেলে অনেক দুষ্টু , চিটাগাং তোঁয়ার ফোয়া বঊত যারগো,cɪtɐgon t̪õʲɐɾ foʷɐ bɔ͡u̯t̪o zɐɾgo,t̪omarɔ t͡ɕʰel̪e on̪ekɔ d̪uʂtu 
কালকে থেকে পড়তে বসবো , চিটাগাং হালিয়াত্তুন ফইত্ত বইস্সম,cɪtɐgon hɐlɪʲɐt̪t̪un fo͡ɪ̯t̪t̪o bo͡ɪ̯sʃɔm,kal̪ke t̪ʰeke pɔɽɔt̪e bɔs̪ɔbo 
আমার ঘড়ীটা খুজে পাচ্ছি না , চিটাগাং আঁর গরিওয়া তোয়ায় ন ফাইর,cɪtɐgon ɐ̃ɾ goɾɪ͡o̯ʷɐ t̪oʷɐe̯ nɔ fɐ͡ɪ̯ɾ,amarɔ ̤ɡ̤ɔɽita kʰud͡ʑe pat͡ɕt͡ɕʰi n̪a 
মানুুষ অনেক স্বার্থপর হয় , চিটাগাং মানুষ বউত সার্তফর,cɪtɐgon mɐnuʃ bɔ͡u̯t̪o ʃɐɾt̪ofɔɾ,man̪uuʂɔ on̪ekɔ s̪bart̪ʰɔpɔrɔ he̯ɔ 
কিন্তু কিছু মানুষ অনেক ভালো, চিটাগাং কিন্তু কিচু মানুষ বউত বালা,cɪtɐgon kɪnt̪u kɪcu mɐnuʃ bɔ͡u̯t̪o bɐlɐ,kin̪t̪u kit͡ɕʰu man̪uʂɔ on̪ekɔ b̤al̪o
তোমার পরিবারে কি আমায় মেনে নিবে? , চিটাগাং তোঁয়ার ফরিবার কি আঁরে মানি লইব নে?,cɪtɐgon t̪õʲɐɾ foɾɪbɐɾ kɪ ɐ̃ɾe mɐnɪ lɔ͡ɪ̯b ne?,t̪omarɔ pɔribare ki amae̯ɔ men̪e n̪ibe? 
তুমি অনেক যত্নশীল , চিটাগাং তুঁই বউত যত্নবান,cɪtɐgon t̪ũɪ bɔ͡u̯t̪o zɔt̪nobɐn,t̪umi on̪ekɔ d͡zɔt̪n̪ɔɕil̪ɔ 
তোমাদের পরীক্ষা কবে ?, চিটাগাং তোঁয়ারার ফরিক্কা হত্তে,cɪtɐgon t̪õʷɐɾɐɾ foɾɪkkɐ hɔt̪t̪e,t̪omad̪erɔ pɔrikʂa kɔbe ?
খেলার মাঠে আজকে অনেক মানুষ , চিটাগাং কেলার মাডত আযিয়া বউত মানুষ,cɪtɐgon kelɐɾ mɐdt̪o ɐzɪʲɐ bɔ͡u̯t̪o mɐnuʃ,kʰel̪arɔ matʰe ad͡ʑke on̪ekɔ man̪uʂɔ 
তুমি ভালো আছো?, চিটাগাং তুঁই বালা আচে নে,cɪtɐgon t̪ũɪ bɐlɐ ɐce ne,t̪umi b̤al̪o at͡ɕʰo?
আমি ভালো নেই , চিটাগাং আঁই বালা নেই,cɪtɐgon ɐ̃ɪ bɐlɐ ne͡ɪ̯,ami b̤al̪o n̪ei 
তোমাকে ছাড়া আমি ভালো নেই, চিটাগাং তোঁআরে চারা আঁই বালা নেই,cɪtɐgon t̪õɐɾe cɐɾɐ ɐ̃ɪ bɐlɐ ne͡ɪ̯,t̪omake t͡ɕʰaɽa ami b̤al̪o n̪ei
বিপদ বলে কয়ে আসে না, চিটাগাং বিফদ হইয়েরে ন আইয়্যে,cɪtɐgon bɪfɔd̪ ho͡ɪ̯ʲeɾe nɔ ɐ͡ɪ̯ʲt̪e,bipɔd̪ɔ bɔl̪e ke̯e as̪e n̪a
ছেলেটির রাগ অনেক বেশী , চিটাগাং ফোয়াইবার গোস্সা বেশি,cɪtɐgon foʷɐ͡ɪ̯bɐɾ gosʃɐ beʃɪ,t͡ɕʰel̪etirɔ raɡɔ on̪ekɔ beɕi 
আমি একজন খারাপ মানুষ , চিটাগাং আঁই একযন হারাপ মানুষ,cɪtɐgon ɐ̃ɪ ɛkzon hɐɾɐp mɐnuʃ,ami ekɔd͡ʑɔn̪ɔ kʰarapɔ man̪uʂɔ 
তুমি কি চাও? , চিটাগাং তুঁই কি চ?,cɪtɐgon t̪ũɪ kɪ c?,t̪umi ki t͡ɕao? 
তুমি কি চাও আমি চলে যাই?, চিটাগাং তুঁই কি চ আঁই যাই গই?,cɪtɐgon t̪ũɪ kɪ c ɐ̃ɪ zɐ͡ɪ̯ go͡ɪ̯?,t̪umi ki t͡ɕao ami t͡ɕɔl̪e d͡zai?
আমি চাই তুমি সবসময় আমার সাথে থাকো, চিটাগাং আঁই চাই তুঁই এগাযা আঁর ফোঁয়ারে তাকো,cɪtɐgon ɐ̃ɪ cɐ͡ɪ̯ t̪ũɪ ɛgɐzɐ ɐ̃ɾ fõʷɐɾe t̪ɐko,ami t͡ɕai t̪umi s̪ɔbɔs̪ɔme̯ɔ amarɔ s̪at̪ʰe t̪ʰako
কিন্তু এইটা কোনদিনও সম্ভব না , চিটাগাং কিন্তু ইয়ান হনোদিনো সম্বব ন,cɪtɐgon kɪnt̪u ɪʲɐn honod̪ɪno ʃɔmbɔb n,kin̪t̪u eita kon̪d̪in̪o s̪ɔmb̤ɔbɔ n̪a 
তুমি কি বিয়েতে রাজি ?, চিটাগাং তুঁই বিয়াত রাযি নে ?,cɪtɐgon t̪ũɪ bɪʲɐt̪ ɾɐzɪ ne?,t̪umi ki bie̯et̪e rad͡ʑi ?
আমি রাজি না , চিটাগাং আঁই রাযি ন,cɪtɐgon ɐ̃ɪ ɾɐzɪ n,ami rad͡ʑi n̪a 
