bangla_speech,regional,regional_ipa,bangla_speech_ipa
তোমার পরিবারে কে কে আছে? ,নোয়াখালী তোয়ার হরিবারে কে কে আছে,nokʰɐlɪ t̪oʷɐɾ hoɾɪbɐɾe ke ke ɐcʰe,t̪omarɔ pɔribare ke ke at͡ɕʰe? 
আমি তোমার বাদামী চোখ জোড়া ভালোবাসি,নোয়াখালী আই তোয়ার বাদামী চোখএইগুন ভালোবাসি ,nokʰɐlɪ ɐ͡ɪ̯ t̪oʷɐɾ bɐd̪ɐmɪ cokʰe͡ɪ̯gun bʱɐlobɐʃɪ ,ami t̪omarɔ bad̪ami t͡ɕokʰɔ d͡ʑoɽa b̤al̪obas̪i
তুমি বিয়ে করবে কতো বছর বয়সে ? ,নোয়াখালী তুই বিয়া কাইরবা কত বছর বয়সে,nokʰɐlɪ t̪u͡ɪ̯ bɪʲɐ kɐ͡ɪ̯ɾbɐ kɔt̪o bɔcʰoɾ bɔʲoʃe,t̪umi bie̯e kɔrɔbe kɔt̪o bɔt͡ɕʰɔrɔ be̯ɔs̪e ? 
ক্রিকেট খেলা তোমার কেমন লাগে? ,নোয়াখালী ক্রিকেট খেলা তোয়ার কেইকান লাগে,nokʰɐlɪ kɾɪket kʰelɐ t̪oʷɐɾ ke͡ɪ̯kɐn lɐge,kriketɔ kʰel̪a t̪omarɔ kemɔn̪ɔ l̪aɡe? 
আমার একদমই ভালো লাগে না ,নোয়াখালী অর একছের ভালা লাগে না ,nokolɪ ɔɾ ɛkcʰeɾ bʱɐlɐ lɐge nɐ ,amarɔ ekɔd̪ɔmi b̤al̪o l̪aɡe n̪a 
আমার অনেক ভালো লাগে ,নোয়াখালী আর অনেক ভালো লাগে,nokolɪ ɐɾ ɔnek bʱɐlo lɐge,amarɔ on̪ekɔ b̤al̪o l̪aɡe 
তোমার বাবা কি করেন? ,নোয়াখালী তোয়ার বাবা কিয়ারে,nokɔlɪ t̪oʷɐɾ bɐbɐ kɪʲɐɾe,t̪omarɔ baba ki kɔren̪ɔ? 
তোমার ভাই কোথায় চাকরি করেন? ,নোয়াখালী তোয়ার ভাই কোনাই চাকরি করে,nokɔlɪ t̪oʷɐɾ bʱɐ͡ɪ̯ konɐ͡ɪ̯ cɐkɾɪ koɾe,t̪omarɔ b̤ai kot̪ʰae̯ɔ t͡ɕakri kɔren̪ɔ? 
আমি মুরগির মাংস বেশি পছন্দ করি ,নোয়াখালী আই মুরগির মাংস বেশি হছন্দ করি,nokohɐlɪ ɐ͡ɪ̯ muɾgɪɾ mɐŋʃo beʃɪ hɔcʰond̪o koɾɪ,ami murɡirɔ maŋs̪ɔ beɕi pɔt͡ɕʰɔn̪d̪ɔ kɔri 
তুমি কি খেতে পছন্দ করো ?,নোয়াখালী তুউই কিয়া খাইতাম হছন্দ করো,nokolɪ t̪u͡u̯ɪ kɪʲɐ kʰɐ͡ɪ̯t̪ɐm hɔcʰond̪o koɾo,t̪umi ki kʰet̪e pɔt͡ɕʰɔn̪d̪ɔ kɔro ?
আমি চিংড়ী মাছ খেতে পছন্দ করি ,নোয়াখালী আই ইচা মাছ খাইতাম হছন্দ করি ,nokolɪ ɐ͡ɪ̯ ɪcɐ mɐcʰ kʰɐ͡ɪ̯t̪ɐm hɔcʰond̪o koɾɪ ,ami t͡ɕiŋɽi mat͡ɕʰɔ kʰet̪e pɔt͡ɕʰɔn̪d̪ɔ kɔri 
আমি তোমার সাথে রাতে সাগর পাড়ে দাঁড়ায় থাকতে চাই ,নোয়াখালী আই তোয়ার লগে রাইতকা সাগর হাড়ে দাড়াই থাইঅতাম চাই,nokʰɐlɪ ɐ͡ɪ̯ t̪oʷɐɾ lɔge ɾɐ͡ɪ̯t̪kɐ ʃɐgoɾ hɐɽe d̪ɐɽɐ͡ɪ̯ t̪ʰɐ͡ɪ̯ɔt̪ɐm cɐ͡ɪ̯,ami t̪omarɔ s̪at̪ʰe rat̪e s̪aɡɔrɔ paɽe d̪ɔ̃ɽae̯ɔ t̪ʰakt̪e t͡ɕai 
আজকে তোমায় দেখতে আসবে? ,নোয়াখালী আইজগা তোয়ারে দেইকতো আইবো,nokʰɐlɪ ɐ͡ɪ̯ɟgɐ t̪oʷɐɾe d̪e͡ɪ̯kɔt̪o ɐ͡ɪ̯bo,ad͡ʑke t̪omae̯ɔ d̪ekʰt̪e as̪be? 
না করে দিও ছেলে পক্ষকে ,নোয়াখালী না করি দিও হোলারগোরে,nokohɐlɪ nɐ koɾɪ d̪ɪ͡o̯ holɐɾgoɾe,n̪a kɔre d̪io t͡ɕʰel̪e pɔkʂɔke 
আমি পারবো না না করতে ,নোয়াখালী আই হাইত্তান্ন না কইত্তে, noɔkɔlɪ ɐ͡ɪ̯ hɐ͡ɪ̯t̪t̪ɐnno nɐ ko͡ɪ̯t̪t̪e,ami parbo n̪a n̪a kɔrɔt̪e 
তোমার মনে চাইলে গিয়ে না করো ,নোয়াখালী তোয়ার মনে চাইলে যাই না করি দেও,nokʰɐlɪ t̪oʷɐɾ mone cɐ͡ɪ̯le ɟɐ͡ɪ̯ nɐ koɾɪ d̪e͡o̯,t̪omarɔ mɔn̪e t͡ɕail̪e ɡie̯e n̪a kɔro 
আমাকেে একটা গান শুনাবা? ,নোয়াখালী আরে এককান গান হুনাইবা,noɐhɐlɪ ɐɾe ɛkkɐn gɐn hunɐ͡ɪ̯bɐ,amakee ekta ɡan̪ɔ ɕun̪aba? 
তুমি কি গল্প লেখো ?,নোয়াখালী তুউই কি গল্ফ লেখো,nokolɪ t̪u͡u̯ɪ kɪ gɔlpʰ lekʰo,t̪umi ki ɡɔl̪pɔ l̪ekʰo ?
চা অথবা কফি কোনটা বেশি পছন্দ ?,নোয়াখালী চা নইলে কফি কোনটা বেশি হছন্দ,nokohɐlɪ cɐ no͡ɪ̯le kopʰɪ kontɐ beʃɪ hɔcʰond̪o,t͡ɕa ot̪ʰba kɔɸi kon̪ta beɕi pɔt͡ɕʰɔn̪d̪ɔ ?
আমার কফি বেশি পছন্দ ,নোয়াখালী আর কফি বেশি হছন্দ,nokoholɪ ɐɾ kopʰɪ beʃɪ hɔcʰond̪o,amarɔ kɔɸi beɕi pɔt͡ɕʰɔn̪d̪ɔ 
আমি তোমায় ভালবাসি ,নোয়াখালী আই তোয়ারে ভালোবাসি ,nokʰɐlɪ ɐ͡ɪ̯ t̪oʷɐɾe bʱɐlobɐʃɪ ,ami t̪omae̯ɔ b̤al̪bas̪i 
বৃষ্টির দিনে রিক্সাতে ঘুরতে ভালো লাগে ,নোয়াখালী বৃষ্টির দিনে রিক্সায় ঘুইরতাম ভালা লাগে , noɐkʰɐlɪ bɾɪʃtɪɾ d̪ɪne ɾɪksɐe̯ gʱu͡ɪ̯ɾot̪ɐm bʱɐlɐ lɐge ,bɽiʂtirɔ d̪in̪e riks̪at̪e ̤ɡ̤urt̪e b̤al̪o l̪aɡe 
বৃষ্টির দিনে গরম গরম খিচুড়ি আর গরু মাংস খেতে ভালো লাগে,নোয়াখালী বৃষ্টির দিনে গরম খিচুড়ি আর গরুর মাংস খাইতাম ভালা লাগে , noɐkɔlɪ bɾɪʃtɪɾ d̪ɪne gɔɾom kʰɪcuɽɪ ɐɾ goɾuɾ mɐŋʃo kʰɐ͡ɪ̯t̪ɐm bʱɐlɐ lɐge ,bɽiʂtirɔ d̪in̪e ɡɔrɔmɔ ɡɔrɔmɔ kʰit͡ɕuɽi arɔ ɡɔru maŋs̪ɔ kʰet̪e b̤al̪o l̪aɡe
বৃষ্টির দিনে চা খেতে ভালো লাগে,নোয়াখালী বৃষ্টির দিনে চা খাইতাম ভালো লাগে ,noɟɐlɪ bɾɪʃtɪɾ d̪ɪne cɐ kʰɐ͡ɪ̯t̪ɐm bʱɐlo lɐge ,bɽiʂtirɔ d̪in̪e t͡ɕa kʰet̪e b̤al̪o l̪aɡe
আমি ছবি তুলতে পছন্দ করি ,নোয়াখালী আই ছবি তুইলতাম হছন্দ করি,noɐkolɪ ɐ͡ɪ̯ cʰobɪ t̪u͡ɪ̯lt̪ɐm hɔcʰond̪o koɾɪ,ami t͡ɕʰɔbi t̪ul̪t̪e pɔt͡ɕʰɔn̪d̪ɔ kɔri 
আমাকে একটি বই উপহার দিও ,নোয়াখালী আরে এককান বই উফহার দিও,noɐxɐlɪ ɐɾe ɛkkɐn bo͡ɪ̯ ufɔhɐɾ d̪ɪ͡o̯,amake ekti bi upɔharɔ d̪io 
মানুষ আসলে বড়ই অদ্ভুত,নোয়াখালী মানষ আসলে বড় অদ্ভুত ,nokʰɐlɪ mɐnoʃ ɐʃole bɔɽo ɔd̪bʱut̪ ,man̪uʂɔ as̪l̪e bɔɽi od̪b̤ut̪
আজকে আমি ছাতা আনতে ভুলে গেছি ,নোয়াখালী আইজগা আই ছাতা আইনতো ভুলি গেছি,nokolɪ ɐ͡ɪ̯ɟgɐ ɐ͡ɪ̯ cʰɐt̪ɐ ɐ͡ɪ̯nt̪o bʱulɪ gecʰɪ,ad͡ʑke ami t͡ɕʰat̪a an̪t̪e b̤ul̪e ɡet͡ɕʰi 
রাস্তায় আজকে অনেক মানুষ ,নোয়াখালী রাস্তায় আইজগা মেলা মানষ.,nokʰɐlɪ ɾɐst̪ɐe̯ ɐ͡ɪ̯ɟgɐ mɛlɐ mɐnoʃ.,ras̪t̪ae̯ɔ ad͡ʑke on̪ekɔ man̪uʂɔ 
আমার কালো জামা নাই ,নোয়াখালী আর কালা কোত্তা নাই,noɟɔlɪ ɐɾ kɐlɐ kot̪t̪ɐ nɐ͡ɪ̯,amarɔ kal̪o d͡ʑama n̪ai 
আমার কালো জামা আছে,নোয়াখালী আর কালা কোত্তা আছে,nokohɐlɪ ɐɾ kɐlɐ kot̪t̪ɐ ɐcʰe,amarɔ kal̪o d͡ʑama at͡ɕʰe
আমি কী বেশি বিরক্ত করি?,নোয়াখালী আই কি বেশি বিরক্ত করি,noɐkɔlɪ ɐ͡ɪ̯ kɪ beʃɪ bɪɾokt̪o koɾɪ,ami ki beɕi birɔkt̪ɔ kɔri?
আমাকেতো আর ভালো লাগবে না,নোয়াখালী আরে তো আর ভালো লাইগদ নো,noɐhɐlɪ ɐɾe t̪o ɐɾ vɐlo lɐ͡ɪ̯gɔd̪ no,amaket̪o arɔ b̤al̪o l̪aɡbe n̪a
আমার সাথে তোমার কোনো সম্পর্ক নাই,নোয়াখালী আর লগে তোয়ার কোনো সম্পর্ক নাই ,nokohɪ ɐɾ lɔge t̪oʷɐɾ kono ʃɔmpoɾko nɐ͡ɪ̯ ,amarɔ s̪at̪ʰe t̪omarɔ kon̪o s̪ɔmpɔrkɔ n̪ai
আমি তোমাকে চিনি না,নোয়াখালী আই তোয়ারে চিনি না,nokʰɐlɪ ɐ͡ɪ̯ t̪oʷɐɾe cɪnɪ nɐ,ami t̪omake t͡ɕin̪i n̪a
তুমি আমার প্রথম বন্ধু,নোয়াখালী তুউই আর প্রথম বন্দু,nokohɐlɪ t̪u͡u̯ɪ ɐɾ pɾot̪ʰom bond̪u,t̪umi amarɔ prɔt̪ʰɔmɔ bɔn̪d̪̤u
আজকের আবহাওয়টা অনেক সুন্দর,নোয়াখালী আইজগার আবহাওয়াই মেলা সোন্দর,nokʰɐlɪ ɐ͡ɪ̯ɟgɐɾ ɐbohɐ͡o̯ʷɐ͡ɪ̯ mɛlɐ sond̪ɔɾ,ad͡ʑkerɔ abɔhaoe̯ta on̪ekɔ s̪un̪d̪ɔrɔ
উনি ভালো মনের মানুষ,নোয়াখালী হেতেন ভালা মনের মানষ,nokohɐlɪ het̪en vɐlɐ moneɾ mɐnoʃ,un̪i b̤al̪o mɔn̪erɔ man̪uʂ
আমরা এতটাও ভালো না,নোয়াখালী আমরা এতও ভালা নো,nokolɪ ɐmɾɐ ɛt̪o bʱɐlɐ no,amra et̪tao b̤al̪o n̪a
আমার টাকা নাই,নোয়াখালী আর টেয়া নাই,nokʰɐlɪ ɐɾ teʲɐ nɐ͡ɪ̯,amarɔ taka n̪ai
শীতের সকাল অনেক সুন্দর,নোয়াখালী শীতের সকাল মেলা সুন্দর ,noɟɔlɪ ʃɪt̪eɾ ʃɔkɐl mɛlɐ ʃund̪ɔɾ ,ɕit̪erɔ s̪ɔkal̪ɔ on̪ekɔ s̪un̪d̪ɔrɔ
আমার মা আমাকে ভালবাসে,নোয়াখালী আর মা আরে ভালোবাসে,noɐkɔlɪ ɐɾ mɐ ɐɾe bʱɐlobɐʃe,amarɔ ma amake b̤al̪bas̪e
আমার বন্ধুর বিয়ে আজ,নোয়াখালী আর বন্দুর আইজগা বিয়া,nokʰɐlɪ ɐɾ bond̪uɾ ɐ͡ɪ̯ɟgɐ bɪʲɐ,amarɔ bɔn̪d̪̤urɔ bie̯e ad͡ʑ
অল্প সময় ছিলো সে তাতেই মায়ায় পরে আছি,নোয়াখালী অল্ফ সময় আছিলো সে তাতেই মায়ায় হড়ি রইছি,nokʰɐlɪ ɔlpʰ ʃɔmɔe̯ ɐcʰɪlo ʃe t̪ɐt̪e͡ɪ̯ mɐʲɐe̯ hoɽɪ ɾo͡ɪ̯cʰɪ,ol̪pɔ s̪ɔme̯ɔ t͡ɕʰil̪o s̪e t̪at̪ei mae̯ae̯ɔ pɔre at͡ɕʰi
বিয়ের পর তুমি বদলে গেছো,নোয়াখালী বিয়ার হর তুউই বদলি গেছো,nokohɐlɪ bɪʲɐɾ hɔɾ t̪u͡u̯ɪ bod̪olɪ gecʰo,bie̯erɔ pɔrɔ t̪umi bɔd̪ɔl̪e ɡet͡ɕʰo
কবিতা পড়তে আমার ভালো লাগে,নোয়াখালী কবিতা হইরতাম আমার অনেক ভালো লাগে,nokolɪ kobɪt̪ɐ ho͡ɪ̯ɾot̪ɐm ɐmɐɾ ɔnek bʱɐlo lɐge,kɔbit̪a pɔɽɔt̪e amarɔ b̤al̪o l̪aɡe
মেয়ে মানুষ বড়ই অদ্ভুত,নোয়াখালী মাইয়া মানুষ মেলা অদ্ভুত ,nokʰɐlɪ mɐ͡ɪ̯ʲɐ mɐnuʃ mɛlɐ ɔd̪bʱut̪ ,mee̯e man̪uʂɔ bɔɽi od̪b̤ut̪
আমি কী অনেক মোটা ? ,নোয়াখালী আই কি অনেক মোডা ,nokhɐlɪ ɐ͡ɪ̯ kɪ ɔnek modɐ ,ami ki on̪ekɔ mota ? 
হ্যাঁ তুমি অনেক মোটা ,নোয়াখালী এ তুউই অনেক মোডা,noɐkolɪ e t̪u͡u̯ɪ ɔnek modɐ,hd͡zɔ̃ t̪umi on̪ekɔ mota 
তুমি কি দেখছো ?,নোয়াখালী তুউই কি দেইকছো,noɾɔlɪ t̪u͡u̯ɪ kɪ d̪e͡ɪ̯kcʰo,t̪umi ki d̪ekʰt͡ɕʰo ?
তোমার দিকে তাকিয়ে আছি ,নোয়াখালী তোয়ার দিকে তাকাই রইছি,nokolɪ t̪oʷɐɾ d̪ɪke t̪ɐkɐ͡ɪ̯ ɾo͡ɪ̯cʰɪ,t̪omarɔ d̪ike t̪akie̯e at͡ɕʰi 
তোমার সৌন্দর্যোতা দেখছি ,নোয়াখালী তোয়ার সৌন্দর্য দেইকছি,nokʰɐlɪ t̪oʷɐɾ ʃo͡u̯nd̪oɾɟo d̪e͡ɪ̯kcʰɪ,t̪omarɔ s̪own̪d̪ɔrd͡zot̪a d̪ekʰt͡ɕʰi 
পানির অপর নাম জীবন,নোয়াখালী হানির অফর নাম জীবন ,nokohɐlɪ hɐnɪɾ ɔpʰɔɾ nɐm ɟɪbɔn ,pan̪irɔ opɔrɔ n̪amɔ d͡ʑibɔn̪ɔ
আজ অনেক মজা হল,নোয়াখালী আইজগা অনেক মজা অইছে,nokohɐlɪ ɐ͡ɪ̯ɟgɐ ɔnek mɔɟɐ e͡ɪ̯cʰe,ad͡ʑɔ on̪ekɔ mɔd͡ʑa hɔl̪ɔ
আমার বিয়েতে দাওয়াত রইলো ,নোয়াখালী আর বিয়াত দাওয়ার থাইকল,nokʰɐlɪ ɐɾ bɪʲɐt̪ d̪ɐ͡o̯ʷɐɾ t̪ʰɐ͡ɪ̯kɔl,amarɔ bie̯et̪e d̪aoe̯at̪ɔ ril̪o 
সবাই হারিয়ে যায় ,নোয়াখালী বেকে আরাই যায়,noɐkɐlɪ beke ɐɾɐ͡ɪ̯ ɟɐe̯,s̪ɔbai harie̯e d͡zae̯ɔ 
আমার কোনো বন্ধু নেই ,নোয়াখালী আর কোনো বন্দু নাই ,noɐkɔlɪ ɐɾ kono bond̪u nɐ͡ɪ̯ ,amarɔ kon̪o bɔn̪d̪̤u n̪ei 
এই পৃথিবীতে আমি বড্ড একা ,নোয়াখালী এই হিতিবিতে আই বড্ড একলা ,noɐkolɪ e͡ɪ̯ hɪt̪ɪbɪt̪e ɐ͡ɪ̯ bɔdd ɛklɐ ,ei pɽit̪ʰibit̪e ami bɔddɔ eka 
তুমি রান্না করতে পারো ?,নোয়াখালী তুউই রান্না কইরতাম হারো,nokolɪ t̪u͡u̯ɪ ɾɐnnɐ ko͡ɪ̯ɾot̪ɐm hɐɾo,t̪umi ran̪n̪a kɔrɔt̪e paro ?
তোমার হাতের লেখা অনেক সুন্দর ,নোয়াখালী তোয়ার হাতের লেয়া মেলা সুন্দর ,nokɔlɪ t̪oʷɐɾ hɐt̪eɾ leʲɐ mɛlɐ ʃund̪ɔɾ ,t̪omarɔ hat̪erɔ l̪ekʰa on̪ekɔ s̪un̪d̪ɔrɔ 
আমি গল্পের বই কিনবো ,নোয়াখালী আই গল্ফের বই কিনুম,noɐxɐlɪ ɐ͡ɪ̯ gɔlfeɾ bo͡ɪ̯ kɪnum,ami ɡɔl̪perɔ bi kin̪bo 
আমি আজকে ঢাকায় যাবো ,নোয়াখালী আই আইজগা ঢাকাইয় যাইয়ুম,nokhɐlɪ ɐ͡ɪ̯ ɐ͡ɪ̯ɟgɐ dʱɐkɐ͡ɪ̯e̯ ɟɐ͡ɪ̯ʲum,ami ad͡ʑke d̤akae̯ɔ d͡zabo 
ঢাকায় আমার চাকরি হয়েছে ,নোয়াখালী ঢাকায় আর চাকরি অইছে,nokohɐlɪ dʱɐkɐe̯ ɐɾ cɐkɾɪ e͡ɪ̯cʰe,d̤akae̯ɔ amarɔ t͡ɕakri he̯et͡ɕʰe 
চাকরি করতে আর ভালো লাগে না,নোয়াখালী চাকরি কইরতাম আর ভালো লাগে না ,nokolɪ cɐkɾɪ ko͡ɪ̯ɾot̪ɐm ɐɾ bʱɐlo lɐge nɐ ,t͡ɕakri kɔrɔt̪e arɔ b̤al̪o l̪aɡe n̪a
মা আমার অনেক যত্ন নেয় ,নোয়াখালী আর মা আর মেলা যত্ন করে,nokohɐlɪ ɐɾ mɐ ɐɾ mɛlɐ ɟɔt̪no koɾe,ma amarɔ on̪ekɔ d͡zɔt̪n̪ɔ n̪ee̯ɔ 
আমার মায়ের রান্না অনেক মজার,নোয়াখালী আর মার রান্না মেলা স্বাদ,nokohɐlɪ ɐɾ mɐɾ ɾɐnnɐ mɛlɐ ʃɐd̪,amarɔ mae̯erɔ ran̪n̪a on̪ekɔ mɔd͡ʑar
বিয়েতে আমার মত নাই ,নোয়াখালী বিয়াত আর মত নাই,nokʰɐlɪ bɪʲɐt̪ ɐɾ mɔt̪ nɐ͡ɪ̯,bie̯et̪e amarɔ mɔt̪ɔ n̪ai 
পাহাড়ের চূড়ায় উঠতে চাই ,নোয়াখালী ফাহাড়ের চুড়ায় উইটতাম চাই,nokʰɐlɪ pʰɐhɐɽeɾ cuɽɐe̯ u͡ɪ̯tt̪ɐm cɐ͡ɪ̯,pahaɽerɔ t͡ɕuɽae̯ɔ utʰt̪e t͡ɕai 
এক পাশে সাগর এক পাশে বালি ,নোয়াখালী এক হাস সাগর এক হাসে বালি,noɐxɐlɪ ɛk hɐʃ ʃɐgoɾ ɛk hɐʃe bɐlɪ,ekɔ paɕe s̪aɡɔrɔ ekɔ paɕe bal̪i 
তোমার ছেলে অনেক দুষ্টু ,নোয়াখালী তোয়ারে হোলা অনেক দুইষ্ট,nokʰɐlɪ t̪oʷɐɾe holɐ ɔnek d̪u͡ɪ̯ʃto,t̪omarɔ t͡ɕʰel̪e on̪ekɔ d̪uʂtu 
কালকে থেকে পড়তে বসবো ,নোয়াখালী কাইলগার তুন হইড়তে বইয়ুম,noɟɐlɪ kɐ͡ɪ̯lgɐɾ t̪un ho͡ɪ̯ɽt̪e bo͡ɪ̯ʲum,kal̪ke t̪ʰeke pɔɽɔt̪e bɔs̪ɔbo 
আমার ঘড়ীটা খুজে পাচ্ছি না ,নোয়াখালী আর গরি আন খুজি হাইয়ের না ,noɟɐlɪ ɐɾ goɾɪ ɐn kʰuɟɪ hɐ͡ɪ̯ʲeɾ nɐ ,amarɔ ̤ɡ̤ɔɽita kʰud͡ʑe pat͡ɕt͡ɕʰi n̪a 
মানুুষ অনেক স্বার্থপর হয় ,নোয়াখালী মানষ মেলা স্বার্থপর,nokohɐlɪ mɐnoʃ mɛlɐ ʃɐɾt̪ʰopɔɾ,man̪uuʂɔ on̪ekɔ s̪bart̪ʰɔpɔrɔ he̯ɔ 
কিন্তু কিছু মানুষ অনেক ভালো,নোয়াখালী কিন্তু কিছু মানষ মেলা ভালো,nokohɐlɪ kɪnt̪u kɪcʰu mɐnoʃ mɛlɐ bʱɐlo,kin̪t̪u kit͡ɕʰu man̪uʂɔ on̪ekɔ b̤al̪o
আমি তাদেরই একজন হতে চাই ,নোয়াখালী আই হেতাগোরএকজন অইতাম চাঈ,nokolɪ ɐ͡ɪ̯ het̪ɐgoɾɛkɟon ɔ͡ɪ̯t̪ɐm cɐ͡ɪ̯,ami t̪ad̪eri ekɔd͡ʑɔn̪ɔ hɔt̪e t͡ɕai 
তোমার পরিবারে কি আমায় মেনে নিবে? ,নোয়াখালী তোয়ার হরিবারে কি আরে মানি লইব,nokʰɐlɪ t̪oʷɐɾ hoɾɪbɐɾe kɪ ɐɾe mɐnɪ lɔ͡ɪ̯b,t̪omarɔ pɔribare ki amae̯ɔ men̪e n̪ibe? 
তুমি অনেক যত্নশীল ,নোয়াখালী তুউই অনেক যত্নশীল,nokolɪ t̪u͡u̯ɪ ɔnek ɟɔt̪noʃɪl,t̪umi on̪ekɔ d͡zɔt̪n̪ɔɕil̪ɔ 
তোমাদের পরীক্ষা কবে ?,নোয়াখালী তোংগোর হরীক্কা কবে,noɟɐlɪ t̪oŋgoɾ hoɾɪkkɐ kɔbe,t̪omad̪erɔ pɔrikʂa kɔbe ?
খেলার মাঠে আজকে অনেক মানুষ ,নোয়াখালী খেইলবার মাডে অইজগা মেলা মানষ,nokhɐlɪ kʰe͡ɪ̯lbɐɾ mɐde ɔ͡ɪ̯ɟgɐ mɛlɐ mɐnoʃ,kʰel̪arɔ matʰe ad͡ʑke on̪ekɔ man̪uʂɔ 
তুমি ভালো আছো?,নোয়াখালী তুউই ভালো আছোনি,nokolɪ t̪u͡u̯ɪ bʱɐlo ɐcʰonɪ,t̪umi b̤al̪o at͡ɕʰo?
আমি ভালো নেই ,নোয়াখালী আই ভালা নাই,noɟɔlɐ ɐ͡ɪ̯ vɐlɐ nɐ͡ɪ̯,ami b̤al̪o n̪ei 
তোমাকে ছাড়া আমি ভালো নেই,নোয়াখালী তোয়ারে ছাড়া আই ভালা নাই ,nokʰɐlɪ t̪oʷɐɾe cʰɐɽɐ ɐ͡ɪ̯ bʱɐlɐ nɐ͡ɪ̯ ,t̪omake t͡ɕʰaɽa ami b̤al̪o n̪ei
বিপদ বলে কয়ে আসে না,নোয়াখালী বিফদ বলি কই আইয়ে না ,nokʰɐlɪ bɪpʰɔd̪ bolɪ ko͡ɪ̯ ɐ͡ɪ̯ʲe nɐ ,bipɔd̪ɔ bɔl̪e ke̯e as̪e n̪a
ছেলেটির রাগ অনেক বেশী ,নোয়াখালী হোলাগার রাগ মেলা বেশি,nokohɐlɪ holɐgɐɾ ɾɐg mɛlɐ beʃɪ,t͡ɕʰel̪etirɔ raɡɔ on̪ekɔ beɕi 
আমি একজন খারাপ মানুষ ,নোয়াখালী আই একজন খারাপ মানষ,nokolɪ ɐ͡ɪ̯ ɛkɟon kʰɐɾɐp mɐnoʃ,ami ekɔd͡ʑɔn̪ɔ kʰarapɔ man̪uʂɔ 
তুমি কি চাও? ,নোয়াখালী তুউই কিয়া চাও,nokolɪ t̪u͡u̯ɪ kɪʲɐ cɐ͡o̯,t̪umi ki t͡ɕao? 
তুমি কি চাও আমি চলে যাই?,নোয়াখালী তুমি কিয়া চাও আই চলি যাই,nokolɪ t̪umɪ kɪʲɐ cɐ͡o̯ ɐ͡ɪ̯ colɪ ɟɐ͡ɪ̯,t̪umi ki t͡ɕao ami t͡ɕɔl̪e d͡zai?
আমি চাই তুমি সবসময় আমার সাথে থাকো,নোয়াখালী আই চাই তুউই সবসময় আর সাথে থাকো,noɟɐlɪ ɐ͡ɪ̯ cɐ͡ɪ̯ t̪u͡u̯ɪ ʃɔbʃɔmɔe̯ ɐɾ ʃɐt̪ʰe t̪ʰɐko,ami t͡ɕai t̪umi s̪ɔbɔs̪ɔme̯ɔ amarɔ s̪at̪ʰe t̪ʰako
কিন্তু এইটা কোনদিনও সম্ভব না ,নোয়াখালী কিন্তু এইটা কোনদিন ও সম্ভব অইত ন,noɐkɐlɪ kɪnt̪u e͡ɪ̯tɐ kond̪ɪn o ʃɔmvɔb ɔ͡ɪ̯t̪o n,kin̪t̪u eita kon̪d̪in̪o s̪ɔmb̤ɔbɔ n̪a 
তুমি কি বিয়েতে রাজি ?,নোয়াখালী তুউই কি বিয়াত রাজি ,nokolɪ t̪u͡u̯ɪ kɪ bɪʲɐt̪ ɾɐɟɪ ,t̪umi ki bie̯et̪e rad͡ʑi ?
পাখিটা দেখতে সুন্দর ,নোয়াখালী পাখিটা দেইকতো সুন্দর ,noɟɐlɪ pɐkʰɪtɐ d̪e͡ɪ̯kɔt̪o ʃund̪ɔɾ ,pakʰita d̪ekʰt̪e s̪un̪d̪ɔrɔ 
লাল রঙের শাড়িতে তোমায় ভালো মানাবে ,নোয়াখালী লাল রঙ্গের শাড়িত তোয়ারে ভালা মানাইবো,nokohɪ lɐl ɾɔŋgeɾ ʃɐɽɪt̪o t̪oʷɐɾe bʱɐlɐ mɐnɐ͡ɪ̯bo,l̪al̪ɔ rɔŋerɔ ɕaɽit̪e t̪omae̯ɔ b̤al̪o man̪abe 
নীল রঙ আমার অনেক পছন্দ ,নোয়াখালী নীল রং আর অনেক হছন্দ ,nokohɐlɪ nɪl ɾɔŋ ɐɾ ɔnek hɔcʰond̪o ,n̪il̪ɔ rɔŋɔ amarɔ on̪ekɔ pɔt͡ɕʰɔn̪d̪ɔ 
আমি তোমায় ভালবাসি না,নোয়াখালী আই তোয়ারে ভালোবাসি না ,nokʰɐlɪ ɐ͡ɪ̯ t̪oʷɐɾe bʱɐlobɐʃɪ nɐ ,ami t̪omae̯ɔ b̤al̪bas̪i n̪a
কেন ভালোবাসো না আমায় ? ,নোয়াখালী কিল্লাই আরে ভালোবাসো না ,noɐkɐlɪ kɪllɐ͡ɪ̯ ɐɾe bʱɐlobɐʃo nɐ ,ken̪ɔ b̤al̪obas̪o n̪a amae̯ɔ ? 
আমার মধ্যে সমস্যা আছে ,নোয়াখালী আর মইধ্যে সমস্যা আছে,nokohɐlɪ ɐɾ mo͡ɪ̯d̪d̪ʱe ʃɔmoʃʃɐ ɐcʰe,amarɔ mɔd̪̤d͡ze s̪ɔmɔs̪d͡za at͡ɕʰe 
আমার মাথা গরম থাকে ,নোয়াখালী আর মাতা গরম থায়,nokolɪ ɐɾ mɐt̪ɐ gɔɾom t̪ʰɐe̯,amarɔ mat̪ʰa ɡɔrɔmɔ t̪ʰake 
