bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
চেষ্টা,t͡ɕeʂta,চেষ্টা,ceʃtɐ
করেছি,kɔret͡ɕʰi,করছি,koɾcʰɪ
যে,d͡ze,যে,ɟe
আমার,amarɔ,মোর,moɾ
কোন,kon̪ɔ,কুচ্চু,kuccu
ভুল,b̤ul̪ɔ,ভুল,bʱul
আছে,at͡ɕʰe,আছে,ɐcʰe
কিনা,kin̪a,নাকিতা,nɐkɪt̪ɐ
সে,s̪e,হে,he
সবাই,s̪ɔbai,হখলরে,hoxolɾe
কে,ke,কয়,kɔe̯
বলে,bɔl̪e,মুই,mu͡ɪ̯
আমি,ami,তার,t̪ɐɾ
তো,t̪o,লগে,lɔge
ওর,orɔ,সংসার,ʃɔŋʃɐɾ
সাথেই,s̪at̪ʰei,খরি,xoɾɪ
এমন,emɔn̪ɔ,অলান,nɐe̯
না,n̪a,নায়,ɟe
যে,d͡ze,যে,ɐmɪ
আমি,ami,আমি,d̪ekʰt̪e
দেখতে,d̪ekʰt̪e,দেখতে,bɐd̪
যে,d͡ze,যেছা,ɟecʰɐ
কেউ,keu,খেউ,kʰe͡u̯
আমাকে,amake,আমারে,ɐmɐɾe
এক,ekɔ,এখ,ɛkʰo
দেখা,d̪ekʰa,দেখাত,d̪ɛkʰɐt̪
তে,t̪e,পছন্দ,pɔcʰond̪o
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,খরবা,kʰoɾbɐ
কোন,kon̪ɔ,কুনো,kuno
উপায়,upae̯ɔ,উফায়,upʰɐe̯
পাইনা,pain̪a,ফাইনা,pʰɐ͡ɪ̯nɐ
কি,ki,কিতা,kɪt̪ɐ
করব,kɔrɔbɔ,খরতাম,kʰɔɾt̪ɐm
শুধু,ɕud̪̤u,খালি,kʰɐlɪ
ছেলের,t͡ɕʰel̪erɔ,ফুয়াটার,pʰuʲɐtɐɾ
মুখের,mukʰerɔ,মুকর,mukoɾ
দিকে,d̪ike,বায়,bɐe̯
তাকিয়ে,t̪akie̯e,চাইয়া,cɐ͡ɪ̯ʲɐ
চুপ,t͡ɕupɔ,চুফ,cupʰ
করে,kɔre,মারি,mɐɾɪ
আছি,at͡ɕʰi,আছি,ɐcʰɪ
কিন্তু,kin̪t̪u,কিন্তু,kɪnt̪u
আমি,ami,আমি,ɐmɪ
বেঁচে,beঁt͡ɕe,বাছিয়া,bɐcʰɪʲɐ
থেকে,t̪ʰeke,থাকিয়াও,t̪ʰɐkɪʲɐ͡o̯
মরে,mɔre,মরিয়া,moɾɪʲɐ
আছি,at͡ɕʰi,আছি,ɐcʰɪ
আমি,ami,মুই,mu͡ɪ̯
আমার,amarɔ,মোর,moɾ
স্বামীর,s̪bamirɔ,জামাইর,ɟɐmɐ͡ɪ̯ɾ
ভালবাসা,b̤al̪bas̪a,ভালোবাসা,bʱɐlobɐʃɐ
চাই,t͡ɕai,চাই,cɐ͡ɪ̯
আমার,amarɔ,মোর,moɾ
পরিবারের,pɔribarerɔ,পরিবারর,poɾɪbɐɾoɾ
সবার,s̪ɔbarɔ,হখলর,hoxoloɾ
সাথে,s̪at̪ʰe,লগে,lɔge
ও,o,হে,he
কথা,kɔt̪ʰa,মাতউক,mɐt̪uk
বলুক,bɔl̪ukɔ,অখটা,ɔxtɐ
এটা,eta,চাই,cɐ͡ɪ̯
আমার,amarɔ,মোর,moɾ
বাবা,baba,আব্বা,ɐbbɐ
মা,ma,আম্মা,ɐmmɐ
অনেক,on̪ekɔ,অনেখ,ɔnekʰo
বার,barɔ,বার,bɐɾ
মাফ,maɸɔ,মাফ,mɐpʰ
চাইছে,t͡ɕait͡ɕʰe,চাইছিল,cɐ͡ɪ̯cʰɪlo
যা,d͡za,যেতা,ɟet̪ɐ
হইছে,hit͡ɕʰe,অউয়ার,ɔ͡u̯ʲɐɾ
হয়ে,he̯e,অই,ɔ͡ɪ̯
গেছে,ɡet͡ɕʰe,গেছে,gecʰe
তোমার,t̪omarɔ,তুমার,t̪umɐɾ
কথাই,kɔt̪ʰai,খতাউ,kʰɔt̪ɐ͡u̯
মানলাম,man̪l̪amɔ,মানলাম,mɐnlɐm
আমাদের,amad̪erɔ,আমরার,ɐmɾɐɾ
দোষ,d̪oʂɔ,দুষ,d̪uʃ
আমি,ami,মুই,mu͡ɪ̯
চাইলেই,t͡ɕail̪ei,চাইলেউ,cɐ͡ɪ̯le͡u̯
আমার,amarɔ,মোর,moɾ
বাবার,babarɔ,বাফর,bɐfɔɾ
বাসায়,bas̪ae̯ɔ,বাসাত,bɐʃɐt̪
চলে,t͡ɕɔl̪e,যাইতাম,zɐ͡ɪ̯t̪ɐm
যেতে,d͡zet̪e,গি,gɪ
পারি,pari,ফারি,fɐɾɪ
সমাজের,s̪ɔmad͡ʑerɔ,সমাজর,ʃɔmɐɟoɾ
মানুষ,man̪uʂɔ,মানুষ,mɐnuʃ
নানান,n̪an̪an̪ɔ,নানান,nɐnɐn
কথা,kɔt̪ʰa,মাত,mɐt̪
বলবে,bɔl̪ɔbe,মাতবা,mɐt̪bɐ
আমার,amarɔ,মোর,moɾ
বাবা,baba,আব্বা,ɐbbɐ
অসুস্থ,os̪us̪t̪ʰɔ,বেমার,bemɐɾ
হয়ে,he̯e,অই,ɔ͡ɪ̯
যাবে,d͡zabe,যাইবা,ɟɐ͡ɪ̯bɐ
সে,s̪e,হে,he
এখন,ekʰɔn̪ɔ,এখন,ɛkʰon
নিজে,n̪id͡ʑe,নিজোর,nɪɟoɾ
মুখেই,mukʰei,মুখেউ,mukʰe͡u̯
বলে,bɔl̪e,কয়,kɔe̯
তোমার,t̪omarɔ,তুমার,t̪umɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
আবার,abarɔ,আরখবার,ɐɾɔkʰbɐɾ
ও,o,হখলতা,hɔkʰlɔt̪ɐ
সব,s̪ɔbɔ,ঠিক,tʰɪk
ঠিক,tʰikɔ,করিয়ার,koɾɪʲɐɾ
অন্য,on̪d͡zɔ,আরখ,ɐɾɔx
কোথাও,kot̪ʰao,জাগাত,zɐgɐt̪
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করে,kɔre,খরিয়া,xoɾɪʲɐ
ভালো,b̤al̪o,ভালা,vɐlɐ
থাকবা,t̪ʰakba,থাখবায়,t̪ʰɐxbɐe̯
তা,t̪a,ইতা,ɪt̪ɐ
কীভাবে,kib̤abe,কিলা,kɪlɐ
হয়,he̯ɔ,অয়,ɔe̯
সে,s̪e,হে,he
বাহিরে,bahire,বারে,bɐɾe
যা,d͡za,যা,ɟɐ
ইচ্ছা,it͡ɕt͡ɕʰa,ইচ্ছা,ɪccʰɐ
করবে,kɔrɔbe,খরবো,kʰɔɾbo
বউ,bu,বউ,bɔ͡u̯
হিসাবে,his̪abe,হিসাবে,hɪʃɐbe
আমাকে,amake,মোরে,moɾe
রাখবে,rakʰbe,রাখবো,ɾɐkʰbo
এদিকে,ed̪ike,ইবায়দি,ɪbɐʲd̪ɪ
আমার,amarɔ,আমার,ɐmɐɾ
পরিবারের,pɔribarerɔ,পরিবারর,poɾɪbɐɾoɾ
সাথে,s̪at̪ʰe,লগে,lɔge
সম্পর্ক,s̪ɔmpɔrkɔ,সম্পর্ক,ʃɔmpoɾko
রাখবে,rakʰbe,রাখতো,ɾɐkʰt̪o
না,n̪a,নায়,nɐe̯
আমাকে,amake,মোরে,moɾe
অনেক,on̪ekɔ,খুব,kʰub
মারত,marɔt̪ɔ,পিটাইতো,pɪtɐ͡ɪ̯t̪o
ছেলেটার,t͡ɕʰel̪etarɔ,ফুয়াগুতার,fuʲɐgut̪ɐɾ
ভবিষ্যতের,b̤ɔbiʂd͡zɔt̪erɔ,ভবিষ্যতর,vobɪʃʃot̪ɔɾ
কথা,kɔt̪ʰa,খতা,xɔt̪ɐ
ভেবে,b̤ebe,ভাবিয়া,vɐbɪʲɐ
চুপ,t͡ɕupɔ,চুফ,cuf
করে,kɔre,মারি,mɐɾɪ
আছি,at͡ɕʰi,আছি,ɐcʰɪ
আমার,amarɔ,মোর,moɾ
বাবা,baba,আব্বা,ɐbbɐ
মাও,mao,আম্মাও,ɐmmɐ͡o̯
এটা,eta,ইকান,ɪkɐn
নিয়ে,n̪ie̯e,লইয়া,lɔ͡ɪ̯ʲɐ
অনেক,on̪ekɔ,খুব,xub
কষ্ট,kɔʂtɔ,খষ্ট,xɔʃto
পাচ্ছে,pat͡ɕt͡ɕʰe,পাইরা,pɐ͡ɪ̯ɾɐ
আমি,ami,মুই,mu͡ɪ̯
বড়,bɔɽɔ,বড়,bɔɽo
মেয়ে,mee̯e,ফুড়ি,pʰuɽɪ
আমার,amarɔ,আমার,ɐmɐɾ
ছোট,t͡ɕʰotɔ,ছুটো,cʰuto
বোন,bon̪ɔ,বইন,bo͡ɪ̯n
আছে,at͡ɕʰe,আছে,ɐcʰe
শুধু,ɕud̪̤u,খালি,kʰɐlɪ
আপনার,apn̪arɔ,আফনারা,ɐfnɐɾɐ
পরামর্শ,pɔramɔrɕɔ,যুক্তি,zukt̪ɪ
দেন,d̪en̪ɔ,দেইন,d̪e͡ɪ̯n
আমি,ami,মুই,mu͡ɪ̯
কি,ki,কিতা,kɪt̪ɐ
করব,kɔrɔbɔ,খরতাম,xɔɾt̪ɐm
দিন,d̪in̪ɔ,দিন,d̪ɪn
মানসিক,man̪s̪ikɔ,মানসিক,mɐnoʃɪk
ভাবে,b̤abe,ভাবে,bʱɐbe
অসুস্থ,os̪us̪t̪ʰɔ,বেমারি,bemɐɾɪ
হয়ে,he̯e,অই,ɔ͡ɪ̯
যাচ্ছি,d͡zat͡ɕt͡ɕʰi,যাইয়ার,ɟɐ͡ɪ̯ʲɐɾ
কোন,kon̪ɔ,কুনো,kuno
কথা,kɔt̪ʰa,মাত,mɐt̪
খারাপ,kʰarapɔ,খারাফ,xɐɾɐf
লাগলে,l̪aɡl̪e,পাইলে,pɐ͡ɪ̯le
দয়া,d̪e̯a,দয়া,d̪ɔʲɐ
করে,kɔre,খরি,xoɾɪ
মাফ,maɸɔ,মাফ,mɐf
করবেন,kɔrɔben̪,খরি,xoɾɪ
আমি,ami,মুই,mu͡ɪ̯
প্রেম,premɔ,পেরেম,peɾem
করে,kɔre,খরি,xoɾɪ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করেছি,kɔret͡ɕʰi,করছিলাম,koɾcʰɪlɐm
আমি,ami,মুই,mu͡ɪ̯
আমার,amarɔ,মোর,moɾ
স্বামীকে,s̪bamike,জামাইরে,ɟɐmɐ͡ɪ̯ɾe
অনেক,on̪ekɔ,অনেখ,ɔnekʰo
ভালোবাসি,b̤al̪obas̪i,ভালাপাই,bʱɐlɐpɐ͡ɪ̯
আমার,amarɔ,মোর,moɾ
বয়স,be̯ɔs̪ɔ,বয়স,bɔʲoʃ
উনিশ,un̪iɕɔ,উন্নিশ,unnɪʃ
বছর,bɔt͡ɕʰɔrɔ,বত্‌শর,bɔt̪t̪oɾ
একজন,ekɔd͡ʑɔn̪ɔ,এখজন,ɛkʰozɔn
মানুষ,man̪uʂɔ,মানুষ,mɐnuʃ
কি,ki,কিতা,kɪt̪ɐ
এমনি,emn̪i,এমনে,ɛmone
খারাপ,kʰarapɔ,খারাফ,xɐɾɐf
হয়,he̯ɔ,অইন,ɔ͡ɪ̯n
বলেন,bɔl̪en̪,নি,nɪ
এমন,emɔn̪ɔ,অলান,ɔlɐn
কিছু,kit͡ɕʰu,কিচ্ছু,kɪccʰu
করবো,kɔrɔbo,খরমু,kʰɔɾmu
যাতে,d͡zat̪e,যাতে,ɟɐt̪e
তার,t̪arɔ,তার,t̪ɐɾ
কাছে,kat͡ɕʰe,ধারে,d̪ʱɐɾe
আমাকে,amake,মোর,moɾ
না,n̪a,যাওয়া,ɟɐ͡o̯ʷɐ
যেতে,d͡zet̪e,না,nɐ
হয়,he̯ɔ,লাগে,lɐge
আমি,ami,মুই,mu͡ɪ̯
কার,karɔ,কার,kɐɾ
কাছে,kat͡ɕʰe,ধারে,d̪ʱɐɾe
চাইবো?,t͡ɕaibo?,চাইতাম?,cɐ͡ɪ̯t̪ɐm?
আপনি,apn̪i,আফনে,ɐcʰone
থানায়,t̪ʰan̪ae̯ɔ,থানাত,t̪ʰɐnɐt̪
গিয়ে,ɡie̯e,গিয়া,gɪʲɐ
একটা,ekta,এখটা,ekʰtɐ
মামলা,maml̪a,মামলা,mɐmlɐ
করেন,kɔren̪,খরইন,kʰɔɾɪn
পুলিশকে,pul̪iɕke,পুলিশরে,pulɪʃɾe
সবকিছু,s̪ɔbɔkit͡ɕʰu,হখলতা,hɔkʰlɔt̪ɐ
প্রথম,prɔt̪ʰɔmɔ,পয়লা,pɔʲlɐ
থেকে,t̪ʰeke,থাকি,t̪ʰɐkɪ
শেষ,ɕeʂɔ,হেষ,heʃ
পর্যন্ত,pɔrd͡zɔn̪t̪ɔ,পর্যন্ত,poɾɟont̪o
খুলে,kʰul̪e,খুলিয়া,kʰulɪʲɐ
বলেন,bɔl̪en̪ɔ,খইন,kʰo͡ɪ̯n
আপনার,apn̪arɔ,আফনার,ɐpʰnɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
যা,d͡za,যা,ɟɐ
হয়েছে,he̯et͡ɕʰe,অইছে,e͡
পুলিশকে,pul̪iɕke,পুলিশরে,pulɪʃɾe
এটাও,etao,অটাও,ɔtɐ͡o̯
বলেন,bɔl̪en̪ɔ,খইন,xo͡ɪ̯n
যে,d͡ze,যে,ze
আমি,ami,মুই,mu͡ɪ̯
যদি,d͡zɔd̪i,যদি,zod̪ɪ
আমার,amarɔ,মোর,moɾ
সমস্যার,s̪ɔmɔs̪d͡zarɔ,সমস্যার,ʃɔmoʃʃɐɾ
কোন,kon̪ɔ,কুনো,kuno
সমাধান,s̪ɔmad̪̤an̪ɔ,সমাধান,ʃɔmɐd̪ʱɐn
পাইনি,pain̪i,পাই,pɐ͡ɪ̯
আমি,ami,মুই,mu͡ɪ̯
কিন্তু,kin̪t̪u,কিন্তু,kɪnt̪u
আত্মহত্যা,at̪mɔhɔt̪d͡za,আত্মহত্যা,ɐt̪t̪ohɔt̪t̪ɐ
করতে,kɔrɔt̪e,খরতে,xoɾt̪e
বাধ্য,bad̪̤d͡zɔ,বাধ্য,bɐd̪d̪ʱo
হব,hɔbɔ,অইমু,ɔ͡ɪ̯mu
এতে,et̪e,তউ,t̪ɔ͡u̯
পুলিশের,pul̪iɕerɔ,পুলিশর,pulɪʃɔɾ
উপর,upɔrɔ,উফরে,upʰɔɾe
চাপ,t͡ɕapɔ,চাপ,cɐp
আসবে,as̪be,আইবো,ɐ͡ɪ̯bo
আপনার,apn̪arɔ,আফনার,ɐpʰnɐɾ
মা,ma,আম্মা,ɐmmɐ
এবং,ebɔŋ,আর,ɐɾ
স্বামী,s̪bami,জামাই,ɟɐmɐ͡ɪ̯
দুজনেই,d̪ud͡ʑn̪ei,দুইজনেউ,d̪u͡ɪ̯ɟɔne͡u̯
সতর্ক,s̪ɔt̪ɔrkɔ,সতর্ক,ʃɔt̪ɔɾko
হবে,hɔbe,অইবা,ɔ͡ɪ̯bɐ
প্রতি,prɔt̪i,প্রতি,pɾot̪ɪ
আপনি,apn̪i,আফনে,ɐcʰone
যদি,d͡zɔd̪i,যদি,ɟod̪ɪ
পুলিশকে,pul̪iɕke,পুলিশরে,pulɪʃɾe
সবটা,s̪ɔbɔta,হখলতা,hɔkʰlɔt̪ɐ
খুলে,kʰul̪e,খুলিয়া,kʰulɪʲɐ
বলেন,bɔl̪en̪ɔ,খইন,kʰo͡ɪ̯n
তাহলেই,t̪ahɔl̪ei,তে,t̪e
দেখবেন,d̪ekʰben̪ɔ,দেখবা,d̪ekʰbɐ
সমস্যার,s̪ɔmɔs̪d͡zarɔ,সমস্যার,ʃɔmoʃʃɐɾ
সমাধান,s̪ɔmad̪̤an̪ɔ,সমাধান,ʃɔmɐd̪ʱɐn
হয়ে,he̯e,অই,ɔ͡
আপনি,apn̪i,আফনে,ɐcʰone
একটা,ekta,এখটা,ɛkʰtɐ
সাহায্য,s̪ahad͡zd͡zɔ,সাহায্য,ʃɐhɐɟɟo
পাচ্ছেন,pat͡ɕt͡ɕʰen̪ɔ,পাইড়া,pɐ͡ɪ̯ɽɐ
পুলিশের,pul̪iɕerɔ,পুলিশর,pulɪʃɔɾ
কাছ,kat͡ɕʰɔ,ধার,d̪ʱɐɾ
থেকে,t̪ʰeke,থাকি,t̪ʰɐkɪ
আমি,ami,মুই,mu͡ɪ̯
বলব,bɔl̪ɔbɔ,খইমু,xo͡ɪ̯mu
আপনি,apn̪i,আফনে,ɐcʰone
বিবাহবিচ্ছেদ,bibahɔbit͡ɕt͡ɕʰed̪ɔ,তালাকর,t̪ɐlɐkɔɾ
পথ,pɔt̪ʰɔ,পথ,pɔt̪ʰ
বেছে,bet͡ɕʰe,বাছিয়া,bɐcʰɪʲɐ
নেন,n̪en̪,লইন,lɔ͡ɪ̯n
নিজের,n̪id͡ʑerɔ,নিজর,nɪzɔɾ
মতন,mɔt̪ɔn̪ɔ,মতো,mɔt̪o
করে,kɔre,খরি,xoɾɪ
বাঁচুন,bɔ̃t͡ɕun̪,বাচইন,bɐco͡ɪ̯n
দুই,d̪ui,দুইবেলা,d̪u͡ɪ̯belɐ
বেলা,bel̪a,ডাইল,dɐ͡ɪ̯l
ডাল,dal̪ɔ,ভাত,bʱɐt̪
ভাত,b̤at̪ɔ,খাইয়া,kʰɐ͡ɪ̯ʲɐ
খেয়ে,kʰee̯e,নিজর,nɪɟɔɾ
নিজের,n̪id͡ʑerɔ,মত,mɔt̪
মত,mɔt̪ɔ,এখলা,ekʰlɐ
একা,eka,থাকা,t̪ʰɐkɐ
থাকা,t̪ʰaka,অনেখ,ɔnekʰo
অনেক,on̪ekɔ,ভালা,bʱɐlɐ
যাই,d͡zai,যাই,ɟɐ͡ɪ̯
হোক,hokɔ,অউক,ɔ͡u̯k
মায়ের,mae̯erɔ,মার,mɐɾ
কাছে,kat͡ɕʰe,থাকি,t̪ʰɐkɪ
অনেক,on̪ekɔ,বাক্কা,bɐkkɐ
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
পাওয়ার,paoe̯arɔ,পাওয়ার,pɐ͡o̯ʷɐɾ
থাকলেও,t̪ʰakl̪eo,থাখলেও,t̪ʰɐkʰle͡o̯
আপনি,apn̪i,আফনে,ɐcʰone
তেমন,t̪emɔn̪ɔ,তেমন,t̪ɛmon
কিছু,kit͡ɕʰu,কিচ্ছু,kɪccʰu
পান,pan̪ɔ,পাইছইন,pɐ͡
অন্যদিকে,on̪d͡zɔd̪ike,আরোখবায়,ɐɾokʰbɐe̯
আপনার,apn̪arɔ,আফনার,ɐpʰnɐɾ
স্বামীও,s̪bamio,জামাইও,ɟɐmɐ͡ɪ̯o
লোক,l̪okɔ,মানুষ,mɐnuʃ
হিসেবে,his̪ebe,হিসাবে,hɪʃɐbe
ভাল,b̤al̪ɔ,ভালা,bʱɐlɐ
না,n̪a,নায়,nɐe̯
আপনার,apn̪arɔ,আফনায়,ɐpʰnɐe̯
দুই,d̪ui,দুইবায়,d̪u͡ɪ̯bɐe̯
দিকেই,d̪ikei,অউ,ɔ͡u̯
জ্বালা,d͡ʑbal̪a,জ্বালা,ɟɐlɐ
হইছে,hit͡ɕʰe,অইছে,e͡ɪ̯cʰe
কিছু,kit͡ɕʰu,কিছুু,kɪcʰuu
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
বিষয়ের,biʂe̯erɔ,বিষয়র,bɪʃɔʲoɾ
কোন,kon̪ɔ,কুনো,kuno
সমাধান,s̪ɔmad̪̤an̪ɔ,সমাধান,ʃɔmɐd̪ʱɐn
থাকে,t̪ʰake,থাকে,t̪ʰɐke
না,n̪a,না,nɐ
অবশ্যই,obɔɕd͡zi,অবশ্যই,ɔboʃʃo͡ɪ̯
আপনি,apn̪i,আফনে,ɐcʰone
নিয়মিত,n̪ie̯mit̪ɔ,নিয়মিত,nɪʲomɪt̪o
নামাজ,n̪amad͡ʑɔ,নামাজ,nɐmɐz
পড়ে,pɔɽe,পড়িয়া,poɽɪʲɐ
আল্লাহর,al̪l̪ahɔrɔ,আল্লার,ɐllɐɾ
কাছে,kat͡ɕʰe,টাইন,tɐ͡ɪ̯n
শান্তি,ɕan̪t̪i,শান্তি,ʃɐnt̪ɪ
প্রার্থনা,prart̪ʰɔn̪a,প্রার্থনা,pɾɐɾt̪ʰonɐ
করতে,kɔrɔt̪e,খরতা,xɔɾot̪ɐ
পারেন,paren̪,পারইন,p
নিজেকে,n̪id͡ʑeke,নিজোরে,nɪzoɾe
যোগ্য,d͡zoɡɔd͡zɔ,যোগ্য,zoggo
করে,kɔre,খরি,xoɾɪ
গড়ে,ɡɔɽe,তুলতা,t̪ult̪ɐ
তুলতে,t̪ul̪t̪e,পারইন,pɐɾɪn
নিজেই,n̪id͡ʑei,নিজেউ,nɪze͡u̯
নিজের,n̪id͡ʑerɔ,নিজর,nɪzɔɾ
জীবন,d͡ʑibɔn̪ɔ,জীবন,zɪbɔn
পরিচালনা,pɔrit͡ɕal̪n̪a,পরিচালনা,poɾɪcɐlonɐ
করতে,kɔrɔt̪e,খরতা,xɔɾot̪ɐ
পারেন,paren̪,পারইন,pɐɾɪn
আপনার,apn̪arɔ,আফনার,ɐpʰnɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাগি,lɐgɪ
শুভকামনা,ɕub̤kamɔn̪a,শুভ,ʃubʱ
রইল,ril̪,কামনা,kɐmonɐ
আপনি,apn̪i,আফনে,ɐcʰone
নিজে,n̪id͡ʑe,নিজে,nɪze
কিছু,kit͡ɕʰu,কিচ্ছু,kɪccʰu
করার,kɔrarɔ,করার,kɔɾɐɾ
চেষ্টা,t͡ɕeʂta,চেষ্টা,ceʃtɐ
করেন,kɔren̪ɔ,খরইন,xɔɾɪn
যেন,d͡zen̪ɔ,যাতে,zɐt̪e
পরিবারের,pɔribarerɔ,পরিবারর,poɾɪbɐɾoɾ
সাহায্য,s̪ahad͡zd͡zɔ,হায়,hɐe̯
হয়,he̯ɔ,অয়,ɔe̯
সবাই,s̪ɔbai,হখলে,hokʰole
একসাথে,eks̪at̪ʰe,এখলগে,ekʰlgk
খারাপ,kʰarapɔ,বাদ,bɐd̪
হয়,he̯ɔ,অইন,ɔ͡ɪ̯n
না,n̪a,না,nɐ
ওরা,ora,তারা,t̪ɐɾɐ
আপনাকে,apn̪ake,আফনারে,ɐfnɐɾe
কিভাবে,kib̤abe,কিলা,kɪlɐ
"চায়,","t͡ɕae̯ɔ,",চাইন,cɐ͡ɪ̯n
ওদের,od̪erɔ,তারার,t̪ɐɾɐɾ
মতো,mɔt̪o,লাখান,lɐxɐn
হবার,hɔbarɔ,অওয়ার,ɔ͡o̯ʷɐɾ
চেষ্টা,t͡ɕeʂta,চেষ্টা,ceʃtɐ
করুন,kɔrun̪,খরইন,xɔɾɪn
আশা,aɕa,আশা,ɐʃɐ
করছি,kɔrɔt͡ɕʰi,কররাম,koɾɾɐm
সব,s̪ɔbɔ,হখলতা,hɔkʰlɔt̪ɐ
কিছু,kit͡ɕʰu,সমাধান,ʃɔmɐd̪ʱɐn
সমাধান,s̪ɔmad̪̤an̪ɔ,অইবো,ɔ͡ɪ̯bo
আমার,amarɔ,মোর,moɾ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
হয়েছে,he̯et͡ɕʰe,অইছে,e͡ɪ̯cʰe
৯,৯,৯,ɟo
বছর,bɔt͡ɕʰɔrɔ,বত্‌শর,bot̪t̪ɔɾ
প্রেম,premɔ,পেরেম,peɾem
করে,kɔre,খরি,kʰoɾɪ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
কিন্তু,kin̪t̪u,কিন্তু,kɪnt̪u
পারিবারিক,paribarikɔ,পারিবারিক,pɐɾɪbɐɾɪk
ভাবেই,b̤abei,ভাবেউ,bʱɐbe͡u̯
হয়েছে,he̯et͡ɕʰe,অইছিল,e͡ɪ̯cʰɪlo
প্রথম,prɔt̪ʰɔmɔ,পয়লা,pɔʲlɐ
থেকেই,t̪ʰekei,থাকি,t̪ʰɐkɪ
আমার,amarɔ,অউ,ɔ͡u̯
শাশুড়ি,ɕaɕuɽi,মোর,moɾ
আমাকে,amake,হড়ি,hoɽɪ
অনেক,on̪ekɔ,মোরে,moɾe
ভালবাসে,b̤al̪bas̪e,খুব,kʰub
ওনারা,on̪ara,তারা,moɾ
আমার,amarɔ,মোর,ɟɐmɐ͡ɪ̯ɾe
স্বামীকে,s̪bamike,জামাইরে,oʃɪkkʰɪt̪o
অশিক্ষিত,oɕikʂit̪ɔ,অশিক্ষিত,pʰuɽɪɾ
মেয়ের,mee̯erɔ,ফুড়ির,lɔge
সাথে,s̪at̪ʰe,লগে,bɪʲɐ
বিয়ে,bie̯e,বিয়া,d̪ɪt̪ɐ
দিতে,d̪it̪e,দিতা,cɐ͡ɪ̯cʰɔlɐ
তাদের,t̪ad̪erɔ,তারার,t̪ɐɾɐɾ
ঘরের,̤ɡ̤ɔrerɔ,ঘরর,gʱɔɾoɾ
কাজের,kad͡ʑerɔ,কামর,kɐmoɾ
মানুষ,man̪uʂɔ,মানুষ,mɐnuʃ
হিসেবে,his̪ebe,হিসাবে,hɪʃɐbe
রাখতে,rakʰt̪e,রাখতা,ɾɐkʰt̪ɐ
চেয়েছিল,t͡ɕee̯et͡ɕʰil̪,চাইছলা,cɐ͡ɪ̯cʰɔlɐ
আমার,amarɔ,মোর,moɾ
স্বামী,s̪bami,জামাই,ɟɐmɐ͡ɪ̯
নিজ,n̪id͡ʑɔ,নিজর,nɪɟɔɾ
পছন্দে,pɔt͡ɕʰɔn̪d̪e,পছন্দে,pɔcʰond̪e
আমাকে,amake,মোরে,moɾe
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করেছে,kɔret͡ɕʰe,করছিলা,koɾcʰɪlɐ
গত,ɡɔt̪ɔ,গত,gɔt̪o
৯,৯,৯,ɟo
বছরে,bɔt͡ɕʰɔre,বছ্‌রে,bocʰɾe
একটানা,ektan̪a,এখটানা,ekʰtɐnɐ
দিনের,d̪in̪erɔ,দিনর,d̪ɪnɾ
জন্যও,d͡ʑɔn̪d͡zo,লাগিও,lɐgɪ͡o̯
তারা,t̪ara,তারা,t̪ɐɾɐ
আমার,amarɔ,মোর,moɾ
সাথে,s̪at̪ʰe,লগে,lɔge
কথা,kɔt̪ʰa,মাতছইন,mɐt̪cʰo͡ɪ̯n
বলেনি,bɔl̪en̪i,না,nɐ
কোনো,kon̪o,কুনো,kuno
আত্মীয়,at̪mie̯ɔ,কুটুম,kutum
আমার,amarɔ,মোর,moɾ
বাসায়,bas̪ae̯ɔ,বাসাত,bɐʃɐt̪
এলে,el̪e,আইলেও,ɐ͡ɪ̯le͡o̯
তাদের,t̪ad̪erɔ,তারার,t̪ɐɾɐɾ
সাথেও,s̪at̪ʰeo,লগে,lɔge
সম্পর্ক,s̪ɔmpɔrkɔ,খাতির,xɐt̪ɪɾ
নষ্ট,n̪ɔʂtɔ,নষ্ট,nɔʃto
করতো,kɔrɔt̪o,খরতা,xɔɾot̪ɐ
আমরা,amra,আমরা,ɐmɾɐ
পারিবারিক,paribarikɔ,পারিবারিক,pɐɾɪbɐɾɪk
কারনে,karn̪e,কারনে,kɐɾone
১,১,১,d̪ʱo
বছরের,bɔt͡ɕʰɔrerɔ,বত্‌শরর,bot̪ʃɔɾoɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাগি,lɐgɪ
এখন,ekʰɔn̪ɔ,এখন,ɛkʰon
নিজ,n̪id͡ʑɔ,নিজর,nɪɟɔɾ
বাড়ি,baɽi,বাড়ি,bɐɽɪ
থেকে,t̪ʰeke,থাকি,t̪ʰɐkɪ
