bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
ছেলে,t͡ɕʰel̪e,ফুয়া,pʰuʲɐ
আছে,at͡ɕʰe,আসে,ɐʃe
বিয়ের,bie̯erɔ,বিয়াার,bɪʲɐɾ
আগে,aɡe,আগত,ɐgɔt̪o
খালামুনিই,kʰal̪amun̪ii,হালামুনি,hɐlɐmunɪ
আমাকে,amake,আরে,ɐɾe
বড়,bɔɽɔ,ডর,dɔɾ
করছে,kɔrɔt͡ɕʰe,হইজ্জে,ho͡ɪ̯zze
আম্মু,ammu,আম্মুর,ɐmmuɾ
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
হলেই,hɔl̪ei,অইলে,ɛ͡ɪ̯le
আমাকে,amake,আরে,ɐɾe
মার,marɔ,মারে,mɐɾe
আমার,amarɔ,আর,ɐɾ
আব্বু,abbu,আব্বার,ɐbbɐɾ
যে,d͡ze,এরিম্মা,eɾɪmmɐ
এত,et̪ɔ,হারাপ,hɐɾɐp
খারাপ,kʰarapɔ,দে,d̪e
কখনো,kɔkʰɔn̪o,ফুলের,fuleɾ
ফুলের,ɸul̪erɔ,টোকাও,tokɐ͡o̯
টোকাও,tokao,নো,no
দেয়,d̪ee̯ɔ,দে,d̪e
আমি,ami,আই,ɐ͡ɪ̯
একজন,ekɔd͡ʑɔn̪ɔ,একজ্ঞো,ɛkggo
ছেলে,t͡ɕʰel̪e,ফা্যা,fɐlɐ
বর্তমানে,bɔrt̪ɔman̪e,এহন,ehon
বাংলাদেশ,baŋl̪ad̪eɕɔ,বাংলাদেশ,bɐŋlɐd̪eʃ
নেভীতে,n̪eb̤it̪e,নেভীতে,nevɪt̪e
কর্মরত,kɔrmɔrɔt̪ɔ,হাম,hɐm
আছি,at͡ɕʰi,গরি,goɾɪ
আমি,ami,আই,ɐ͡ɪ̯
৪,৪,৪,p
মাস,mas̪ɔ,মাস,mɐʃ
আগে,aɡe,আগোত,ɐgot̪
পরিবারের,pɔribarerɔ,ফরিবারেরে,pʰoɾɪbɐɾeɾe
পছন্দে,pɔt͡ɕʰɔn̪d̪e,ফছন্দত,pʰɔcʰond̪ot̪o
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করেছি,kɔret͡ɕʰi,হইজ্জি,ho͡ɪ̯ɟɟɪ
আমি,ami,আই,ɐ͡ɪ̯
সকাল,s̪ɔkal̪ɔ,বেইন্না,be͡ɪ̯nnɐ
৮,৮,৮,mɔ
টাই,tai,টাত,tɐt̪
ডিউটিতে,diutit̪e,ডিউটি'ত,dɪ͡u̯tɪ't̪o
চলে,t͡ɕɔl̪e,চলি,colɪ
যাই,d͡zai,যাইগোই,ɟɐ͡ɪ̯go͡ɪ̯
আমার,amarɔ,আর,ɐɾ
স্ত্রী,s̪t̪ri,বউ,bɔ͡u̯
একদিনও,ekd̪in̪o,একদিনোও,ɛkd̪ɪno͡o̯
সময়মতো,s̪ɔme̯ɔmɔt̪o,সময়মতো,ʃɔmɔʲmɔt̪o
টেবিলে,tebil̪e,টেবিলোত,tebɪlot̪o
খাবার,kʰabarɔ,হাবার,hɐbɐɾ
দিতে,d̪it̪e,দিতি,d̪ɪt̪ɪ
পারে,pare,নো,no
না,n̪a,ফারে,fɐɾe
অনেক,on̪ekɔ,বউত,bɔ͡u̯t̪o
সময়,s̪ɔme̯ɔ,টাইম,tɐ͡ɪ̯m
বাইরে,baire,বাইরে,bɐ
সে,s̪e,ইতে,ɪt̪e
এতো,et̪o,এত,ɛt̪o
সকালে,s̪ɔkal̪e,ফজরোর,fɔzoɾoɾ
নাকি,n̪aki,উডির,udɪɾ
উঠতে,utʰt̪e,নো,no
পারে,pare,ফারে,fɐɾe
সে,s̪e,ইতে,ɪt̪e
তার,t̪arɔ,ইতার,ɪt̪ɐɾ
বাপের,baperɔ,বাফোর,bɐfoɾ
বাড়িতে,baɽit̪e,বাড়ীত,bɐɽɪt̪o
থাকতে,t̪ʰakt̪e,থাকিতো,t̪ʰɐkɪt̪o
নাকি,n̪aki,নাকি,nɐkɪ
১০,১০,১০,d̪ʱɔe̯
টার,tarɔ,টার,tɐɾ
আগে,aɡe,আগোত,ɐgot̪
ঘুম,̤ɡ̤umɔ,ঘুমের,gʱumeɾ
থেকে,t̪ʰeke,তুন,t̪un
উঠতো,utʰt̪o,নো,no
নাহ,n̪ahɔ,উঠিত,utʰɪt̪o
সে,s̪e,ইতে,ɪt̪e
প্রচন্ড,prɔt͡ɕɔn̪dɔ,বেশী,beʃɪ
অলস,ol̪ɔs̪ɔ,অলস,ɔloʃ
একটা,ekta,এইজ্ঞ,e͡ɪ̯ggo
কাজ,kad͡ʑɔ,হাজো,hɐzo
সময়মতো,s̪ɔme̯ɔmɔt̪o,সময়,ʃɔmɔe̯
করতে,kɔrɔt̪e,মতো,mɔt̪o
পারে,pare,নো,no
না,n̪a,গরে,goɾe
সারাদিন,s̪arad̪in̪ɔ,আরাদিন,ɐɾɐd̪ɪn
বাসায়,bas̪ae̯ɔ,বাসাত,bɐʃɐt̪
বসে,bɔs̪e,বইয়েরে,bo͡ɪ̯ʲeɾe
"ফেইসবুক,","ɸeis̪bukɔ,",ফেইসবুক,fe͡ɪ̯sbuk
টিকটকে,tikɔtɔke,টিকটকত,tɪktkɔt̪o
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯
কাটে,kate,হাঠে,hɐtʰe
তার,t̪ar,ইতার,ɪt̪ɐɾ
আমাদের,amad̪erɔ,আরোর,ɐɾoɾ
মধ্যে,mɔd̪̤d͡ze,ফ্রায়সময়,pʰɾɐʲʃɔmɔe̯
প্রায়সময়,prae̯ɔs̪ɔme̯ɔ,কইজ্জা,ko͡ɪ̯ɟɟɐ
ঝগড়া,d͡ʑ̤ɔɡɔɽa,অয়,ɔe̯
আমি,ami,আই,ɐ͡ɪ̯
খুব,kʰubɔ,বেশি,beʃɪ
সমস্যায়,s̪ɔmɔs̪d͡zae̯ɔ,সমস্যাত,ʃɔmoʃʃɐt̪o
আছি,at͡ɕʰi,আছি,ɐcʰɪ
দিন,d̪in̪ɔ,দিন,d̪ɪn
হতাশার,hɔt̪aɕarɔ,হতাশার,hot̪ɐʃɐɾ
মধ্যে,mɔd̪̤d͡ze,মইদ্দে,mo͡ɪ̯d̪d̪e
ডুবে,dube,ডুবি,dubɪ
যাচ্ছি,d͡zat͡ɕt͡ɕʰi,যাইর,zɐ͡ɪ̯ɾ
এর,erɔ,গই,go͡ɪ̯
মুক্তি,mukt̪i,মুক্তি,mukt̪ɪ
পাবো,pabo,হত্তে,hɔt̪t̪e
কিভাবে?,kib̤abe?,ফাইয়ুম,fɐ͡ɪ̯ʲum
আমি,ami,আই,ɐ͡ɪ̯
সত্যিই,s̪ɔt̪d͡zii,সত্যি,ʃot̪t̪ɪ
খুব,kʰubɔ,খুব,xub
অসহায়,os̪ɔhae̯ɔ,অসহায়,ɔʃɔhɐe̯
বোধ,bod̪̤ɔ,বোদ,bod̪
করতেছি,kɔrɔt̪et͡ɕʰi,গরির,goɾɪɾ
পোস্ট,pos̪tɔ,ফোস্ট,fost
ভালো,b̤al̪o,গম,gɔm
না,n̪a,না,nɐ
লাগলে,l̪aɡl̪e,লাগিলে,lɐgɪle
এড়িয়ে,eɽie̯e,চলি,colɪ
যান,d͡zan̪,যো,zo
একটা,ekta,এইজ্ঞো,e͡ɪ̯ggo
মেয়ে,mee̯e,মাইয়ার,mɐ͡ɪ̯ʲɐɾ
ছয়টা,t͡ɕʰe̯ɔta,ছোগান,cʰogɐn
ছেলের,t͡ɕʰel̪erɔ,ফুয়ার,pʰuʲɐɾ
সাথে,s̪at̪ʰe,লয়,lɔe̯
প্রেম,premɔ,প্রেম,pɾem
করছে,kɔrɔt͡ɕʰe,গরের,gɔɾeɾ
ভিডিও,b̤idio,ভিডিও,bɐnɐ͡ɪ̯bɐɾ
বানানোর,ban̪an̪orɔ,বানাইবার,kɪ
কী,ki,কি,d̪ɔɾkɐɾ
দরকার,d̪ɔrɔkarɔ,দরকার,ɐcʰɪlo?
আমার,amarɔ,আর,ɐɾ
তো,t̪o,তো,t̪o
মনে,mɔn̪e,মনে,mone
হয়,he̯ɔ,হদ্দে,hod̪d̪e
মেয়েদের,mee̯ed̪erɔ,বেডি,bedɪ
একাধিক,ekad̪̤ikɔ,ওক্কলের,okkoleɾ
ডেট,detɔ,বউত,bɔ͡u̯t̪o
করা,kɔra,ডেট,det
উচিত,ut͡ɕit̪,গরা,gɔɾɐ
এমন,emɔn̪ɔ,এরিম্মা্মা,eɾɪmmɐmɐ
করতেসে,kɔrɔt̪es̪e,কিল্লাইয়,kɪllɐ͡ɪ̯e̯
কেন,ken̪ɔ,গরের,gɔɾeɾ
বসে,bɔs̪e,দ্দে,d̪d̪e
বসে?,bɔs̪e?,বইয়েরে,bo͡ɪ̯ʲeɾe
তিনি,t̪in̪i,ইতে,ɪt̪e
হিসেব,his̪ebɔ,হিসাব,hɪʃɐb
মেলাতে,mel̪at̪e,মিল্লাইতো,mɪllɐ͡ɪ̯t̪o
পারছেন,part͡ɕʰen̪ɔ,নো,no
না,n̪a,ফারের,fɐɾeɾ
এ,e,ইবা,ɪbɐ
কী,ki,কেরিম্মা,keɾɪmmɐ
করে,kɔre,গরি,goɾɪ
সম্ভব,s̪ɔmb̤ɔbɔ,সম্ভব,ʃɔmvɔb
তুমি,t̪umi,তুই,t̪u͡ɪ̯
ঘুম,̤ɡ̤umɔ,ঘুমোত,gʱumot̪
থেকে,t̪ʰeke,তুন,t̪un
উঠে,utʰe,উঠিয়ের,utʰɪʲeɾ
আমাকে,amake,কল,kɔl
কল,kɔl̪ɔ,দিতোক,d̪ɪt̪ok
তুমি,t̪umi,তুই,t̪u͡ɪ̯
এত,et̪ɔ,সুদানির,ʃud̪ɐnɪɾ
ঘুমায়,̤ɡ̤umae̯ɔ,ফুয়া,fuʲɐ
কেন,ken̪ɔ,এত,ɛt̪o
?,?,ঘুমোদ্দে,gʱumod̪d̪e
তোমার,t̪omarɔ,তুয়ার,t̪uʲɐɾ
এত,et̪ɔ,এতো,et̪o
ঘুম,̤ɡ̤umɔ,ঘুম,gʱum
আসে,as̪e,কিল্লায়,kɪllɐe̯
কেন,ken̪ɔ,আয়েদ্দে,ɐʲed̪d̪e
তোমার,t̪omarɔ,তুয়ার,t̪uʲɐɾ
সাথে,s̪at̪ʰe,লয়,lɔe̯
আমার,amarɔ,আর,ɐɾ
জরুরি,d͡ʑɔruri,জরুরি,ɟoɾuɾɪ
কথা,kɔt̪ʰa,হতা,hɔt̪ɐ
আছে,at͡ɕʰe,আছে,ɐcʰe
একটা,ekta,এইজ্ঞ,e͡ɪ̯ggo
স্বাভাবিক,s̪bab̤abikɔ,স্বাভাবিক,ʃɐbʱɐbɪk
মানুষ,man̪uʂɔ,মানুষ,mɐnuʃ
এত,et̪ɔ,এত,ɛt̪o
ঘুমায়,̤ɡ̤umae̯ɔ,হেনে,hene
না,n̪a,গুমায়,gumɐe̯
আমার,amarɔ,আর,ɐɾ
সকালে,s̪ɔkal̪e,সকালোত,ʃɔkɐlot̪o
উঠেই,utʰei,উঠিয়েরে,utʰɪʲeɾe
চা,t͡ɕa,চা,cɐ
খাওয়ার,kʰaoe̯arɔ,খাইবার,xɐ͡ɪ̯bɐɾ
অভ্যাস,ob̤d͡zas̪,অব্যাস,ɔbnɐʃ
আমার,amarɔ,আর,ɐɾ
সন্ধায়,s̪ɔn̪d̪̤ae̯ɔ,সন্ধায়,ʃond̪ʱɐe̯
কফি,kɔɸi,কফি,kopʰɪ
খাওয়ার,kʰaoe̯arɔ,খাইবার,kʰɐ͡ɪ̯bɐɾ
অভ্যাস,ob̤d͡zas̪ɔ,অব্যাস,ɔbnɐʃ
আছে,at͡ɕʰe,আছে,ɐcʰe
তুমি,t̪umi,তুই,t̪u͡ɪ̯
দুপুরে,d̪upure,দুইজ্জা,d̪u͡ɪ̯ɟɟɐ
কি,ki,ভাত,bʱɐt̪
দিয়ে,d̪ie̯e,হাইয়ো,hɐ͡ɪ̯ʲo
ভাত,b̤at̪ɔ,নে?,ne?
তুমি,t̪umi,তুই,t̪u͡ɪ̯
কি,ki,কি,kɪ
রাতের,rat̪erɔ,রাতিয়াত,ɾɐt̪ɪʲɐt̪
বেলা,bel̪a,বাইর,bɐ͡ɪ̯ɾ
বাহিরে,bahire,হইবা,ho͡ɪ̯bɐ
বের,berɔ,নে,ne?
আপনার,apn̪arɔ,ওনোর,onoɾ
সব,s̪ɔbɔ,বেজ্ঞুনের,begguneɾ
থেকে,t̪ʰeke,হাছে,hɐcʰe
কাছে,kat͡ɕʰe,মানুষ,mɐnuʃ
মানুষটি,man̪uʂti,হোন্না?,honnɐ?
আপনার,apn̪arɔ,ওনোর,onoɾ
সাথে,s̪at̪ʰe,লয়,lɔe̯
কথা,kɔt̪ʰa,হথা,hɔt̪ʰɐ
বলতে,bɔl̪ɔt̪e,খইতো,xɪt̪o
অনেক,on̪ekɔ,বেশি,beʃɪ
ভালো,b̤al̪o,গম,gɔm
লাগে,l̪aɡe,লাগে,lɐge
আমার,amarɔ,য়ার,ʲɐɾ
অনেক,on̪ekɔ,বেশি,beʃɪ
খারাপ,kʰarapɔ,হারাপ,hɐɾɐp
লাগছে,l̪aɡt͡ɕʰe,লাগের,lɐgeɾ
আমার,amarɔ,আর,ɐɾ
মনে,mɔn̪e,মনে,mone
হয়,he̯ɔ,হদ্দে,hod̪d̪e
যে,d͡ze,আর,ɐɾ
আমি,ami,কিছু,kɪcʰu
কিছুই,kit͡ɕʰui,মনোত,mɔnot̪o
মনে,mɔn̪e,নাই,nɐ͡ɪ̯
আমার,amarɔ,আর,ɐɾ
ছোটো,t͡ɕʰoto,ছুড,cʰud
বোন,bon̪ɔ,বইনোর,bɔ͡ɪ̯noɾ
নানার,n̪an̪arɔ,নানার,nɐnɐɾ
বাড়ীতে,baɽit̪e,বাড়িত,bɐɽɪt̪o
ঘুরতে,̤ɡ̤urt̪e,গুইত্তে,gu͡ɪ̯t̪t̪e
গিয়েছে,ɡie̯et͡ɕʰe,গিয়ে,gɪʲe
সে,s̪e,ইতে,ɪt̪e
পরের,pɔrerɔ,ফরের,fɔɾeɾ
মাসে,mas̪e,মাসোত,mɐʃot̪
বিদেশ,bid̪eɕɔ,বিদেশ,bɪd̪eʃ
চলে,t͡ɕɔl̪e,যাইবো,zɐ͡ɪ̯bo
যাবে,d͡zabe,গয়,gɔe̯
মেয়েটি,mee̯eti,বেডি,bedɪ
খুবই,kʰubi,ইবা,ɪbɐ
বেয়াদপ,bee̯ad̪ɔpɔ,বেশি,beʃɪ
মেয়েটি,mee̯eti,মাইয়া,mɐ͡ɪ̯ʲɐ
সারাক্ষন,s̪arakʂɔn̪ɔ,ইবা,ɪbɐ
মিথ্যে,mit̪ʰd͡ze,সারাক্ষন,ʃɐɾɐkxɔn
কথা,kɔt̪ʰa,মিথ্যা,mɪt̪t̪ʰɐ
বলে,bɔl̪e,হতা,hɔt̪ɐ
ছেলেটি,t͡ɕʰel̪eti,ফুয়া,fuʲɐ
রাস্তা,ras̪t̪a,ইবা,ɪbɐ
দিয়ে,d̪ie̯e,রাস্তা,ɾɐst̪ɐ
হেঁটে,heঁte,দিয়েরে,d̪ɪʲeɾe
যাচ্ছে,d͡zat͡ɕt͡ɕʰe,হাঠি,hɐtʰɪ
একটি,ekti,এইজ্ঞো,e͡ɪ̯ggo
বিড়াল,biɽal̪ɔ,বিড়াল,bɪɽɐl
দরজার,d̪ɔrɔd͡ʑarɔ,দরজাত,d̪ɔɾzɐt̪
সামনে,s̪amn̪e,বোই,bo͡ɪ̯
বসে,bɔs̪e,আছে,ɐcʰe
একটি,ekti,এইজ্ঞো,e͡ɪ̯ggo
কুকুর,kukurɔ,কুত্তা,kut̪t̪ɐ
রাস্তায়,ras̪t̪ae̯ɔ,রাস্তাত,ɾɐst̪ɐt̪
বসে,bɔs̪e,বোই,bo͡ɪ̯
আছে,at͡ɕʰe,আছে,ɐcʰe
একটি,ekti,এইজ্ঞো,e͡ɪ̯ggo
সাদা,s̪ad̪a,সাদা,ʃɐd̪ɐ
রঙের,rɔŋerɔ,ফাখি,pʰɐkʰɪ
পাখি,pakʰi,উড়ের',uɽeɾ'
অল্পবয়সী,ol̪pɔbe̯ɔs̪i,অল্পবয়সী,ɔlpobɔʲoʃɪ
একটি,ekti,এইজ্ঞো,e͡ɪ̯ggo
ছেলে,t͡ɕʰel̪e,ফুয়া,pʰuʲɐ
বাইরে,baire,ফুটপাতোত,pʰutpɐt̪ot̪o
ফুটপাতে,ɸutpat̪e,দুরার,d̪uɾɐɾ
আমি,ami,আই,ɐ͡ɪ̯
কাজে,kad͡ʑe,কাজোত,kɐzot̪
যেতে,d͡zet̪e,যাইতো,zɐ͡ɪ̯t̪o
চাই,t͡ɕai,নো,no
না,n̪a,চাই,cɐ͡ɪ̯
আপনি,apn̪i,কলম,kɔlom
এই,ei,ইবা,ɪbɐ
কলমটি,kɔl̪ɔmɔti,লো,lo
আমাকে,amake,আরে,ɐɾe
সত্যি,s̪ɔt̪d͡zi,হাছা,hɐcʰɐ
কথা,kɔt̪ʰa,হতা,hɔt̪ɐ
বলুন,bɔl̪un̪,হইদো,ho͡ɪ̯d̪o
তুমি,t̪umi,তুই,t̪u͡ɪ̯
ঘুম,̤ɡ̤umɔ,গুমের,gumeɾ
থেকে,t̪ʰeke,তুন,t̪un
তাড়াতাড়ি,t̪aɽat̪aɽi,জলদি,zɔld̪ɪ
উঠে,utʰe,উঠ,utʰ
আমি,ami,য়াই,ʲɐ͡ɪ̯
সকালে,s̪ɔkal̪e,সকালোত,ʃɔkɐlot̪o
নাস্তা,n̪as̪t̪a,নাস্তা,nɐst̪ɐ
করে,kɔre,হরিয়ের,hoɾɪʲeɾ
স্কুলে,s̪kul̪e,স্কুলোত,skulot̪o
যাই,d͡zai,যাই,zɐ͡ɪ̯
আমার,amarɔ,আরে,ɐɾe
সকালে,s̪ɔkal̪e,সকালোত,ʃɔkɐlot̪o
কিছু,kit͡ɕʰu,হিছু,hɪcʰu
খেতে,kʰet̪e,খাইত,xɐ͡ɪ̯t̪o
ভালো,b̤al̪o,গম,gɔm
লাগে,l̪aɡe,নো,no
না,n̪a,লাগে,lɐge
আমরা,amra,আই,ɐ͡ɪ̯
হেরে,here,আরি,ɐɾɪ
গেছি,ɡet͡ɕʰi,গিয়ি,gɪʲɪ
আমরা,amra,আরা,ɐɾɐ
হেরে,here,হারি,hɐɾɪ
গেছিলাম,ɡet͡ɕʰil̪am,গিয়ি,gɪʲɪ
আমটি,amti,আম,ɐm
কে,ke,ইবা,ɪbɐ
খেয়েছিল?,kʰee̯et͡ɕʰil̪ɔ?,হন,hɔn
আমি,ami,আই,ɐ͡ɪ̯
হারিয়ে,harie̯e,হারি,hɐɾɪ
গেছি,ɡet͡ɕʰi,গিয়ি,gɪʲɪ
আমি,ami,আই,ɐ͡ɪ̯
ঠিক,tʰikɔ,টিক,tɪk
আছি,at͡ɕʰi,আছি,ɐcʰɪ
আমাকে,amake,আরে,ɐɾe
বিশ্বাস,biɕbas̪ɔ,বিশ্বাস,bɪʃʃɐʃ
করো,kɔro,গরো,gɔɾo
আমার,amarɔ,আর,ɐɾ
প্রশ্নের,prɔɕn̪erɔ,প্রশ্নত,pɾosnɔt̪o
জবাব,d͡ʑɔbabɔ,জবাব,zɔbɐb
দিন,d̪in̪,দো,d̪o
আমি,ami,আই,ɐ͡ɪ̯
তাকে,t̪ake,ইতাারে,ɪt̪ɐɾe
দখতে,d̪ɔkʰɔt̪e,দেক্কি,d̪ekkɪ
আমাকে,amake,আরে,ɐɾe
ঢুকতে,d̤ukt̪e,ডুইক্তে,du͡ɪ̯kt̪e
দিন,d̪in̪,দও,d̪ɔ͡o̯
আমাকে,amake,আরে,ɐɾe
যেতে,d͡zet̪e,যাইতে,ɟɐ͡ɪ̯t̪e
দাও,d̪ao,দও,d̪ɔ͡o̯
এখানে,ekʰan̪e,ইরে,ɪɾe
অপেক্ষা,opekʂa,অপেক্ষা,ɔpekxɐ
করুন,kɔrun̪,গরো,gɔɾo
আমি,ami,আই,ɐ͡ɪ̯
অসুস্থ,os̪us̪t̪ʰɔ,অসুস্থ,ɔʃust̪ʰo
হয়ে,he̯e,অয়,ɔe̯
পরেছিলাম,pɔret͡ɕʰil̪am,ফইজ্জি,fɔ͡ɪ̯zzɪ
আমি,ami,আই,ɐ͡ɪ̯
ওদের,od̪erɔ,ইতারোরে,ɪt̪ɐɾoɾe
দেখতে,d̪ekʰt̪e,দেইক্কি,d̪e͡ɪ̯kkɪ
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯
শেষ,ɕeʂɔ,শেষ,ʃeʃ
হয়ে,he̯e,অই,ɔ͡ɪ̯
গেছে,ɡet͡ɕʰe,গিয়োয়,gɪʲoe̯
আমরা,amra,আরা,ɐɾɐ
অপেক্ষা,opekʂa,অফেক্ষা,ɔpʰekkʰɐ
করব,kɔrɔbɔ,কইজ্জুম,ko͡ɪ̯ɟɟum
তিনি,t̪in̪i,এবা,ebɐ
উঠে,utʰe,উঠি,utʰɪ
দাঁড়ালেন,d̪ɔ̃ɽal̪en̪,গিয়োয়,gɪʲoe̯
আমি,ami,আই,ɐ͡ɪ̯
বেশি,beɕi,বেশিি,beʃɪ
লম্বা,l̪ɔmba,ডর,dɔɾ
আমি,ami,আই,ɐ͡ɪ̯
ক্ষমা,kʂɔma,মাফ,mɐf
চাইছি,t͡ɕait͡ɕʰi,চাই,cɐ͡ɪ̯
আমি,ami,আই,ɐ͡ɪ̯
ফিরে,ɸire,ফিরি,fɪɾɪ
এলাম,el̪am,আইসসি,ɐ͡ɪ̯ssɪ
আমি,ami,আই,ɐ͡ɪ̯
কেক,kekɔ,কেক,kek
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,ফছন্দ,fɔcʰond̪o
করি,kɔri,গরি,goɾɪ
একটু,ektu,এক্কানাা,ɛkkɐnɐɐ
ঘুমিয়ে,̤ɡ̤umie̯e,ঘুমাইইয়েরে,gʱumɐ͡ɪ̯ɪʲeɾe
নাও,n̪ao,লো,lo
আমি,ami,আই,ɐ͡ɪ̯
একা,eka,একা,ɛkɐ
ছিলাম,t͡ɕʰil̪am,আছিলাম,ɐcʰɪlɐm
আমার,amarɔ,আর,ɐɾ
সঙ্গে,s̪ɔŋɡe,লই,lɔ͡ɪ̯
আসুন,as̪un̪,আইয়ো,ɐ͡ɪ̯ʲo
তিনি,t̪in̪i,ইবা,ɪbɐ
রেগে,reɡe,রাগি,ɾɐgɪ
গেছিলেন,ɡet͡ɕʰil̪en̪,গেল,gɛlo
আমার,amarɔ,আর,ɐɾ
হাতটা,hat̪ta,হাত,hɐt̪
ধরুন,d̪̤ɔrun̪,ইবা,ɪbɐ
আমি,ami,আই,ɐ͡ɪ̯
অবাক,obakɔ,অবাক,ɔbɐk
হয়ে,he̯e,অয়,ɔe̯
গেছিলাম,ɡet͡ɕʰil̪am,গিয়িলাম,gɪʲɪlɐm
আমি,ami,আই,ɐ͡ɪ̯
আসবো,as̪bo,নো,no
না,n̪a,আইসসুম,ɐ͡ɪ̯sʃum
আমি,ami,আই,ɐ͡ɪ̯
হারবো,harbo,নো,no
না,n̪a,হাইজ্জুম,hɐ͡ɪ̯zzum
আমার,amarɔ,আর,ɐɾ
হাত,hat̪ɔ,আত,ɐt̪o
ব্যাথা,bd͡zat̪ʰa,টনটন,tɔntɔn
করছে,kɔrɔt͡ɕʰe,গরের,gɔɾeɾ
আমার,amarɔ,আর,ɐɾ
পা,pa,ট্যাং,tɛŋ
ব্যাথা,bd͡zat̪ʰa,টনটন,tɔntɔn
করছে,kɔrɔt͡ɕʰe,গরের,gɔɾeɾ
আপনাকে,apn̪ake,ওনরে,onoɾe
কে,ke,হোন,hon
পাঠিয়েছে?,patʰie̯et͡ɕʰe?,ফাডাইয়ে',fɐdɐ͡ɪ̯ʲe'
তোমাকে,t̪omake,তুয়ারে,t̪uʲɐɾe
দেখে,d̪ekʰe,দেহিয়েরে,d̪ehɪʲeɾe
অসুস্থ,os̪us̪t̪ʰɔ,অসুক্কা,ɔʃukkɐ
বলে,bɔl̪e,বলি,bolɪ
মনে,mɔn̪e,মনে,mone
হচ্ছে,hɔt͡ɕt͡ɕʰe,ওর,oɾ
আপনারা,apn̪ara,ওনোরা,onoɾɐ
আগে,aɡe,আগে,ɐge
যান,d͡zan̪,জো,ɟo
আমাকে,amake,আরে,ɐɾe
ডাকবেন,dakben̪ɔ,নো,no
না,n̪a,ডাইক্কো,dɐ͡ɪ̯kko
আমার,amarɔ,আর,ɐɾ
হলুদ,hɔl̪ud̪ɔ,হলুদ,holud̪
রঙ,rɔŋɔ,রং,ɾɔŋ
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,দেহিত,d̪ehɪt̪o
আমি,ami,আই,ɐ͡ɪ̯
আপেল,apel̪ɔ,আফেল,ɐfel
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,দেহিত,d̪ehɪt̪o
করি,kɔri,ফারি,fɐɾɪ
আমার,amarɔ,আর,ɐɾ
ঠান্ডা,tʰan̪da,তুন,t̪un
লেগেছে,l̪eɡet͡ɕʰe,টান্ডা,tɐndɐ
আমার,amarɔ,আর,ɐɾ
খিদে,kʰid̪e,তুন,t̪un
পাচ্ছে,pat͡ɕt͡ɕʰe,খুদা,xud̪ɐ
আমি,ami,আই,ɐ͡ɪ̯
বিদেশে,bid̪eɕe,বিদেশত,bɪd̪eʃt̪ɔ
গেছিলাম,ɡet͡ɕʰil̪am,গেইলাম,ge͡ɪ̯lɐm
আমি,ami,আই,ɐ͡ɪ̯
ভেতরে,b̤et̪re,বিতরত,bɪt̪ɔɾɔt̪
গেলাম,ɡel̪am,গেইলাম,ge͡ɪ̯lɐm
সে,s̪e,ইতে,ɪt̪e
রেগে,reɡe,গুসসা,gusʃɐ
গেছিলো,ɡet͡ɕʰil̪o,ওয়িল,oʷɪl
আমাকে,amake,আরে,ɐɾe
ওখানে,okʰan̪e,ঐইন্দি,o͡ɪ̯nd̪ɪ
নিয়ে,n̪ie̯e,লই,lɔ͡ɪ̯
চলুন,t͡ɕɔl̪un̪,জো,zo
সে,s̪e,ইবা,ɪbɐ
আমার,amarɔ,আর,ɐɾ
স্ত্রী,s̪t̪ri,বউ,bɔ͡u̯
আপনাকে,apn̪ake,আরে,ɐɾe
দেখে,d̪ekʰe,দেহিয়েরে,d̪ehɪʲeɾe
অসুস্থ,os̪us̪t̪ʰɔ,অসুখ,ɔʃux
বলে,bɔl̪e,বলি,bolɪ
মনে,mɔn̪e,মনে,mone
হচ্ছে,hɔt͡ɕt͡ɕʰe,অর,ɔɾ
আমাদের,amad̪erɔ,আরোর,ɐɾoɾ
বিয়ের,bie̯erɔ,বিয়ার,bɪʲɐɾ
পর,pɔrɔ,ফর,fɔɾ
থেকেই,t̪ʰekei,তুন,t̪un
নানা,n̪an̪a,নানা,nɐnɐ
ছোটখাটো,t͡ɕʰotkʰato,ছুডো,cʰudo
কারনে,karn̪e,ছুডো,cʰudo
ঝগড়া,d͡ʑ̤ɔɡɔɽa,খারনোত,xɐɾnot̪o
লেগে,l̪eɡe,ঝগড়া,zʱɔgɽɐ
থাকতো,t̪ʰakt̪o,লাগি,lɐgɪ
আমি,ami,আই,ɐ͡ɪ̯
বুঝতে,bud͡ʑ̤t̪e,বুঝিত,buzʱɪt̪o
পারতাম,part̪amɔ,ফাইত্তাম,fɐ͡ɪ̯t̪t̪ɐm
তার,t̪arɔ,ইতার,ɪt̪ɐɾ
অন্য,on̪d͡zɔ,অন্য,ɔnno
কোথাও,kot̪ʰao,জায়গাত,zɐʲgɐt̪
