bangla_speech,regional,regional_ipa,bangla_speech_ipa
মান সন্মানের ভয়ে কেউ কিছু বলে না, ময়মনসিংহঃ মান সন্মানের ভয়ে কেউ কিসু কয় না,menʃɪn mɐn ʃɔnmɐneɾ bʱɔʲe ke͡u̯ kɪʃu kɔe̯ nɐ,man̪ɔ s̪ɔn̪man̪erɔ b̤e̯e keu kit͡ɕʰu bɔl̪e n̪a
ছেলেটি বাবা চাচার ভয়ে বাড়িতে কিছু বলতে পারে নাহ, ময়মনসিংহঃ ছেড়াডার বাপ চাচার ভয়ে বাড়িত কিসু কইতে পারে নাহ,menʃɪn cʰeɽɐdɐɾ bɐp cɐcɐɾ bʱɔʲe bɐɽɪt̪o kɪʃu ko͡ɪ̯t̪e pɐɾe nɐh,t͡ɕʰel̪eti baba t͡ɕat͡ɕarɔ b̤e̯e baɽit̪e kit͡ɕʰu bɔl̪ɔt̪e pare n̪ahɔ
আমার কাছে আরও সময় চাইতো, ময়মনসিংহঃ আমার কাসে আরও সময় চাইতো,mɔnoʃɔg ɐmɐɾ kɐʃe ɐɾɔ͡o̯ ʃɔmɔe̯ cɐ͡ɪ̯t̪o,amarɔ kat͡ɕʰe aro s̪ɔme̯ɔ t͡ɕait̪o
বয়স আমার তখন ১৬ তে পড়লো, ময়মনসিংহঃ বয়স আমার তহন ১৬ তে পড়লো,mɔʲenʃɔn bɔʲoʃ ɐmɐɾ t̪ɔhon d̪ʱɔe̯ t̪e poɽlo,be̯ɔs̪ɔ amarɔ t̪ɔkʰɔn̪ɔ ১৬ t̪e pɔɽɔl̪o
তখনকার সময় মেয়েদের জন্যে এটি অনেক বয়স, ময়মনসিংহঃ তহনকার সময় মাইয়ারার লাইজ্ঞা এইডা অনেক বয়স,menʃɪn t̪ɔhonkɐɾ ʃɔmɔe̯ mɐ͡ɪ̯ʲɐɾɐɾ lɐ͡ɪ̯ggɐ e͡ɪ̯dɐ ɔnek bɔʲoʃ,t̪ɔkʰɔn̪ɔkarɔ s̪ɔme̯ɔ mee̯ed̪erɔ d͡ʑɔn̪d͡ze eti on̪ekɔ be̯ɔs̪ɔ
বাড়ি থেকে ছেলে দেখা শুরু করলো, ময়মনসিংহঃ বাড়ি থাইক্কা ছেড়া দেহা শুরু করল, mɔʲenosh bɐɽɪ t̪ʰɐ͡ɪ̯kkɐ cʰeɽɐ d̪ehɐ ʃuɾu koɾl,baɽi t̪ʰeke t͡ɕʰel̪e d̪ekʰa ɕuru kɔrɔl̪o
তোর বড় ভাইয়ের সাথে বিয়ে ঠিক হইল, ময়মনসিংহঃ তর বড় ভাইয়ের সাথে বিয়া ঠিক হইল,menʃɪng t̪ɔɾ bɔɽo bʱɐ͡ɪ̯ʲeɾ ʃɐt̪ʰe bɪʲɐ tʰɪk ho͡ɪ̯l,t̪orɔ bɔɽɔ b̤aie̯erɔ s̪at̪ʰe bie̯e tʰikɔ hil̪
আমি এখন তোর ভাইকে বিয়ে করতে চাই না, ময়মনসিংহঃ আমি এহন তর ভাইরে বিয়া করতাম চাই না,menʃɪn ɐmɪ ehon t̪ɔɾ bʱɐ͡ɪ̯ɾe bɪʲɐ koɾt̪ɐm cɐ͡ɪ̯ nɐ,ami ekʰɔn̪ɔ t̪orɔ b̤aike bie̯e kɔrɔt̪e t͡ɕai n̪a
আমি আরও এক বছর পরে বিয়ে করতে চাই, ময়মনসিংহঃ আমি আরও এক বছর পরে বিয়া করতাম চাই,menʃɪn ɐmɪ ɐɾɔ͡o̯ ɛk bɔcʰoɾ pɔɾe bɪʲɐ koɾt̪ɐm cɐ͡ɪ̯,ami aro ekɔ bɔt͡ɕʰɔrɔ pɔre bie̯e kɔrɔt̪e t͡ɕai
ছেলেটি আমার বাবার সাথে কথা বলে আমাদের বিয়ে ঠিক করেছে, ময়মনসিংহঃ ছেড়াডা আমার আব্বার লগে কথা কয়া আমরার বিয়া ঠিক করসে,mɔʲensɪng cʰeɽɐdɐ ɐmɐɾ ɐbbɐɾ lɔge kɔt̪ʰɐ kɔʲɐ ɐmɾɐɾ bɪʲɐ tʰɪk koɾʃe,t͡ɕʰel̪eti amarɔ babarɔ s̪at̪ʰe kɔt̪ʰa bɔl̪e amad̪erɔ bie̯e tʰikɔ kɔret͡ɕʰe
এরই মাঝে একটি অঘটন ঘটে গেলো, ময়মনসিংহঃ এরই মধ্যে একটা অঘটন ঘইটটা গেল,menoʃɪn eɾɪ mod̪d̪ʱe ɛktɐ ɔgʱɔton gʱɔ͡ɪ̯ttɐ gɛlo,eri mad͡ʑ̤e ekti o̤ɡ̤ɔtɔn̪ɔ ̤ɡ̤ɔte ɡel̪o
সে তাঁর বাবার ভয়ে কোন কথাই বলতে পারলো না, ময়মনসিংহঃ হেয় হের বাপের ভয়ে কোন কথাই কইতে পারলো না,mɔʃensɪng hee̯ heɾ bɐpeɾ bʱɔʲe kon kɔt̪ʰɐ͡ɪ̯ ko͡ɪ̯t̪e pɐɾlo nɐ,s̪e t̪ɔ̃rɔ babarɔ b̤e̯e kon̪ɔ kɔt̪ʰai bɔl̪ɔt̪e parl̪o n̪a
আমি এখনই বিয়ে করে ফেলতে চাই, ময়মনসিংহঃ আমি এহনই বিয়া কইরা ফালাইতাম চাই,menʃɪn ɐmɪ ehonɪ bɪʲɐ ko͡ɪ̯ɾɐ pʰɐlɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯,ami ekʰn̪i bie̯e kɔre ɸel̪t̪e t͡ɕai
আমার সব শেষ হয়ে যাবে, ময়মনসিংহঃ আমার সব শেষ হয়া যাইব,mɔnoʃɪng ɐmɐɾ ʃɔb ʃeʃ hɔʲɐ ɟɐ͡ɪ̯bo,amarɔ s̪ɔbɔ ɕeʂɔ he̯e d͡zabe
দয়া করে তুমি তোমার পরিবারের পছন্দে বিয়ে করে ফেলো, ময়মনসিংহঃ দয়া কইরা তুমি তোমার পরিবারের পসন্দে বিয়া কইরা ফেলো,menʃɪn d̪ɔʲɐ ko͡ɪ̯ɾɐ t̪umɪ t̪omɐɾ poɾɪbɐɾeɾ pɔʃond̪e bɪʲɐ ko͡ɪ̯ɾɐ pʰelo,d̪e̯a kɔre t̪umi t̪omarɔ pɔribarerɔ pɔt͡ɕʰɔn̪d̪e bie̯e kɔre ɸel̪o
এই সাহস আমার নাই, ময়মনসিংহঃ এই সাহস আমার নাই,mɔʲensɪn e͡ɪ̯ ʃɐhoʃ ɐmɐɾ nɐ͡ɪ̯,ei s̪ahɔs̪ɔ amarɔ n̪ai
আমাকে ভালোবাসলে এইটুকু উপকার করো পায়ে পড়ি তোমার , ময়মনসিংহঃ আমারে ভালবাসলে এইটুকু উপকার কর পায়ে পড়ি তোমার ,mɔʲɪns ɐmɐɾe bʱɐlbɐʃole e͡ɪ̯tuku upokɐɾ kɔɾ pɐʲe poɽɪ t̪omɐɾ ,amake b̤al̪obas̪l̪e eituku upkarɔ kɔro pae̯e pɔɽi t̪omarɔ 
সব কিছু শুনে বুঝলাম যে এখন আর এখানে থেকে কোন লাভ হবে না, ময়মনসিংহঃ বেগ কিসু হুইন্না বুঝলাম যে এহন আর এইহানে থাইক্কা কোন লাভ হইত না,mɪmɪng beg kɪʃu hu͡ɪ̯nnɐ buɟʱlɐm ɟe ehon ɐɾ e͡ɪ̯hɐne t̪ʰɐ͡ɪ̯kkɐ kon lɐbʱ ho͡ɪ̯t̪o nɐ,s̪ɔbɔ kit͡ɕʰu ɕun̪e bud͡ʑ̤l̪amɔ d͡ze ekʰɔn̪ɔ arɔ ekʰan̪e t̪ʰeke kon̪ɔ l̪ab̤ɔ hɔbe n̪a
তোর বড় ভাইকেই বিয়ে করতে হবে এখন, ময়মনসিংহঃ তর বড় ভাইরেই বিয়া করতে হইব এহন,mɔʲenʃɪg t̪ɔɾ bɔɽo bʱɐ͡ɪ̯ɾe͡ɪ̯ bɪʲɐ koɾt̪e ho͡ɪ̯bo ehon,t̪orɔ bɔɽɔ b̤aikei bie̯e kɔrɔt̪e hɔbe ekʰɔn̪ɔ
বাড়ীতে বললাম আমি এই বিয়েতে রাজি, ময়মনসিংহঃ বাড়ীত কইলাম আমি এই বিয়াতে রাজি,mɔʲenoʃ bɐɽɪt̪o ko͡ɪ̯lɐm ɐmɪ e͡ɪ̯ bɪʲɐt̪e ɾɐɟɪ,baɽit̪e bɔl̪ɔl̪amɔ ami ei bie̯et̪e rad͡ʑi
যত তাড়াতাড়ি সম্ভব বিয়ের ব্যবস্থা করো, ময়মনসিংহঃ যত তাড়াতাড়ি সম্ভব বিয়ার ব্যবস্থা কর,mɔnoʃɪng ɟɔt̪o t̪ɐɽɐt̪ɐɽɪ ʃɔmbʱɔb bɪʲɐɾ bɛbost̪ʰɐ kɔɾ,d͡zɔt̪ɔ t̪aɽat̪aɽi s̪ɔmb̤ɔbɔ bie̯erɔ bd͡zɔbɔs̪t̪ʰa kɔro
১৫ দিনের মধ্যেই আমাদের বিয়ে হইলো, ময়মনসিংহঃ ১৫ দিনের মধ্যেই আমরার বিয়া হইল,mɔʲenosh d̪ʱɔpʰ d̪ɪneɾ mod̪d̪ʱe͡ɪ̯ ɐmɾɐɾ bɪʲɐ ho͡ɪ̯l,১৫ d̪in̪erɔ mɔd̪̤d͡zei amad̪erɔ bie̯e hil̪o
এই কাহিনী পুরোটা শুনে আমি অবাক, ময়মনসিংহঃ এই কাহিনী পুরাডা হুইন্না আমি অবাক,mɔʲenʃɔn e͡ɪ̯ kɐhɪnɪ puɾɐdɐ hu͡ɪ̯nnɐ ɐmɪ ɔbɐk,ei kahin̪i purota ɕun̪e ami obak
আমি একটা খুব বড় সমস্যায় পড়েছি দয়া করে কেউ হাসাহাসি করবেন না, ময়মনসিংহঃ আমি একটা খুব বড় সমস্যায় পড়সি দয়া কইরা কেউ হাসাহাসি করবেন না,mɪmɪn ɐmɪ ɛktɐ kʰub bɔɽo ʃɔmoʃʃɐe̯ pɔɽʃɪ d̪ɔʲɐ ko͡ɪ̯ɾɐ ke͡u̯ hɐʃɐhɐʃɪ koɾben nɐ,ami ekta kʰubɔ bɔɽɔ s̪ɔmɔs̪d͡zae̯ɔ pɔɽet͡ɕʰi d̪e̯a kɔre keu has̪ahas̪i kɔrɔben̪ɔ n̪a
আমার গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব নাকি পছন্দ না, ময়মনসিংহঃ আমার গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব নাকি পসন্দ না,mɔʃɪng ɐmɐɾ gɐɾlɔpʰɾend eɾ poɾɪbɐɾeɾ dɪpʰens eɾ ɟɔbo nɐkɪ pɔʃond̪o nɐ,amarɔ ɡarl̪ɔɸren̪dɔ erɔ pɔribarerɔ diɸen̪s̪ɔ erɔ d͡ʑɔbɔ n̪aki pɔt͡ɕʰɔn̪d̪ɔ n̪a
তবে আমার গার্লফ্রেন্ড আমাকে বলেছে আমি তাকে যেভাবে রাখবো সে সেভাবেই থাকবে, ময়মনসিংহঃ তবে আমার গার্লফ্রেন্ড আমারে কইসে আমি তারে যেমনে রাখবাম হেয় অম্নেই থাকব,mɔnoʃɪn t̪ɔbe ɐmɐɾ gɐɾlɔpʰɾend ɐmɐɾe ko͡ɪ̯ʃe ɐmɪ t̪ɐɾe ɟemone ɾɐkʰbɐm hee̯ ɔmne͡ɪ̯ t̪ʰɐkb,t̪ɔbe amarɔ ɡarl̪ɔɸren̪dɔ amake bɔl̪et͡ɕʰe ami t̪ake d͡zeb̤abe rakʰbo s̪e s̪eb̤abei t̪ʰakbe
তাই আমি তাকে লুকিয়ে বিয়ে করতে চাই, ময়মনসিংহঃ তাই আমি তারে লুকায়া বিয়া করতাম চাই,menʃɪn t̪ɐ͡ɪ̯ ɐmɪ t̪ɐɾe lukɐʲɐ bɪʲɐ koɾt̪ɐm cɐ͡ɪ̯,t̪ai ami t̪ake l̪ukie̯e bie̯e kɔrɔt̪e t͡ɕai
আমার গার্লফ্রেন্ড এর বয়স ১৯ বছর, ময়মনসিংহঃ আমার গার্লফ্রেন্ড এর বয়স ১৯ বছর,menʃɔng ɐmɐɾ gɐɾlɔpʰɾend eɾ bɔʲoʃ d̪ʱɔe̯ bɔcʰoɾ,amarɔ ɡarl̪ɔɸren̪dɔ erɔ be̯ɔs̪ɔ ১৯ bɔt͡ɕʰɔrɔ
আমি চাচ্ছি ট্রেনিং থেকে ফিরেই তাকে বিয়ে করতে, ময়মনসিংহঃ আমি চাইতাসি ট্রেনিং থাইক্কা ফিরাই তারে বিয়া করতে, mɔʲenog ɐmɪ cɐ͡ɪ̯t̪ɐʃɪ tɾenɪŋ t̪ʰɐ͡ɪ̯kkɐ pʰɪɾɐ͡ɪ̯ t̪ɐɾe bɪʲɐ koɾt̪e,ami t͡ɕat͡ɕt͡ɕʰi tren̪iŋ t̪ʰeke ɸirei t̪ake bie̯e kɔrɔt̪e
যদি লুকিয়ে বিয়ে করি পরবর্তীতে কি তার ফ্যামিলি কোনো সমস্যা করতে পারবে?, ময়মনসিংহঃ যদি লুকায়া বিয়া করি পরে কি হের ফ্যামিলি কোন সমস্যা করতে পারব?,mɔnoʃɪn ɟod̪ɪ lukɐʲɐ bɪʲɐ koɾɪ pɔɾe kɪ heɾ pʰɛmɪlɪ kon ʃɔmoʃʃɐ koɾt̪e pɐɾbo?,d͡zɔd̪i l̪ukie̯e bie̯e kɔri pɔrɔbɔrt̪it̪e ki t̪arɔ ɸd͡zamil̪i kon̪o s̪ɔmɔs̪d͡za kɔrɔt̪e parbe?
আমাদের ফ্যামিলি থেকে ওদের ফ্যামিলি অনেক বড়লোক, ময়মনসিংহঃ আমাদের ফ্যামিলি থাইক্কা ওরার ফ্যামিলি অনেক বড়লোক,mɛnoʃɔn ɐmɐd̪eɾ pʰɛmɪlɪ t̪ʰɐ͡ɪ̯kkɐ oɾɐɾ pʰɛmɪlɪ ɔnek boɽolok,amad̪erɔ ɸd͡zamil̪i t̪ʰeke od̪erɔ ɸd͡zamil̪i on̪ekɔ bɔɽɔl̪ok
আমি গ্রামের ছেলে ঢাকাতে একটা প্রাইভেট বিশ্ববিদ্যালয়ে পড়াশোনা করি, ময়মনসিংহঃ আমি গ্রামের পোলা ঢাকাত একটা প্রাইভেট বিশ্ববিদ্যালয়ে পড়াশুনা করি,menoʃunɐ ɐmɪ gɾɐmeɾ polɐ dʱɐkɐt̪ ɛktɐ pɾɐ͡ɪ̯bʱet bɪʃʃobɪd̪d̪ɐlɔʲe pɔɽɐʃunɐ koɾɪ,ami ɡɔramerɔ t͡ɕʰel̪e d̤akat̪e ekta praib̤etɔ biɕbɔbid̪d͡zal̪e̯e pɔɽaɕon̪a kɔri
তার সাথে পরিচয় তাকে প্রাইভেট পড়াতে গিয়ে, ময়মনসিংহঃ হের লগে পরিচয় তারে প্রাইভেট পড়াইতে গিয়া,mɔʃɪng heɾ lɔge poɾɪcɔe̯ t̪ɐɾe pɾɐ͡ɪ̯bʱet pɔɽɐ͡ɪ̯t̪e gɪʲɐ,t̪arɔ s̪at̪ʰe pɔrit͡ɕe̯ɔ t̪ake praib̤etɔ pɔɽat̪e ɡie̯e
দয়া করে পরামর্শ দিন বিয়ের পরে কি তার পরিবার কোনো সমস্যা করতে পারবে?, ময়মনসিংহঃ দয়া কইরা পরামর্শ দেন বিয়ার পরে কি তার পরিবার কোনো সমস্যা করতে পারব?,mɔʲɐ ko͡ɪ̯ɾɐ pɔɾɐmɔɾʃo d̪ɛn bɪʲɐɾ pɔɾe kɪ t̪ɐɾ poɾɪbɐɾ kono ʃɔmoʃʃɐ koɾt̪e pɐɾbo?,d̪e̯a kɔre pɔramɔrɕɔ d̪in̪ɔ bie̯erɔ pɔre ki t̪arɔ pɔribarɔ kon̪o s̪ɔmɔs̪d͡za kɔrɔt̪e parbe?
আমি আর আমার বয়ফ্রেন্ড একি স্কুলে পড়তাম, ময়মনসিংহঃ আমি আর আমার বয়ফ্রেন্ড একি ইস্কুলে পড়তাম,mɔʲenosho ɐmɪ ɐɾ ɐmɐɾ bɔʲopʰɾend ekɪ ɪskule pɔɽt̪ɐm,ami arɔ amarɔ be̯ɔɸren̪dɔ eki s̪kul̪e pɔɽɔt̪am
ক্লাস নাইনে আমাদের প্রথম কথা হয় ফেসবুকে, ময়মনসিংহঃ ক্লাস নাইনে আমরার প্রথম কথা হয় ফেসবুকে, mɔʲenʃɔn klɐs nɐ͡ɪ̯ne ɐmɾɐɾ pɾot̪ʰom kɔt̪ʰɐ hɔe̯ pʰesbuke,kl̪as̪ɔ n̪ain̪e amad̪erɔ prɔt̪ʰɔmɔ kɔt̪ʰa he̯ɔ ɸes̪buke
এরপর থেকে ক্লাস টেনে রিলেশনে যাই, ময়মনসিংহঃ এরপর থাইক্কা ক্লাস টেনে রিলেশনে যাই, menʃɪn eɾpɔɾ t̪ʰɐ͡ɪ̯kkɐ klɐs tene ɾɪleʃne ɟɐ͡ɪ̯,erɔpɔrɔ t̪ʰeke kl̪as̪ɔ ten̪e ril̪eɕn̪e d͡zai
আমার বন্ধুত্ব ছাড়া অন্য কিছুর ইচ্ছা ছিল না, ময়মনসিংহঃ আমার বন্ধুত্ব ছাড়া অন্য কিসুর ইচ্ছা আসিল না,mɪnʃɔn ɐmɐɾ bond̪ʱut̪t̪o cʰɐɽɐ ɔnno kɪʃuɾ ɪccʰɐ ɐʃɪl nɐ,amarɔ bɔn̪d̪̤ut̪bɔ t͡ɕʰaɽa on̪d͡zɔ kit͡ɕʰurɔ it͡ɕt͡ɕʰa t͡ɕʰil̪ɔ n̪a
কিন্তু ছেলেটা অনেক ভালো মানুষ কোনো নেশা নাই, ময়মনসিংহঃ কিন্তু ছেলেটা অনেক ভালা মানুষ কোনো নেশা নাই,menʃɪnho kɪnt̪u cʰeletɐ ɔnek bʱɐlɐ mɐnuʃ kono neʃɐ nɐ͡ɪ̯,kin̪t̪u t͡ɕʰel̪eta on̪ekɔ b̤al̪o man̪uʂɔ kon̪o n̪eɕa n̪ai
আমি সবকিছু বুঝে প্রেম করতে গেলাম, ময়মনসিংহঃ আমি সবকিছু বুঝে প্রেম করতে গেলাম,menʃɪn ɐmɪ ʃɔbkɪcʰu buɟʱe pɾem koɾt̪e gelɐm,ami s̪ɔbɔkit͡ɕʰu bud͡ʑ̤e premɔ kɔrɔt̪e ɡel̪am
প্রথমদিকে অত ভালোবাসতাম না, ময়মনসিংহঃ প্রথমদিকে অত ভালবাসতাম না,menʃɔn pɾot̪ʰomod̪ɪke ɔt̪o vɐlbɐʃt̪ɐm nɐ,prɔt̪ʰɔmɔd̪ike ot̪ɔ b̤al̪obas̪t̪amɔ n̪a
আমাদের ম্যাক্সিমাম কথা হয়েছে অনলাইনে, ময়মনসিংহঃ আমরার ম্যাক্সিমাম কথা হইসে অনলাইনে,mɪnʃɔn ɐmɾɐɾ mɛkʃɪmɐm kɔt̪ʰɐ ho͡ɪ̯ʃe ɔnɔlɐ͡ɪ̯ne,amad̪erɔ md͡zaks̪imamɔ kɔt̪ʰa he̯et͡ɕʰe on̪l̪ain̪e
ততদিনে আমি অনেক ভালোবেসে ফেলেছি ওকে, ময়মনসিংহঃ ততদিনে আমি অনেক ভালোবাইসা ফালাইসি ওরে,menʃɪne ɐmɪ ɔnek bʱɐlobɐ͡ɪ̯ʃɐ pʰɐlɐ͡ɪ̯sɪ oɾe,t̪ɔt̪ɔd̪in̪e ami on̪ekɔ b̤al̪obes̪e ɸel̪et͡ɕʰi oke
ওর আর আমার স্কুল ফ্রেন্ডরা সব জানত, ময়মনসিংহঃ ওর আর আমার ইস্কুল ফ্রেন্ডরা সব জানত,mɔnoʃɪng oɾ ɐɾ ɐmɐɾ ɪskul pʰɾendɔɾɐ ʃɔb ɟɐnɔt̪o,orɔ arɔ amarɔ s̪kul̪ɔ ɸren̪dɔra s̪ɔbɔ d͡ʑan̪ɔt̪ɔ
তারা আমাকে পছন্দ করত চাইত আমাদের সম্পর্ক আবার জোড়া লাগুক, ময়মনসিংহঃ তারা আমারে পসন্দ করত চাইত আমাদের সম্পর্ক আবার জোড়া লাগুক,mɔʲensɪn t̪ɐɾɐ ɐmɐɾe pɔʃond̪o koɾt̪o cɐ͡ɪ̯t̪o ɐmɐd̪eɾ ʃɔmpoɾko ɐbɐɾ ɟoɽɐ lɐguk,t̪ara amake pɔt͡ɕʰɔn̪d̪ɔ kɔrɔt̪ɔ t͡ɕait̪ɔ amad̪erɔ s̪ɔmpɔrkɔ abarɔ d͡ʑoɽa l̪aɡuk
এভাবে গেঞ্জাম হয় আবার মিল এরকম করতে করতে ৫ বছর হয়েছে এখন, ময়মনসিংহঃ এমনে গেঞ্জাম হয় আবার মিল এরকম করতে করতে ৫ বছর হইসে এহন,menʃɪg ɛmone genɟɐm hɔe̯ ɐbɐɾ mɪl eɾokom koɾt̪e koɾt̪e pʰo bɔcʰoɾ ho͡ɪ̯ʃe ehon,eb̤abe ɡend͡ʑamɔ he̯ɔ abarɔ mil̪ɔ erɔkɔmɔ kɔrɔt̪e kɔrɔt̪e ৫ bɔt͡ɕʰɔrɔ he̯et͡ɕʰe ekʰɔn̪ɔ
আমার অসুস্থতার কারণে আমার ১ বছর গ্যাপ গিয়েছে, ময়মনসিংহঃ আমার অসুস্থতার কারণে আমার ১ বছর গ্যাপ গেসে,mɪmɪngho ɐmɐɾ ɔʃust̪ʰot̪ɐɾ kɐɾone ɐmɐɾ d̪ʱo bɔcʰoɾ gɛp gese,amarɔ os̪us̪t̪ʰɔt̪arɔ karne amarɔ ১ bɔt͡ɕʰɔrɔ ɡɔd͡zapɔ ɡie̯et͡ɕʰe
আমি এখন সুস্থ অনেক, ময়মনসিংহঃ আমি এহন সুস্থ অনেক,menʃɪnho ɐmɪ ehon ʃust̪ʰo ɔnek,ami ekʰɔn̪ɔ s̪us̪t̪ʰɔ on̪ek
আমি কিভাবে এখন ওকে ভুলে যাই?, ময়মনসিংহঃ আমি কেমনে এহন ওরে ভুলে যাই?,mɔʲenʃɪn ɐmɪ kɛmone ehon oɾe bʱule ɟɐ͡ɪ̯?,ami kib̤abe ekʰɔn̪ɔ oke b̤ul̪e d͡zai?
আমার বয়স ২৫ হলেও আমি ৫ বছর কন্সিডার করতাম, ময়মনসিংহঃ আমার বয়স ২৫ হইলেও আমি ৫ বছর কন্সিডার করতাম, mɔʲenoʃ ɐmɐɾ bɔʲoʃ nɔpʰ ho͡ɪ̯le͡o̯ ɐmɪ pʰo bɔcʰoɾ kɔnsɪdɐɾ koɾt̪ɐm,amarɔ be̯ɔs̪ɔ ২৫ hɔl̪eo ami ৫ bɔt͡ɕʰɔrɔ kɔn̪s̪idarɔ kɔrɔt̪am
আমিও তাকে ছাড়া কিছু ভাবি নাই ৫ বছরে, ময়মনসিংহঃ আমিও তারে ছাড়া কিসু ভাবি নাই ৫ বছরে,menoʃ ɐmɪ͡o̯ t̪ɐɾe cʰɐɽɐ kɪʃu bʱɐbɪ nɐ͡ɪ̯ pʰo bɔcʰoɾe,amio t̪ake t͡ɕʰaɽa kit͡ɕʰu b̤abi n̪ai ৫ bɔt͡ɕʰɔre
মজা করে অন্য ছেলের কথা বলে তাকে চেতাইছি অনেক, ময়মনসিংহঃ মজা কইরা অন্য ছেড়ার কথা বইল্লা তারে চেতাইসি অনেক,mɔɟɐ ko͡ɪ̯ɾɐ ɔnno cʰeɽɐɾ kɔt̪ʰɐ bo͡ɪ̯llɐ t̪ɐɾe cet̪ɐ͡ɪ̯sɪ ɔnek,mɔd͡ʑa kɔre on̪d͡zɔ t͡ɕʰel̪erɔ kɔt̪ʰa bɔl̪e t̪ake t͡ɕet̪ait͡ɕʰi on̪ek
তাকেই ভালোবাসি আমি তাকে ছাড়তে চাই না, ময়মনসিংহঃ তারেই ভালোবাসি আমি তারে ছাড়তে চাই না,mɔnoʃɪn t̪ɐɾe͡ɪ̯ bʱɐlobɐʃɪ ɐmɪ t̪ɐɾe cʰɐɽt̪e cɐ͡ɪ̯ nɐ,t̪akei b̤al̪obas̪i ami t̪ake t͡ɕʰaɽt̪e t͡ɕai n̪a
আমি বুঝে গেছি ওই ছেলেকে ছাড়া আমি থাকতে পারব না, ময়মনসিংহঃ আমি বুইজ্ঝা গেসি ওই পোলারে ছাড়া আমি থাকতে পারতাম না,mɪ bu͡ɪ̯ɟɟʱɐ gesɪ o͡ɪ̯ polɐɾe cʰɐɽɐ ɐmɪ t̪ʰɐkt̪e pɐɾt̪ɐm nɐ,ami bud͡ʑ̤e ɡet͡ɕʰi oi t͡ɕʰel̪eke t͡ɕʰaɽa ami t̪ʰakt̪e parɔbɔ n̪a
এখন সে আমাকে বলে তার লাইফ থেকে চলে যেতে, ময়মনসিংহঃ এহন হেয় আমারে কয় তার লাইফ থাইক্কা চইল্লা যাইত, mɔʲensɪn ehon hee̯ ɐmɐɾe kɔe̯ t̪ɐɾ lɐ͡ɪ̯pʰ t̪ʰɐ͡ɪ̯kkɐ co͡ɪ̯llɐ ɟɐ͡ɪ̯t̪o,ekʰɔn̪ɔ s̪e amake bɔl̪e t̪arɔ l̪aiɸɔ t̪ʰeke t͡ɕɔl̪e d͡zet̪e
আমি অনেক চিন্তার মধ্যে পড়ে গেছি আমি কি করব, ময়মনসিংহঃ আমি মেলা চিন্তার মধ্যে পইড়া গেসি আমি কিতা করবাম,menʃɪnho ɐmɪ mɛlɐ cɪnt̪ɐɾ mod̪d̪ʱe po͡ɪ̯ɽɐ gesɪ ɐmɪ kɪt̪ɐ koɾbɐm,ami on̪ekɔ t͡ɕin̪t̪arɔ mɔd̪̤d͡ze pɔɽe ɡet͡ɕʰi ami ki kɔrɔbɔ
এক সময় গিয়ে যদি বলে যে ধরে রাখলেই তো পারতা, ময়মনসিংহঃ এক সময় গিয়া যদি কয় যে ধরে রাখলেই তো পারতা,mɔnoʃɪg ɛk ʃɔmɔe̯ gɪʲɐ ɟod̪ɪ kɔe̯ ɟe d̪ʱoɾe ɾɐkʰle͡ɪ̯ t̪o pɐɾt̪ɐ,ekɔ s̪ɔme̯ɔ ɡie̯e d͡zɔd̪i bɔl̪e d͡ze d̪̤ɔre rakʰl̪ei t̪o part̪a
আপনারা বলেন এখন আমি আসলে করব কি?, ময়মনসিংহঃ আফনেরা কন এহন আমি আসলে করবাম কি?,mɪmɪng ɐpʰoneɾɐ kon ehon ɐmɪ ɐʃole koɾbɐm kɪ?,apn̪ara bɔl̪en̪ɔ ekʰɔn̪ɔ ami as̪l̪e kɔrɔbɔ ki?
বাংলাদেশী মেয়েটি পরিবার সহ নিউজিল্যান্ড থাকে, ময়মনসিংহঃ বাংলাদেশী মাইয়াডা পরিবার সহ নিউজিল্যান্ড থাকে,menʃɪn bɐŋlɐd̪eʃɪ mɐ͡ɪ̯ʲɐdɐ poɾɪbɐɾ ʃɔho nɪ͡u̯ɟɪlɛnd t̪ʰɐke,baŋl̪ad̪eɕi mee̯eti pɔribarɔ s̪ɔhɔ n̪iud͡ʑil̪d͡zan̪dɔ t̪ʰake
ওখানেই এক বাংলাদেশী ছেলের সাথে পরিচয় তারপর সম্পর্ক, ময়মনসিংহঃ ওইহানেই এক বাংলাদেশী ছেড়ার লগে পরিচয় তারপর সম্পর্ক,mɔnoʃɪn o͡ɪ̯hɐne͡ɪ̯ ɛk bɐŋlɐd̪eʃɪ cʰeɽɐɾ lɔge poɾɪcɔe̯ t̪ɐɾpɔɾ ʃɔmpoɾko,okʰan̪ei ekɔ baŋl̪ad̪eɕi t͡ɕʰel̪erɔ s̪at̪ʰe pɔrit͡ɕe̯ɔ t̪arɔpɔrɔ s̪ɔmpɔrkɔ
