bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
মতো,mɔt̪o,মোর,moɾ,নিজরার,nɪzɔɾɐɾ,মতো,mɔt̪o,এ,e,নিজরার,nɪzɔɾɐɾ,Like,2. lē̆ig-,like
মতোই,mɔt̪oi,নাহানই,nɐhɐnɪ,মতোউ,mɔt̪o͡u̯,মতোই,mot̪o͡ɪ̯,মতোনই,mɔt̪onɪ,ডইল্লে,dɪlle,Like,2. lē̆ig-,like
মধ্যে,mɔd̪̤d͡ze,লগে,lɔge,মধ্যে,mod̪d̪ʱe,ছেড়াটারে,cʰeɽɐtɐɾe,মইদ্ধ্যে,mo͡ɪ̯d̪d̪ʱe,মাযে,mɐze,In,1. en,in
মধ্যেই,mɔd̪̤d͡zei,মইধ্যেই,mo͡ɪ̯d̪d̪ʱe͡ɪ̯,মাঝে,mɐɟʱe,মধ্যেই,mod̪d̪ʱe͡ɪ̯,মইধ্যে,mo͡ɪ̯d̪d̪ʱe,ভিতরত,vɪt̪ɾɔt̪o,In,1. en,in
মধ্যেবিও,mɔd̪̤d͡zebio,মইধ্যাবিত্ত,mo͡ɪ̯d̪d̪ʱɐbɪt̪t̪o,মধ্যবিত্ত,mod̪d̪ʱobɪt̪t̪o,মধ্যবিত্ত,mod̪d̪ʱobɪt̪t̪o,মধ্যেবিও,mod̪d̪ʱebɪ͡o̯,মদ্যবিত্ত,mod̪d̪obɪt̪t̪o,Between,du̯ō(u),between
মন,mɔn̪ɔ,মন,mon,মন,mon,মন,mon,মন,mon,মন,mon,Mind,3. men-,mind
মনটা,mɔn̪ɔta,মনডা,mondɐ,মনটা,montɐ,মনটা,montɐ,মনগা,mongɐ,সরল,ʃɔɾol,Mind,3. men-,mind
মনসিক,mɔn̪ɔs̪ikɔ,মনের,moneɾ,মানসিকভাবে,mɐnoʃɪkbʱɐbe,মনসিক,kʰub,মানষিকভাবে,mɐnoʃɪkbʱɐbe,মানুসিক,mɐnuʃɪk,Psychic,2. bhes-,psychic
মনে,mɔn̪e,মনে,mone,বিতর,bɪt̪oɾ,লাগে,lɐge,মনে,mone,মনত,monot̪o,Fondly,bhudh-m(e)n,fond
মনেও,mɔn̪eo,মনেও,mone͡o̯,মনউ,mono͡u̯,মনেও,mone͡o̯,মনে,mone,মনত,monot̪o,Fondly,bhudh-m(e)n,fond
মনের,mɔn̪erɔ,মনের,moneɾ,ভিতরর,bʱɪt̪ɔɾɔɾ,মনের,moneɾ,মনের,moneɾ,ইবার,ɪbɐɾ,Mind,3. men-,mind
মনোভাব,mɔn̪ob̤abɔ,মন,mon,মনোভাব,monobʱɐb,মনোভাব,monobʱɐb,মনোভাব,monovɐb,মনভাব,monovɐb,Attitude,1. ap-,attitude
মনোযোগ,mɔn̪od͡zoɡɔ,মন,mon,দরিয়া,d̪oɾɪʲɐ,মনোযোগ,monoɟog,মনোযোগ,monoɟog,মনজগ,monoɟɔg,Focus,bhok-,focus
মনোরম,mɔn̪orɔmɔ,সুন্দর,ʃund̪ɔɾ,পাড়,pɐɽ,মনোরম,monoɾɔm,হাসে,hɐʃe,ফারর,fɐɾoɾ,Pleasant,1. plā-k-,pleasant
মরে,mɔre,মইরা,mo͡ɪ̯ɾɐ,পড়িয়া,poɽɪʲɐ,মইরা,mo͡ɪ̯ɾɐ,মরি,moɾɪ,মরি,moɾɪ,Death,2. dheu-,death
মশার,mɔɕarɔ,মাশার,mɐʃɐɾ,মশার,mɔʃɐɾ,নামে,nɐme,মশার,mɔʃɐɾ,বেজ্ঞিন,beggɪn,Mosquito,2. mū-,mosquito
মহিলা,mɔhil̪a,মাতারি,mɐt̪ɐɾɪ,বেডি,bedɪ,বেডি,bedɪ,ওগগা,oggɐ,মহিলা,mohɪlɐ,Woman,"manu-s , u̯eip-",woman
মহিলাকে,mɔhil̪ake,মাতারিরে,mɐt̪ɐɾɪɾe,বিয়াইত্তা,bɪʲɐ͡ɪ̯t̪t̪ɐ,বেডিরে,bedɪɾe,মহিলারে,mohɪlɐɾe,বিয়াইত্তা,bɪʲɐ͡ɪ̯t̪t̪ɐ,Woman,"manu-s , u̯eip-",woman
মহিলাটির,mɔhil̪atirɔ,মাতারির,mɐt̪ɐɾɪɾ,বেডিনতর,bedɪnt̪ɔɾ,বেডিডার,bedɪdɐɾ,ওইলে,o͡ɪ̯le,গেইলে,ge͡ɪ̯le,Woman,"manu-s , u̯eip-",woman
মহিলার,mɔhil̪arɔ,বেডির,bedɪɾ,বেটির,betɪɾ,মহিলার,bɔʲoʃ,মইলার,mo͡ɪ̯lɐɾ,মহিলা,mohɪlɐ,Woman,"manu-s , u̯eip-",woman
মা,ma,মা,mɐ,মাই,mɐ͡ɪ̯,মা,mɐ,বাইচ্চার,bɐ͡ɪ̯ccɐɾ,মা,mɐ,Mother,1. meu-,mother
মাংস,maŋs̪ɔ,গোস্ত,gost̪o,মাংস,mɐŋʃo,মাংস,mɐŋʃo,মাংস,mɐŋʃo,মাংস,mɐŋʃo,Meat,mad-,meat
মাও,mao,মায়ও,mɐʲo,আম্মাও,ɐmmɐ͡o̯,আম্মাও,ɐmmɐ͡o̯,মাও,mɐ͡o̯,মাও,mɐ͡o̯,Mao,3. mā,ma
মাকে,make,মায়রে,mɐʲɾe,মাই,mɐ͡ɪ̯,মা,mɐ,মারে,mɐɾe,তার,t̪ɐɾ,Mother,1. meu-,mother
মাছ,mat͡ɕʰ,মাছ,mɐcʰ,তাকি,t̪ɐkɪ,মাছ,mɐcʰ,মাছ,mɐcʰ,মাচ,mɐc,Fish,peisk-,fish
মাছ,mat͡ɕʰɔ,মাছ,mɐcʰ,মাছ,mɐcʰ,মাছ,mɐcʰ,মাছ,mɐcʰ,ভাজা,vɐzɐ,Fish,peisk-,fish
মাছগুলি,mat͡ɕʰɡul̪i,মাছ,mɐcʰ,মাছ,mɐcʰ,মাছগুলা,mɐcʰgulɐ,মাছগুন,mɐcʰgun,মাচ্চুন,mɐccun,Fish,peisk-,fish
মাছটি,mat͡ɕʰti,মাছটা,mɐcʰtɐ,মাছটক,mɐcʰtok,মাছটা,mɐcʰtɐ,দেখবার,d̪ekʰbo͡ɐ̯ɾ,মাস,mɐʃ,Fish,peisk-,fish
মাছের,mat͡ɕʰerɔ,মাছের,mɐcʰeɾ,মাছের,mɐcʰeɾ,মাছের,mɐcʰeɾ,মাছের,mɐcʰeɾ,মাসর,mɐʃoɾ,Fish,peisk-,fish
মাঝে,mad͡ʑ̤e,মইধ্যে,mo͡ɪ̯d̪d̪ʱe,মাঝে,mɐɟʱe,মাঝখানে,mɐɟʱkʰɐne,মাঝে,mɐɟʱe,দুরার,d̪uɾɐɾ,Between,du̯ō(u),between
মাটির,matirɔ,মাডির,mɐdɪɾ,মাটির,mɐtɪɾ,মাডির,mɐdɪɾ,মাটির,hɐt̪ɪle,তারা,t̪ɐɾɐ,Earthen,4. er-,earthen
মাঠ,matʰɔ,মাঠ,mɐtʰ,মাঠ,mɐtʰ,মাঠ,mɐtʰ,মাঠ,mɐtʰ,হাইবার,hɐ͡ɪ̯bɐɾ,Field,pelə-,field
মাঠটা,matʰta,মাঠটা,mɐtʰtɐ,মাঠ,mɐtʰ,মাঠটা,mɐtʰtɐ,মাঠকান,mɐtʰkɐn,মাঠ,mɐtʰ,Field,pelə-,field
মাত্র,mat̪rɔ,ক্যাবল,kɛbɔl,মাত্র,mɐt̪ɾo,মাত্র,mɐt̪ɾo,মাত্র,mɐt̪ɾo,মাত্র,mɐt̪ɾo,Only,oi-no-,only
মাথা,mat̪ʰa,মাথা,mɐt̪ʰɐ,মাথা,mɐt̪ʰɐ,মাথা,mɐt̪ʰɐ,মাতা,mɐt̪ɐ,মাথা,mɐt̪ʰɐ,Head,kap-ut,head
মাধ্যম,mad̪̤d͡zɔmɔ,মাইধ্যম,mɐ͡ɪ̯d̪d̪ʱom,যোগাযোগ,ɟogɐɟog,মাধ্যম,mɐd̪d̪ʱom,মাধ্যম,mɐd̪d̪ʱom,মাধ্যম,mɐd̪d̪ʱom,Medium,medhi-,medium
মাধ্যমে,mad̪̤d͡zɔme,মাইধ্যমে,mɐ͡ɪ̯d̪d̪ʱome,মাইধ্যমে,mɐ͡ɪ̯d̪d̪ʱome,মাধ্যমে,mɐd̪d̪ʱome,মাধ্যমে,mɐd̪d̪ʱome,মাদ্যমে,mɐd̪d̪ome,Through,5. ter-,through
মান,man̪ɔ,মান,mɐn,সম্মানোর,ʃɔmmɐnoɾ,মান,mɐn,মান,mɐn,মান,mɐn,Values,u̯al-,value
মানলাম,man̪l̪amɔ,মানছি,mɐncʰɪ,মানলাম,mɐnlɐm,মানলাম,mɐnlɐm,মাইনলাম,mɐ͡ɪ̯nlɐm,নো,mɐnɪle,Compliant,2. plāk-,complaint
মানসিক,man̪s̪ikɔ,মানসিক,mɐnoʃɪk,মানসিক,mɐnoʃɪk,মানসিক,mɐnoʃɪk,মানষিকভাবে,mɐnoʃɪkbʱɐbe,মানসিক,mɐnoʃɪk,Mental,2. menth-,mental
মানায়,man̪ae̯,মানায়,mɐnɐe̯,মানায়,mɐnɐe̯,মানায়,mɐnɐe̯,মানায়,mɐnɐe̯,মানায়,mɐnɐe̯,Adherent,ghais-,adhere
মানি,man̪i,টাহা,tɐhɐ,ওর,oɾ,মানি,mɐnɪ,মানি,mɐnɪ,মানি,mɐnɪ,Money,kenəkó-,honey
মানিয়ে,man̪ie̯e,মানাইয়া,mɐnɐ͡ɪ̯ʲɐ,মানিয়া,mɐnɪʲɐ,মানায়া,mɐnɐʲɐ,মানাই,mɐnɐ͡ɪ̯,চলন,cɔlon,Adapt,1. ap-,adept
মানুষ,man̪uʂ,মানু,mɐnu,মানুষ,mɐnuʃ,মানুষ,mɐnuʃ,মানুষ,mɐnuʃ,মানুষ,mɐnuʃ,Man,manu-s,man
মানুষ,man̪uʂɔ,মানু,mɐnu,মানুষ,mɐnuʃ,মানুষ,mɐnuʃ,মানুষ,mɐnuʃ,মানুষ,mɐnuʃ,Man,manu-s,man
মানুষই,man̪uʂi,মানু,mɐnu,মানুষই,mɐnuʃɪ,মানুষই,mɐnuʃɪ,মানুষই,mɐnuʃɪ,মানুষ,mɐnuʃ,Man,manu-s,man
মানুষকে,man̪uʂke,মানেরে,mɐneɾe,এউ,e͡u̯,মানুষরে,mɐnuʃɾe,মৃত্যু,mɾɪt̪t̪u,ইন্তেকাল,ɪnt̪ekɐl,Man,manu-s,man
মানুষগুলো,man̪uʂɡul̪o,মানেরা,mɐneɾɐ,মানুষ,mɐnuʃ,মানুষগুলা,mɐnuʃgulɐ,মানুষগুন,mɐnuʃgun,তারা,t̪ɐɾɐ,Man,manu-s,man
মানুষগুলোকে,man̪uʂɡul̪oke,মানুগুলা,mɐnugulɐ,লাগার,lɐgɐɾ,মানুষগুলোরে,mɐnuʃguloɾe,মানুষগুন,mɐnuʃgun,মানুষওন,mɐnuʃon,Man,manu-s,man
মানুষটা,man̪uʂta,মানুডা,mɐnudɐ,মানুষগুতা,mɐnuʃgut̪ɐ,মানুষটা,mɐnuʃtɐ,মানুষ,mɐnuʃ,দে,d̪e,Man,manu-s,man
মানুষটাই,man̪uʂtai,মানুডা,mɐnudɐ,মানুষটাউ,mɐnuʃtɐ͡u̯,মানুষটাই,mɐnuʃtɐ͡ɪ̯,মানুষকানই,mɐnuʃkɐnɪ,মানুষ্কান,mɐnuʃkɐn,Man,manu-s,man
মানুষটার,man̪uʂtarɔ,মানের,mɐneɾ,মানুষটার,mɐnuʃtɐɾ,মানুষটার,mɐnuʃtɐɾ,মানুষগার,mɐnuʃgɐɾ,মানুষ,mɐnuʃ,Man,manu-s,man
মানুষটি,man̪uʂti,মানুডা,mɐnudɐ,ওর,oɾ,মানুষটা,mɐnuʃtɐ,মানুষটি,mɐnuʃtɪ,হোন্না?,honnɐ?,Man,manu-s,man
মানুষটিকে,man̪uʂtike,মানুডারে,bʱɐlobɐʃben,মানুষটাকে,mɐnuʃtɐke,মানুষটারে,mɐnuʃtɐɾe,মানুষগারে,mɐnuʃgɐɾe,মানুষোরে,mɐnuʃoɾe,Man,manu-s,man
মানুষদের,man̪uʂd̪erɔ,মানুগো,mɐnugo,মানুষদের,mɐnuʃd̪eɾ,মানুষরার,mɐnuʃɾɐɾ,মানুষগোর,mɐnuʃgoɾ,মানুষর,mɐnuʃɔɾ,People,ptel(e)i̯ā,popple
মানুষরা,man̪uʂra,মানে,mɐne,মানুষরা,mɐnuʃɾɐ,মানুষরা,mɐnuʃɾɐ,মানুষেরা,mɐtɪɾ,মানুষ,mɐnuʃ,People,ptel(e)i̯ā,popple
মানুষের,man̪uʂerɔ,মানুর,mɐnuɾ,মানুষের,mɐnuʃeɾ,মানুষের,mɐnuʃeɾ,মানুষের,mɐnuʃeɾ,মানুষর,mɐnuʃɔɾ,Man,manu-s,man
মানুষেরা,man̪uʂera,মানুরা,mɐnuɾɐ,মানুষেরা,mɐnuʃeɾɐ,মানুষরা,mɐnuʃɾɐ,মাইনসেরা,mɐ͡ɪ̯nʃeɾɐ,মানুষরা,mɐnuʃɾɐ,Man,manu-s,man
মানুুষ,man̪uuʂɔ,মানু,mɐnu,মানুষ,mɐnuʃ,মানুুষ,mɐnuʃ,মানষ,mɐnoʃ,মানুষ,mɐnuʃ,Man,manu-s,man
মানে,man̪e,মানে,mɐne,পাওয়া,pɐ͡o̯ʷɐ,মানে,mɐne,বলতে,bolt̪e,মানে,mɐne,Mean,mei-no-,mean
মানের,man̪erɔ,মানের,mɐneɾ,বাক্কা,bɐkkɐ,মানের,mɐneɾ,মানের,mɐneɾ,উচ্চমানর,uccomɐnoɾ,Quality,ku̯o-,quality
মাফ,maɸɔ,মাফ,mɐpʰ,মাফ,mɐpʰ,মাফ,mɐpʰ,মাফ,mɐpʰ,মাফ,mɐpʰ,Forgiveness,ghabh-,forgiven
মামলা,maml̪a,মামলা,mɐmlɐ,মামলা,mɐmlɐ,মামলা,mɐmlɐ,মামলা,mɐmlɐ,মামলা,mɐmlɐ,Case,1. k̑ad-,case
মামা,mama,মামা,mɐmɐ,মামা,mɐmɐ,মামা,mɐmɐ,মামা,mɐmɐ,মো,mo,Uncle,au̯o-s,uncle
মামাতো,mamat̪o,মামাতো,mɐmɐt̪o,মামাত্তো,mɐmɐt̪t̪o,মামাতো,mɐmɐt̪o,মামতো,mɐmt̪o,মতো,mɔt̪o,Cousin,su̯esor-,cousin
মামারা,mamara,মামারা,mɐmɐɾɐ,ওর,oɾ,মামারা,mɐmɐɾɐ,মামুরা,mɐmuɾɐ,গুতা,gut̪ɐ,Mama,3. mā,mama
মায়ের,mae̯erɔ,মায়ের,mɐʲeɾ,মাই,mɐ͡ɪ̯,মায়ের,mɐʲeɾ,মার,mɐɾ,মার,mɐɾ,Mother,1. meu-,mother
মার,marɔ,মায়ের,mɐʲeɾ,মার,mɐɾ,তার,t̪ɐɾ,আদর,ɐd̪oɾ,মার,mɐɾ,Beating,2. b(e)u-,beastings
মারত,marɔt̪ɔ,মারতে,mɐɾt̪e,পিটাইতো,pɪtɐ͡ɪ̯t̪o,মারত,mɐɾt̪o,মাইরতো,mɐ͡ɪ̯ɾot̪o,মারিতো,mɐɾɪt̪o,Beating,2. b(e)u-,beastings
মারতে,mart̪e,পিডাইতে,pɪdɐ͡ɪ̯t̪e,মারতে,mɐɾt̪e,মারতে,mɐɾt̪e,মাইরতে,mɐ͡ɪ̯ɾt̪e,মাইত্তে,mɐ͡ɪ̯t̪t̪e,Beating,2. b(e)u-,beastings
মারবে,marbe,মারবে,mɐɾbe,আর,ɐɾ,মারব,mɐɾbo,মারবে,mɐɾbe,মারিব,mɐɾɪb,Beating,2. b(e)u-,beastings
মারা,mara,মইরা,mo͡ɪ̯ɾɐ,মারা,mɐɾɐ,মইরা,mo͡ɪ̯ɾɐ,মরি,moɾɪ,মরি,moɾɪ,Kill,1. gu̯el-,kill
মারাত্মক,marat̪mɔkɔ,কঠিন,kotʰɪn,ব্যবহার,bɛbohɐɾ,মারাত্মক,ɾogeɾ,মারাত্মক,mɐɾɐt̪t̪ok,মারাত্মক,ɾogoɾ,Fierce,g̑hu̯ē̆r-,fierce
মারার,mararɔ,মারার,mɐɾɐɾ,মারার,mɐɾɐɾ,মারার,mɐɾɐɾ,মারার,mɐɾɐɾ,মারিবার,mɐɾɪbɐɾ,Beating,2. b(e)u-,beastings
মারি,mari,মারি,mɐɾɪ,মারি,mɐɾɪ,মারি,mɐɾɪ,মারি,mɐɾɪ,মারি,mɐɾɪ,Mari,6. mer-,mar
মার্বেল,marbel̪ɔ,মার্বেল,mɐɾbel,মার্বেল,mɐɾbel,মার্বেল,mɐɾbel,মার্বোল,mɐɾbol,মার্বেল,mɐɾbel,Marble,5. mer-,marble
মালিশ,mal̪iɕɔ,মালিশ,mɐlɪʃ,মালিশ,mɐlɪʃ,মালিশ,mɐlɪʃ,লাগায়,lɐgɐe̯,দে,d̪e,Massage,ag̑-,embassage
মাস,mas̪,মাস,mɐʃ,মাস,mɐʃ,মাস,mɐʃ,মাস,mɐʃ,মাস,mɐʃ,Month,mēnōt,month
মাস,mas̪ɔ,মাস,mɐʃ,মাস,mɐʃ,মাস,mɐʃ,মাস,mɐʃ,সাত,ʃɐt̪,Month,mēnōt,month
মাসে,mas̪e,মাসে,mɐʃe,মাসো,mɐʃo,মাসে,mɐʃe,মাসে,mɐʃe,মাস,mɐʃ,Me,1. me-,me
মাসের,mas̪erɔ,মাসের,mɐʃeɾ,মাসর,mɐʃoɾ,মাসের,mɐʃeɾ,মাসের,mɐʃeɾ,মাসর,mɐʃoɾ,Month,mēnōt,month
মাস্টার্স,mas̪tars̪ɔ,মাশটার্স,mɐʃtɐɾs,মাস্টার্স,mɐstɐɾs,মাস্টার্স,mɐstɐɾs,মাসটার,mɐʃtɐɾ,অত,ɔt̪o,Masters,meg̑(h)-,master
মােমবাতি,maembat̪i,মোম,mom,ঘরও,gʱɔɾo,মােমবাত্তি,mɐembɐt̪t̪ɪ,মোমবাতি,mombɐt̪ɪ,গর,gɔɾ,Membrane,mēmso-,membrane
মায়া,mae̯a,পিরথিবির,pɪɾot̪ʰɪbɪɾ,মায়া,mɐʲɐ,মায়া,mɐʲɐ,মায়া,mɐʲɐ,হাডাই,hɐdɐ͡ɪ̯,Illusion,leid-,illusion
মায়ের,mae̯erɔ,মায়ের,mɐʲeɾ,মাইয়ের,mɐ͡ɪ̯ʲeɾ,মায়ের,mɐʲeɾ,মার,mɐɾ,মায়ের,mɐʲeɾ,Mother,1. meu-,mother
মিছিল,mit͡ɕʰil̪ɔ,বিজয়,bɪɟɔe̯,ওর,oɾ,মিছিল,mɪcʰɪlo,মিছিল,mɪcʰɪlo,শুরু,ʃuɾu,Procession,sed-,cession
মিথ্যা,mit̪ʰd͡za,মিছা,mɪcʰɐ,মিথ্যা,mɪt̪t̪ʰɐ,মিথ্যা,mɪt̪t̪ʰɐ,মিথ্যা,mɪt̪t̪ʰɐ,মিসা,mɪsɐ,False,2. bhā-,fable
মিনু,min̪u,মিনু,mɪnu,নাম,nɐm,মিনু,mɪnu,মিনু,mɪnu,মিনু,mɪnu,Minu,5. mei-,minus
মিল,mil̪ɔ,মিল,mɪl,মিল,mɪl,মিল,mɪl,মিল,mɪl,মিল,mɪl,Union,oi-no-,union
মিলিয়ে,mil̪ie̯e,মিলাইয়া,mɪlɐ͡ɪ̯ʲɐ,মিলাইয়া,mɪlɐ͡ɪ̯ʲɐ,মিলায়া,mɪlɐʲɐ,মিলাই,mɪlɐ͡ɪ̯,মিলিয়েরে,mɪlɪʲeɾe,By,ambhi,by
মিশতাম,miɕt̪am,মেশতাম,meʃt̪ɐm,মিসতাম,mɪst̪ɐm,মিশতাম,mɪʃt̪ɐm,মিশতাম,mɪʃt̪ɐm,লই,lɔ͡ɪ̯,Me,1. me-,me
মিষ্টি,miʂti,মিষ্টি,mɪʃtɪ,মিষ্টি,mɪʃtɪ,মিষ্টি,cɐ̃nd̪eɾ,মিষ্টি,mɪʃtɪ,মিষ্টি,mɪʃtɪ,Sweet,su̯ād-,sweet
মুকুল,mukul̪ɔ,বোল,bol,মুকুল,mukul,মুকুল,mukul,মুকুল,mukul,আমগাছর,ɐmgɐcʰoɾ,Mulberry,"1. bhā- , moro-",mulberry
মুকুলে,mukul̪e,বোলে,bole,মুকুল,mukul,মুকুলে,mukule,মুকুলে,mukule,বয়স,bɔʲoʃ,Mulberry,"1. bhā- , moro-",mulberry
মুক্তি,mukt̪i,পামু,pɐmu,মুক্তি,mukt̪ɪ,মুক্তি,mukt̪ɪ,তুন,t̪un,মুক্তি,mukt̪ɪ,Release,(s)lēg-,release
মুখ,mukʰɔ,মুখ,d̪ɛhɐ͡ɪ̯nnɐɾ,দেখানির,d̪ɛxɐnɪɾ,মুখ,mukʰ,মুখ,mukʰ,আর,ɐɾ,Face,2. dhē-,face
মুখের,mukʰerɔ,মুখের,mukʰeɾ,মুখের,mukʰeɾ,মুহের,muheɾ,বাইচ্চার,bɐ͡ɪ̯ccɐɾ,মুখর,muxoɾ,Face,2. dhē-,face
মুগ্ধ,muɡɔd̪̤ɔ,মুগ্ধ,mugd̪ʱo,মুগ্ধ,mugd̪ʱo,মুগ্ধ,mugd̪ʱo,মুগ্ধ,mugd̪ʱo,মুগ্ধ,mugd̪ʱo,Fascinated,bhasko-,fascinate
মুগ্ধতায়,muɡɔd̪̤ɔt̪ae̯ɔ,মুগ্ধতায়,mugd̪ʱot̪ɐe̯,মুগ্ধতাত,mugd̪ʱot̪ɐt̪,মুগ্ধতায়,mugd̪ʱot̪ɐe̯,মুগ্ধতায়,mugd̪ʱot̪ɐe̯,এই,e͡ɪ̯,With,1. u̯ī̆-,with
মুছে,mut͡ɕʰe,মুইচ্ছা,mu͡ɪ̯ccʰɐ,মুছাইয়া,mucʰɐ͡ɪ̯ʲɐ,মুইচ্ছা,mu͡ɪ̯ccʰɐ,মুছি,mucʰɪ,মুচি,mucɪ,Wiping,u̯e-n-gh-,wing
মুরগি,murɡi,মুরহা,muɾhɐ,বেশি,beʃɪ,মুরগি,muɾgɪ,মুরগি,muɾgɪ,বেসি,beʃɪ,Chicken,gēu-,chicken
মুরগির,murɡirɔ,ছাও,cʰɐ͡o̯,বাচ্চা,bɐccɐ,মুরগির,muɾgɪɾ,সা,ʃɐ,সা,ʃɐ,Chicken,gēu-,chicken
মুরগী,murɡi,মুরহা,muɾhɐ,মুরগি,muɾgɪ,মুরগী,muɾgɪ,মুরগি,muɾgɪ,কুরো,kuɾo,Chicken,gēu-,chicken
মুরগীর,murɡirɔ,মুরহার,muɾhɐɾ,মোরগির,moɾgɪɾ,মুরগীর,muɾgɪɾ,মুরগির,muɾgɪɾ,কুরোর,kuɾoɾ,Chicken,gēu-,chicken
মুড়ি,muɽi,বানাও,bɐnɐ͡o̯,মুরি,muɾɪ,মুড়ি,bɐnɐ͡o̯,বানাও,bɐnɐ͡o̯,মুড়ি,muɽɪ,Fist,pn̥ksti-,fist
মূল্যবান,mul̪d͡zɔban̪ɔ,দামী,d̪ɐmɪ,দামী,d̪ɐmɪ,হইল,ho͡ɪ̯l,প্রিয়,pɾɪʲo,বেরা,beɾɐ,Valuable,7. u̯el-,valvule
মৃত্যু,mɽit̪d͡zu,মরন,mɔɾon,মরণ,mɔɾon,মৃত্যু,mɾɪt̪t̪u,হইত্তেকটা,ho͡ɪ̯t̪t̪ektɐ,রতিকান,ɾot̪ɪkɐn,Death,2. dheu-,death
মৃত্যুকে,mɽit̪d͡zuke,মরন,mɔɾon,মরণরে,mɔɾonoɾe,মৃত্যুরে,mɾɪt̪t̪uɾe,মৃত্যুরে,mɾɪt̪t̪uɾe,মৃত্যুরে,mɾɪt̪t̪uɾe,Death,2. dheu-,death
মে,me,যে,ɟe,যেন,ɟeno,মে,me,হালায়,hɐlɐe̯,যে,ze,May,magh-,may
মেকআপ,mekapɔ,মেকাপ,mt̪kɐp,সাজাই,ʃɐɟɐ͡ɪ̯,মেকআপ,mekɐp,মেকআপ,mekɐp,মেকআপ,mekɐp,Makeup,mag̑-,makeup
মেকআপই,mekapi,মেকাপই,mt̪kɐpɪ,মেকআপ,mekɐp,মেকআপই,mekɐpɪ,মেকআপই,mekɐpɪ,মেকাপি,mt̪kɐpɪ,Makeup,mag̑-,makeup
মেঘের,me̤ɡ̤erɔ,মেঘের,megʱeɾ,ওর,oɾ,মেঘের,megʱeɾ,মেঘের,megʱeɾ,মিয়ালার,mɪʲɐlɐɾ,Cloud,1. gel-,cloud
মেটানোর,metan̪orɔ,মিডাইন্নার,mɪdɐ͡ɪ̯nnɐɾ,মিটানির,mɪtɐnɪɾ,মিটানোর,mɪtɐnoɾ,মিটানোর,mɪtɐnoɾ,মিটাইবেল্লাই,mɪtɐ͡ɪ̯bellɐ͡ɪ̯,Reconcile,6. kel-,reconcile
মেঠো,metʰo,মাডির,mɐdɪɾ,মাঠ,mɐtʰ,মেঠো,metʰo,মেঠো,metʰo,মেঠো,metʰo,Meth,mōd-,met
মেনে,men̪e,যায়,ɟɐe̯,মানিয়া,mɐnɪʲɐ,মানে,mɐne,হার,hɐɾ,দে,d̪e,Compliant,2. plāk-,complaint
মেয়ে,mee̯e,মাইয়া,mɐ͡ɪ̯ʲɐ,ফুড়ি,pʰuɽɪ,ছেড়ি,cʰeɽɪ,মাইয়া,mɐ͡ɪ̯ʲɐ,মাইয়্যা,mɐ͡ɪ̯ʲlɐ,Girl,g̑herdh-,girdle
মেয়েও,mee̯eo,মাইয়াও,mɐ͡ɪ̯ʲɐ͡o̯,ফুুড়িও,fuɽɪ͡o̯,মাইয়াও,mɐ͡ɪ̯ʲɐ͡o̯,মাইয়া,konɐ͡ɪ̯,মাইয়াফোয়াও,mɐ͡ɪ̯ʲɐfoʷɐ͡o̯,Girl,g̑herdh-,girdle
মেয়েটি,mee̯eti,মাইয়াডা,mɐ͡ɪ̯ʲɐdɐ,ফুরি,pʰuɾɪ,ছেড়িডা,cʰeɽɪdɐ,মাইয়াগা,mɐ͡ɪ̯ʲɐgɐ,মাইফোয়া,mɐ͡ɪ̯foʷɐ,Girl,g̑herdh-,girdle
মেয়ের,mee̯erɔ,মাইয়ার,mɐ͡ɪ̯ʲɐɾ,পুরির,puɾɪɾ,ছেড়ির,cʰeɽɪɾ,মাইয়ার,mɐ͡ɪ̯ʲɐɾ,মাইয়্যার,mɐ͡ɪ̯ʲzɐɾ,Girl,g̑herdh-,girdle
মেরে,mere,মাইররা,mɐ͡ɪ̯ɾɾɐ,মাতছে,mɐt̪cʰe,মাইরা,mɐ͡ɪ̯ɾɐ,মারি,mɐɾɪ,গুতো,gut̪o,Beating,2. b(e)u-,beastings
মেললেই,mel̪l̪ei,খুললেই,kʰulle͡ɪ̯,মেললেউ,melle͡u̯,মেললেই,melle͡ɪ̯,এইগা,e͡ɪ̯gɐ,মেলিলেই,melɪle͡ɪ̯,Melter,3. mē-,meter
মেসি,mes̪i,মেসি,mesɪ,খেলোয়াড়,kʰeloʷɐɽ,মেসি,mesɪ,মেসি,mesɪ,মেসি,mesɪ,Messi,smeit-,mess
মেসিকে,mes̪ike,মেসিরে,mesɪɾe,মেসিরে,mesɪɾe,মেসিরে,mesɪɾe,মেসিরে,mesɪɾe,মেসিরে,mesɪɾe,Messi,smeit-,mess
মেহমান,mehɔman̪ɔ,মেহমান,mehmɐn,মেমান,memɐn,মেমান,memɐn,মেহমান,mehmɐn,মেহমান,mehmɐn,Guest,ghosti-s,guest
