bangla_speech,regional,regional_ipa,bangla_speech_ipa
আমি আপনার সঙ্গে আছি,বরিশাল মুই আম্নের লগে আছি,bɐɾɔhɐl mu͡ɪ̯ ɐmneɾ lɔge ɐcʰɪ,ami apn̪arɔ s̪ɔŋɡe at͡ɕʰi
আমার আব্বু বিদেশে থাকে,বরিশাল মোর আব্বায় বিদেশ থাহে,bɐɾɔhɐl moɾ ɐbbɐe̯ bɪd̪eʃ t̪ʰɐhe,amarɔ abbu bid̪eɕe t̪ʰake
আমার ছোটো ভাই দুই মাস পর বিদেশে পড়ালেখা করতে যাবে,বরিশাল মোর ছোডো ভাই দুই মাস পর বিদেশ পরালেহা করতে যাইবে,bɐɾɔhɐl moɾ cʰodo bʱɐ͡ɪ̯ d̪u͡ɪ̯ mɐʃ pɔɾ bɪd̪eʃ pɔɾɐlehɐ koɾt̪e ɟɐ͡ɪ̯be,amarɔ t͡ɕʰoto b̤ai d̪ui mas̪ɔ pɔrɔ bid̪eɕe pɔɽal̪ekʰa kɔrɔt̪e d͡zabe
আমার বড় বোন আমাকে অনেক ভালবাসে,বরিশাল মোর বড় বুইন মোরে অনেক ভালবাসে,bɐɾɔhɐl moɾ bɔɽo bu͡ɪ̯n moɾe ɔnek bʱɐlbɐʃe,amarɔ bɔɽɔ bon̪ɔ amake on̪ekɔ b̤al̪bas̪e
আমার বড় বোনকে আমি অনেক ভালবাসি,বরিশাল মোর বড় বুইন রে মুই অনেক ভালবাসি,bɐɪʃɐl moɾ bɔɽo bu͡ɪ̯n ɾe mu͡ɪ̯ ɔnek bʱɐlbɐʃɪ,amarɔ bɔɽɔ bon̪ke ami on̪ekɔ b̤al̪bas̪i
আপনার বড় বোনের কি বিয়ে হয়ে গেছে ?,বরিশাল আম্নের বড় বুইনের কি বিয়া হইয়া গ্যাছে ?,bɐɾɔhɐl ɐmneɾ bɔɽo bu͡ɪ̯neɾ kɪ bɪʲɐ ho͡ɪ̯ʲɐ gɛcʰe?,apn̪arɔ bɔɽɔ bon̪erɔ ki bie̯e he̯e ɡet͡ɕʰe ?
তোর বড় ভাইয়ের নাম কি ?,বরিশাল তোর বড় ভাইয়ের নাম কি ?,bɐɾɔhɐl t̪oɾ bɔɽo bʱɐ͡ɪ̯ʲeɾ nɐm kɪ?,t̪orɔ bɔɽɔ b̤aie̯erɔ n̪amɔ ki ?
তোর বড় ভাইয়ের সাথে আমার বিয়ে হওয়ার কথা চলতাসে,বরিশাল তোর বড় ভাইয়ে্র লগে মোর বিয়া হওয়ার কতা চলতেয়াছে,bɐɾohɐl t̪oɾ bɔɽo bʱɐ͡ɪ̯ʲeɾ lɔge moɾ bɪʲɐ hoʷɐɾ kɔt̪ɐ cɔlt̪eʲɐcʰe,t̪orɔ bɔɽɔ b̤aie̯erɔ s̪at̪ʰe amarɔ bie̯e hoe̯arɔ kɔt̪ʰa t͡ɕɔl̪ɔt̪as̪e
বিদেশে ঘুরতে যাওয়া আমার স্বপ্ন,বরিশাল বিদেশ ঘোরতে যাওয়া মোর স্বপ্ন,bɐɾɔhɐl bɪd̪eʃ gʱoɾt̪e ɟɐ͡o̯ʷɐ moɾ ʃɔpno,bid̪eɕe ̤ɡ̤urt̪e d͡zaoe̯a amarɔ s̪bɔpn̪ɔ
আমি কখনই তোমাকে ভুলবো না,বরিশাল মুই কহনই তোমারে ভুল্মু না,bɐɾɪʃɐl mu͡ɪ̯ kɔhonɪ t̪omɐɾe bʱulmu nɐ,ami kɔkʰɔn̪i t̪omake b̤ul̪bo n̪a
তুমি আমার জীবনের আলো,বরিশাল তুমি মোর জীবনের আলো,bɐɾɔhɐl t̪umɪ moɾ ɟɪbɔneɾ ɐlo,t̪umi amarɔ d͡ʑibn̪erɔ al̪o
সকালে পড়াশোনা করা ভালো উপায়,বরিশাল সকালে পরালেহা করা ভালো উপায়,bɐɽhɐl ʃɔkɐle pɔɾɐlehɐ kɔɾɐ bʱɐlo upɐe̯,s̪ɔkal̪e pɔɽaɕon̪a kɔra b̤al̪o upae̯
পরীক্ষার জন্য সকালে পড়াশোনা করা ভালো হয়,বরিশাল পরীক্ষার লইজ্ঞা সকালে পরালেহা করা ভালো,bɐɾɐl poɾɪkkʰɐɾ lo͡ɪ̯ggɐ ʃɔkɐle pɔɾɐlehɐ kɔɾɐ bʱɐlo,pɔrikʂarɔ d͡ʑɔn̪d͡zɔ s̪ɔkal̪e pɔɽaɕon̪a kɔra b̤al̪o he̯ɔ
সকালে পড়াশোনা করে প্রতিদিন শুরু করা ভালো হয়,বরিশাল সকালে পরালেহা কইররা পেরত্তেকদিন শুরু করা ভালো হয়,bɐɾɔhɐl ʃɔkɐle pɔɾɐlehɐ ko͡ɪ̯ɾɾɐ peɾt̪t̪ekd̪ɪn ʃuɾu kɔɾɐ bʱɐlo hɔe̯,s̪ɔkal̪e pɔɽaɕon̪a kɔre prɔt̪id̪in̪ɔ ɕuru kɔra b̤al̪o he̯ɔ
সকালে পড়াশোনা করে আমি আরামে মনোযোগ দিতে পারি,বরিশাল সকালে পরালেহা কইররা মুই আরামে মনোযোগ দেতে পারি,bɐɾɔhɐl ʃɔkɐle pɔɾɐlehɐ ko͡ɪ̯ɾɾɐ mu͡ɪ̯ ɐɾɐme monoɟog d̪et̪e pɐɾɪ,s̪ɔkal̪e pɔɽaɕon̪a kɔre ami arame mɔn̪od͡zoɡɔ d̪it̪e pari
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো,বরিশাল সকালের শুরুতেই পরালেহা শুরু করা ভালো,bɐɾɔhɐl ʃɔkɐleɾ ʃuɾut̪e͡ɪ̯ pɔɾɐlehɐ ʃuɾu kɔɾɐ bʱɐlo,s̪ɔkal̪erɔ ɕurut̪ei pɔɽaɕon̪a ɕuru kɔra b̤al̪o
অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন,বরিশাল অনেকদিন আগে এক গেরামে এক টুপি বিক্রেতা আল্লে,bɐɾɔhɐl ɔnekd̪ɪn ɐge ɛk geɾɐme ɛk tupɪ bɪkɾet̪ɐ ɐlle,on̪ekd̪in̪ɔ aɡe ekɔ ɡɔrame ekɔ tupi bikret̪a t͡ɕʰil̪en̪
তিনি একদিন পাশের গ্রামে গিয়ে টুপি বিক্রি করছিলেন,বরিশাল হ্যায় একদিন পাশের গেরামে যাইয়া টুপি বেছতেয়াছেলে,bɐɾɔhɐl hɛe̯ ɛkd̪ɪn pɐʃeɾ geɾɐme ɟɐ͡ɪ̯ʲɐ tupɪ becʰot̪eʲɐcʰele,t̪in̪i ekd̪in̪ɔ paɕerɔ ɡɔrame ɡie̯e tupi bikri kɔrɔt͡ɕʰil̪en̪
তিনি রাস্তা দিয়ে তার গ্রামের দিকে ফিরছিলেন,বরিশাল হ্যায় রাস্তা দিয়া হ্যার গেরামের দিক যাইতেয়াছেলে,bɐɾɔʃɐl hɛe̯ ɾɐst̪ɐ d̪ɪʲɐ hɛɾ geɾɐmeɾ d̪ɪk ɟɐ͡ɪ̯t̪eʲɐcʰele,t̪in̪i ras̪t̪a d̪ie̯e t̪arɔ ɡɔramerɔ d̪ike ɸirt͡ɕʰil̪en̪
সেই সময় পাশ দিয়ে এক শিয়াল যাচ্ছিল,বরিশাল হ্যাই কালে লগে দিয়া এউক্কা হিয়াল যাইতেয়াছেলে,bɐɾɔhɐl hɛ͡ɪ̯ kɐle lɔge d̪ɪʲɐ e͡u̯kkɐ hɪʲɐl ɟɐ͡ɪ̯t̪eʲɐcʰele,s̪ei s̪ɔme̯ɔ paɕɔ d̪ie̯e ekɔ ɕie̯al̪ɔ d͡zat͡ɕt͡ɕʰil̪
আমাকে সেখানে নিয়ে চলো,বরিশাল মোরে হেইহানে লইয়া লও,bɐɪʃɐl moɾe he͡ɪ̯hɐne lɔ͡ɪ̯ʲɐ lɔ͡o̯,amake s̪ekʰan̪e n̪ie̯e t͡ɕɔl̪o
এরপর থেকে তারা দুজনই সবজি বাগানে গিয়ে পেট ভরে খাবার খেতো,বরিশাল হেইয়ার পর থেইক্কা হ্যারা দুইজন সবজি বাগানে যাইয়া প্যাট ভইররা খাওন খাইতে, bɐɪʃɐl he͡ɪ̯ʲɐɾ pɔɾ t̪ʰe͡ɪ̯kkɐ hɛɾɐ d̪u͡ɪ̯ɟɔn ʃɔbɟɪ bɐgɐne ɟɐ͡ɪ̯ʲɐ pɛt bʱo͡ɪ̯ɾ,erɔpɔrɔ t̪ʰeke t̪ara d̪ud͡ʑn̪i s̪ɔbɔd͡ʑi baɡan̪e ɡie̯e petɔ b̤ɔre kʰabarɔ kʰet̪o
এখন তুমি গান গাইতে পারবে না,বরিশাল এহন তুমি গান গাইতে পারবা না,bɐɾɔhɐl ehon t̪umɪ gɐn gɐ͡ɪ̯t̪e pɐɾbɐ nɐ,ekʰɔn̪ɔ t̪umi ɡan̪ɔ ɡait̪e parbe n̪a
আমি গান গাইতে চাই,বরিশাল মুই গান গাইতে চাই,bɐɾɔhɐl mu͡ɪ̯ gɐn gɐ͡ɪ̯t̪e cɐ͡ɪ̯,ami ɡan̪ɔ ɡait̪e t͡ɕai
এখন যদি তুমি গান গাও তবে চাষী শুনতে পাবে,বরিশাল এহন যদি তুমি গান গাও তয় চাষায় হোনবে,bɐɾɔhɐl ehon ɟod̪ɪ t̪umɪ gɐn gɐ͡o̯ t̪ɔe̯ cɐʃɐe̯ honbe,ekʰɔn̪ɔ d͡zɔd̪i t̪umi ɡan̪ɔ ɡao t̪ɔbe t͡ɕaʂi ɕun̪t̪e pabe
একদিন নদীর ধারে একটি গাছে কাঠ কাটার সময় তার কুড়ালটি নদীর জলের মধ্যে পড়ে যায়,বরিশাল একদিন নদীর ধারে এউক্কা গাছে কাঠ কাডার কালে হ্যার কুড়ালডা নদীর পানতের মইধ্যে পইররা যায়,bɐɾɔhɐl ɛkd̪ɪn nod̪ɪɾ d̪ʱɐɾe e͡u̯kkɐ gɐcʰe kɐtʰ kɐdɐɾ kɐle hɛɾ kuɽɐldɐ nod̪ɪɾ pɐnt̪eɾ mo͡,ekd̪in̪ɔ n̪ɔd̪irɔ d̪̤are ekti ɡat͡ɕʰe katʰɔ katarɔ s̪ɔme̯ɔ t̪arɔ kuɽal̪ti n̪ɔd̪irɔ d͡ʑɔl̪erɔ mɔd̪̤d͡ze pɔɽe d͡zae̯
আমার নীল আকাশ দেখতে অনেক ভালো লাগে,বরিশাল মোর নীল আকাশ দ্যাখতে ম্যালা ভাল্লাগে,bɐɾɔhɐl moɾ nɪl ɐkɐʃ d̪ɛkʰt̪e mɛlɐ bʱɐllɐge,amarɔ n̪il̪ɔ akaɕɔ d̪ekʰt̪e on̪ekɔ b̤al̪o l̪aɡe
তোমার কি নীল আকাশ দেখতে ভালো লাগে ?,বরিশাল তোমার কি নীল আকাশ দ্যাখতে ভাল্লাগে?,bɐɪʃɐl t̪omɐɾ kɪ nɪl ɐkɐʃ d̪ɛkʰt̪e bʱɐllɐge?,t̪omarɔ ki n̪il̪ɔ akaɕɔ d̪ekʰt̪e b̤al̪o l̪aɡe ?
আমার পরীক্ষা দিতে একদমই ভালো লাগে না,বরিশাল মোর পরীক্ষা দেতে মোডেও ভাল্লাগেনা,bɐɾɔhɐl moɾ poɾɪkkʰɐ d̪et̪e mode͡o̯ bʱɐllɐgenɐ,amarɔ pɔrikʂa d̪it̪e ekɔd̪ɔmi b̤al̪o l̪aɡe n̪a
আপনার কি পরীক্ষা দিতে ভালো লাগে ?,বরিশাল আম্নের কি পরীক্ষা দেতে ভাল্লাগে?,bɐɾɔhɐl ɐmneɾ kɪ poɾɪkkʰɐ d̪et̪e bʱɐllɐge?,apn̪arɔ ki pɔrikʂa d̪it̪e b̤al̪o l̪aɡe ?
আপনি কেমন আছেন?,বরিশাল আম্নে কেমন আছেন?,bɐɪʃɐl ɐmne kɛmon ɐcʰen?,apn̪i kemɔn̪ɔ at͡ɕʰen̪ɔ?
আমি ভালো আছি,বরিশাল মুই ভালো আছি,bɐɾɔhɐl mu͡ɪ̯ bʱɐlo ɐcʰɪ,ami b̤al̪o at͡ɕʰi
কী করছেন আপনি এখন?,বরিশাল করতেয়াছেন কি আম্নে এহন?,bɐɾɔʃɐl koɾt̪eʲɐcʰen kɪ ɐmne ehon?,ki kɔrɔt͡ɕʰen̪ɔ apn̪i ekʰɔn̪ɔ?
আমি একটি বই পড়ছি,বরিশাল মুই একটা বই পড়তেয়াছি,bɐɾɔhɐl mu͡ɪ̯ ɛktɐ bo͡ɪ̯ poɽt̪eʲɐcʰɪ,ami ekti bi pɔɽɔt͡ɕʰi
আপনি কী অন্যান্য বই পড়েছেন?,বরিশাল আম্নে কি অন্য বই পড়ছেন?,bɐɾɪʃɐl ɐmne kɪ ɔnno bo͡ɪ̯ poɽcʰen?,apn̪i ki on̪d͡zan̪d͡zɔ bi pɔɽet͡ɕʰen̪ɔ?
তুমি কি সরকারি চাকরি করছো?,বরিশাল তুমি কি সরকারি চাকরি করতেয়াছো?,bɐɾɔhɐl t̪umɪ kɪ ʃɔɾkɐɾɪ cɐkɾɪ koɾt̪eʲɐcʰo?,t̪umi ki s̪ɔrɔkari t͡ɕakri kɔrɔt͡ɕʰo?
আমি একজন সরকারি কর্মকর্তা,বরিশাল মুই একজন সরকারি কর্মকর্তা,bɐɾɔhɐl mu͡ɪ̯ ɛkɟon ʃɔɾkɐɾɪ kɔɾmokɔɾt̪ɐ,ami ekɔd͡ʑɔn̪ɔ s̪ɔrɔkari kɔrmɔkɔrt̪a
তুমি কি চাকরি করছো?,বরিশাল তুমি কি চাকরি করতেয়াছো?,bɐɾɔhɐl t̪umɪ kɪ cɐkɾɪ koɾt̪eʲɐcʰo?,t̪umi ki t͡ɕakri kɔrɔt͡ɕʰo?
আমি একজন প্রফেশনাল ব্লগার হয়ে কাজ করছি,বরিশাল মুই এউক্কা প্রফেশনাল ব্লোগার হইয়া কাম করতেয়াছি, bɐɾʃɐl mu͡ɪ̯ e͡u̯kkɐ pɾopʰeʃonɐl blogɐɾ ho͡ɪ̯ʲɐ kɐm koɾt̪eʲɐcʰɪ,ami ekɔd͡ʑɔn̪ɔ prɔɸeɕn̪al̪ɔ bl̪ɔɡarɔ he̯e kad͡ʑɔ kɔrɔt͡ɕʰi
তুমি কোথায় চাকরি করছো?,বরিশাল তুমি কোম্মে চাকরি করতেয়াছো?,bɐɾɔhɐl t̪umɪ komme cɐkɾɪ koɾt̪eʲɐcʰo?,t̪umi kot̪ʰae̯ɔ t͡ɕakri kɔrɔt͡ɕʰo?
দূরে কোথাও যেখানে কেউ নেই ,বরিশাল দূরে যেইহানে কেউ নাই,bɐɾɔhɐl d̪uɾe ɟe͡ɪ̯hɐne ke͡u̯ nɐ͡ɪ̯,d̪ure kot̪ʰao d͡zekʰan̪e keu n̪ei 
আমি কেন সবসময় কষ্ট পাই?,বরিশাল মুই কির লইজ্ঞা হক্কলকালে কষ্ট পাই?,bɐɾɔʃɐl mu͡ɪ̯ kɪɾ lo͡ɪ̯ggɐ hokkolkɐle koʃto pɐ͡ɪ̯?,ami ken̪ɔ s̪ɔbɔs̪ɔme̯ɔ kɔʂtɔ pai?
আমার ভালোবাসায় কম কি ছিলো ?,বরিশাল মোর ভালোবাসায় কম কি আল্লেহ?,bɐɾɔhɐl moɾ bʱɐlobɐʃɐe̯ kɔm kɪ ɐlleh?,amarɔ b̤al̪obas̪ae̯ɔ kɔmɔ ki t͡ɕʰil̪o ?
তারা তিন ভাই ছিল কিন্তু তাদের মদ্ধে মিল ছিলো না,বরিশাল হ্যারা তিন ভাই আল্লেহ তয় হ্যাগো মইধ্যে মিল আল্লেহ না,bɐɾɔhɐl hɛɾɐ t̪ɪn bʱɐ͡ɪ̯ ɐlleh t̪ɔe̯ hɛgo mo͡ɪ̯d̪d̪ʱe mɪl ɐlleh nɐ,t̪ara t̪in̪ɔ b̤ai t͡ɕʰil̪ɔ kin̪t̪u t̪ad̪erɔ mɔd̪d̪̤e mil̪ɔ t͡ɕʰil̪o n̪a
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,বরিশাল আম্নে মোর লগে এমনে কতা কইতে পারেন না,bɐɪʃɐl ɐmne moɾ lɔge ɛmone kɔt̪ɐ ko͡ɪ̯t̪e pɐɾen nɐ,apn̪i amarɔ s̪at̪ʰe eb̤abe kɔt̪ʰa bɔl̪ɔt̪e paren̪ɔ n̪a
আপনি অনেক ভালো মানুষ ,বরিশাল আম্নে ম্যালা ভাল মানু,bɐɾɪʃɐl ɐmne mɛlɐ bʱɐlo mɐnu,apn̪i on̪ekɔ b̤al̪o man̪uʂɔ 
আমরা ঢাকায় থাকি ,বরিশাল মোরা ঢাকায় থাহি,bɐɾɔhɐl moɾɐ dʱɐkɐe̯ t̪ʰɐhɪ,amra d̤akae̯ɔ t̪ʰaki 
আমি ঢাকার মিরপুরে থাকি ,বরিশাল মুই ঢাকার মিরপুরে থাহি,bɐɾɪʃɐl mu͡ɪ̯ dʱɐkɐɾ mɪɾpuɾe t̪ʰɐhɪ,ami d̤akarɔ mirpure t̪ʰaki 
আমি তার চোথের মায়ায় পড়েছি ,বরিশাল মুই হ্যার চোহের মায়ায় পরছি,bɐɾcʰɪ mu͡ɪ̯ hɛɾ coheɾ mɐʲɐe̯ poɾcʰɪ,ami t̪arɔ t͡ɕot̪ʰerɔ mae̯ae̯ɔ pɔɽet͡ɕʰi 
তার হাসি অনেক সুন্দর,বরিশাল হ্যার হাসি বেমালা সুন্দর,bɐɾɔhɐl hɛɾ hɐʃɪ bemɐlɐ ʃund̪ɔɾ,t̪arɔ has̪i on̪ekɔ s̪un̪d̪ɔrɔ
সে তার পরিবারকে ভালবাসে ,বরিশাল হ্যায় হ্যার পরিবাররে ভালোবাসে,bɐɾɔhɐl hɛe̯ hɛɾ poɾɪbɐɾɾe bʱɐlobɐʃe,s̪e t̪arɔ pɔribarke b̤al̪bas̪e 
তার জন্য আমি সব কিছু করতে পারি ,বরিশাল হ্যার লইজ্ঞা মুই সবকিছু করতে পারি,bɐɾɪʃɔl hɛɾ lo͡ɪ̯ggɐ mu͡ɪ̯ ʃɔbkɪcʰu koɾt̪e pɐɾɪ,t̪arɔ d͡ʑɔn̪d͡zɔ ami s̪ɔbɔ kit͡ɕʰu kɔrɔt̪e pari 
আমি তাকে ভালবাসি ,বরিশাল মুই হ্যারে ভালোবাসি,bɐɾɔhɐl mu͡ɪ̯ hɛɾe bʱɐlobɐʃɪ,ami t̪ake b̤al̪bas̪i 
তার চুলগুলি অনেক লম্বা,বরিশাল হ্যার চুল গুলান একছের লোমবা,bɐɾɔhɐl hɛɾ cul gulɐn ɛkcʰeɾ lombɐ,t̪arɔ t͡ɕul̪ɡul̪i on̪ekɔ l̪ɔmba
তাকে কাজল দিলে অনেক ভালো লাগে,বরিশাল হ্যারে কাজল দেলে ম্যালা ভালো লাগে,bɐɾɔhɐl hɛɾe kɐɟol d̪ele mɛlɐ bʱɐlo lɐge,t̪ake kad͡ʑɔl̪ɔ d̪il̪e on̪ekɔ b̤al̪o l̪aɡe
তুমি কি আমায় ভালোবাসো না? ,বরিশাল তুমি কি মোরে ভালোবাসো না?,bɐɾɔhɐl t̪umɪ kɪ moɾe bʱɐlobɐʃo nɐ?,t̪umi ki amae̯ɔ b̤al̪obas̪o n̪a? 
তুমি বুঝো না কেন ?,বরিশাল তুমি বোঝো না ক্যা?,bɐɾɔhɐl t̪umɪ boɟʱo nɐ kɛ?,t̪umi bud͡ʑ̤o n̪a ken̪ɔ ?
সে গান গাইতে পছন্দ করে ,বরিশাল হ্যায় গান গাইতে পছন্দ করে,bɐɾɪʃɐl hɛe̯ gɐn gɐ͡ɪ̯t̪e pɔcʰond̪o koɾe,s̪e ɡan̪ɔ ɡait̪e pɔt͡ɕʰɔn̪d̪ɔ kɔre 
সে যেই মেয়েটিকে ভালবাসে ওই মেয়েটি ঢাকায় থাকে,বরিশাল হ্যায় যেই মাইয়াউজ্ঞা ভালোবাসে হ্যাই মাইয়াডা ঢাকায় থাহে,bɐɾɔʃɐl hɛe̯ ɟe͡ɪ̯ mɐ͡ɪ̯ʲɐ͡u̯ggɐ bʱɐlobɐʃe hɛ͡ɪ̯ mɐ͡ɪ̯ʲɐdɐ dʱɐkɐe̯ t̪ʰɐhe,s̪e d͡zei mee̯etike b̤al̪bas̪e oi mee̯eti d̤akae̯ɔ t̪ʰake
আপনি যেই ছেলেকে ভালবাসেন সেই ছেলেটি কি আপনাকে ভালবাসে ?,বরিশাল আম্নে যেই পোলারে ভালোবাসেন হ্যায় কি আম্নেরে ভালোবাসে?,bɐɾohɐl ɐmne ɟe͡ɪ̯ polɐɾe bʱɐlobɐʃen hɛe̯ kɪ ɐmneɾe bʱɐlobɐʃe?,apn̪i d͡zei t͡ɕʰel̪eke b̤al̪bas̪en̪ɔ s̪ei t͡ɕʰel̪eti ki apn̪ake b̤al̪bas̪e ?
সে একটি গাড়ি চুরি করেছে,বরিশাল হ্যায় এউক্কা গাড়ি চুরি করছে,bɐɾɔhɐl hɛe̯ ɛ͡u̯kkɐ gɐɽɪ cuɾɪ koɾcʰe,s̪e ekti ɡaɽi t͡ɕuri kɔret͡ɕʰe
আমি তোমার সাথে পৃথিবী ঘুরে আসতে চাই ,বরিশাল মুই তোমার লগে পিরথিবি ঘুইররা আইতে চাই,bɐɾɔhɐl mu͡ɪ̯ t̪omɐɾ lɔge pɪɾt̪ʰɪbɪ gʱu͡ɪ̯ɾɾɐ ɐ͡ɪ̯t̪e cɐ͡ɪ̯,ami t̪omarɔ s̪at̪ʰe pɽit̪ʰibi ̤ɡ̤ure as̪t̪e t͡ɕai 
কিন্তু আমিতো তোমার সাথে যাবো না ,বরিশাল তয় মুই তো তোমার লগে যামু না,bɐɾɔhɐl t̪ɔe̯ mu͡ɪ̯ t̪o t̪omɐɾ lɔge ɟɐmu nɐ,kin̪t̪u amit̪o t̪omarɔ s̪at̪ʰe d͡zabo n̪a 
তোমার কথা শুনে খুব ভালো লাগলো ,বরিশাল তোমার কতা হুইন্না ম্যালা ভালো লাগজে,bɐɾɔʃɐl t̪omɐɾ kɔt̪ɐ hu͡ɪ̯nnɐ mɛlɐ bʱɐlo lɐgɟe,t̪omarɔ kɔt̪ʰa ɕun̪e kʰubɔ b̤al̪o l̪aɡl̪o 
তোমার ভালো না লাগলে কিছু করার নাই ,বরিশাল তোমার ভাল না লাগলে কিছুই করার নাই,bɐɾɔhɐl t̪omɐɾ bʱɐlo nɐ lɐgle kɪcʰu͡ɪ̯ kɔɾɐɾ nɐ͡ɪ̯,t̪omarɔ b̤al̪o n̪a l̪aɡl̪e kit͡ɕʰu kɔrarɔ n̪ai 
ছবি তোলার পর আমাকে কেমন লাগে? ,বরিশাল ছবি তোলার পর মোরে ক্যামন লাগে?,bɐɾɔhɐl cʰobɪ t̪olɐɾ pɔɾ moɾe kɛmon lɐge?,t͡ɕʰɔbi t̪ol̪arɔ pɔrɔ amake kemɔn̪ɔ l̪aɡe? 
আমি আজকে অনেকদিন পর তার সাথে কথা বলেছি,বরিশাল মুই আইজ ম্যালা দিন পর হ্যার লগে কতা কইছি,bɐɾɔhɐl mu͡ɪ̯ ɐ͡ɪ̯ɟ mɛlɐ d̪ɪn pɔɾ hɛɾ lɔge kɔt̪ɐ ko͡ɪ̯cʰɪ,ami ad͡ʑke on̪ekd̪in̪ɔ pɔrɔ t̪arɔ s̪at̪ʰe kɔt̪ʰa bɔl̪et͡ɕʰi
সে দেখতে অনেক সুন্দর ,বরিশাল হ্যায় দ্যাখতে ম্যালা সুন্দর,bɐɾɔhɐl hɛe̯ d̪ɛkʰot̪e mɛlɐ ʃund̪ɔɾ,s̪e d̪ekʰt̪e on̪ekɔ s̪un̪d̪ɔrɔ 
কিন্তু সৌন্দর্যই সবকিছু না,বরিশাল তয় সৌন্দর্যই হক্কল কিছু না,bɐɪʃɐl t̪ɔe̯ ʃo͡u̯nd̪oɾɟo͡ɪ̯ hokkol kɪcʰu nɐ,kin̪t̪u s̪own̪d̪ɔrd͡zi s̪ɔbɔkit͡ɕʰu n̪a
তার চোখ হরিণের মতো,বরিশাল হ্যার চোখ হরিণের নাহান,bɐɾɔhɐl hɛɾ cokʰ hoɾɪneɾ nɐhɐn,t̪arɔ t͡ɕokʰɔ hɔrinerɔ mɔt̪o
একটা মেয়ে আর একটা ছেলে একসাথে খেলছে,বরিশাল এউক্কা মাইয়া আর এউক্কা পোলা একলগে খেলতেয়াছে,bɐɾɔhɐl e͡u̯kkɐ mɐ͡ɪ̯ʲɐ ɐɾ e͡u̯kkɐ polɐ ɛklgk kʰelt̪eʲɐcʰe,ekta mee̯e arɔ ekta t͡ɕʰel̪e eks̪at̪ʰe kʰel̪t͡ɕʰe
কালো কুকুরটা ঘাসের মধ্যে দিয়ে ছুটছে,বরিশাল কালা কুত্তাডা ঘাসের মইধ্যে গোনে ছোটতেয়াছে,bɐɾɔhɐl kɐlɐ kut̪t̪ɐdɐ gʱɐʃeɾ mo͡ɪ̯d̪d̪ʱe gone cʰott̪eʲɐcʰe,kal̪o kukurta ̤ɡ̤as̪erɔ mɔd̪̤d͡ze d̪ie̯e t͡ɕʰutt͡ɕʰe
একটা কালো কুকুর ঘাসের মধ্যে দৌড়াচ্ছে,বরিশাল এউক্কা কালা কুত্তা ঘাসের মইধ্যে গোনে দৌড়াইতেয়াছে,bɐɾɔhɐl ɛ͡u̯kkɐ kɐlɐ kut̪t̪ɐ gʱɐʃeɾ mo͡ɪ̯d̪d̪ʱe gone d̪o͡u̯ɽɐ͡ɪ̯t̪eʲɐcʰe,ekta kal̪o kukurɔ ̤ɡ̤as̪erɔ mɔd̪̤d͡ze d̪owɽat͡ɕt͡ɕʰe
একটি ছোট কালো কুকুর ঘাসে মধ্যে শুয়ে আছে,বরিশাল এউক্কা ছোডো কালা কুত্তা ঘাসের মইধ্যে হুইয়া রইছে,bɐɾɪʃɐl ɛ͡u̯kkɐ cʰodo kɐlɐ kut̪t̪ɐ gʱɐʃeɾ mo͡ɪ̯d̪d̪ʱe hu͡ɪ̯ʲɐ ɾo͡ɪ̯cʰe,ekti t͡ɕʰotɔ kal̪o kukurɔ ̤ɡ̤as̪e mɔd̪̤d͡ze ɕue̯e at͡ɕʰe
একদল মহিলা রাস্তায় হাঁটছে,বরিশাল একদল মাতারি রাস্তায় হাঁটতেয়াছে,bɐɾɔhɐl ɛkd̪ɔl mɐt̪ɐɾɪ ɾɐst̪ɐe̯ hɐ̃tt̪eʲɐcʰe,ekɔd̪ɔl̪ɔ mɔhil̪a ras̪t̪ae̯ɔ hɔ̃tɔt͡ɕʰe
দরজার কাছে দুইজন বসে গিটার বাজাচ্ছে,বরিশাল দুয়ারের ধারে দুইজন বইয়া গিটার বাজাইতেয়াছে,bɐɾɔhɐl d̪uʲɐɾeɾ d̪ʱɐɾe d̪u͡ɪ̯ɟɔn bo͡ɪ̯ʲɐ gɪtɐɾ bɐɟɐ͡ɪ̯t̪eʲɐcʰe,d̪ɔrɔd͡ʑarɔ kat͡ɕʰe d̪uid͡ʑɔn̪ɔ bɔs̪e ɡitarɔ bad͡ʑat͡ɕt͡ɕʰe
ফুটপাতে একসঙ্গে হাঁটছেন তিন মহিলা,বরিশাল ফুটপাতে একলগে হাঁটতেয়াছে তিনজন মাতারি,bɐɾɔhɐl pʰutpɐt̪e ɛklgk hɐ̃tt̪eʲɐcʰe t̪ɪnɟɔn mɐt̪ɐɾɪ,ɸutpat̪e ekɔs̪ɔŋɡe hɔ̃tɔt͡ɕʰen̪ɔ t̪in̪ɔ mɔhil̪a
