bangla_speech,regional,regional_ipa,bangla_speech_ipa
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো,সিলেট সকাইলকুর শুরু তাকি পড়ালেখা করা বালা,ʃɔlɔt ʃɔkɐ͡ɪ̯lkuɾ ʃuɾu t̪ɐkɪ pɔɽɐlexɐ kɔɾɐ bɐlɐ,s̪ɔkal̪erɔ ɕurut̪ei pɔɽaɕon̪a ɕuru kɔra b̤al̪o
অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন,সিলেট বাক্কা দিন আগে এক গ্রামও এক টুপিআলা আছলা,ʃɔlhe bɐkkɐ d̪ɪn ɐge ɛk gɾɐmo ɛk tupɪ͡ɐ̯lɐ ɐcʰolɐ,on̪ekd̪in̪ɔ aɡe ekɔ ɡɔrame ekɔ tupi bikret̪a t͡ɕʰil̪en̪
তিনি একদিন পাশের গ্রামে গিয়ে টুপি বিক্রি করছিলেন,সিলেট তাইন একদিন লগ ওর গ্রাম-ও টুপি বেচছিলা,ʃɔlhe t̪ɐ͡ɪ̯n ɛkd̪ɪn lɔg oɾ gɾɐm-o tupɪ beccʰɪlɐ,t̪in̪i ekd̪in̪ɔ paɕerɔ ɡɔrame ɡie̯e tupi bikri kɔrɔt͡ɕʰil̪en̪
তিনি রাস্তা দিয়ে তার গ্রামের দিকে ফিরছিলেন,সিলেট তাইন রাস্তা দিয়া তান গ্রাম ওর দিকে ফিরছিলা,ʃɔlhe t̪ɐ͡ɪ̯n ɾɐst̪ɐ d̪ɪʲɐ t̪ɐn gɾɐm oɾ d̪ɪke pʰɪɾcʰɪlɐ,t̪in̪i ras̪t̪a d̪ie̯e t̪arɔ ɡɔramerɔ d̪ike ɸirt͡ɕʰil̪en̪
সেই সময় পাশ দিয়ে এক শিয়াল যাচ্ছিল,সিলেট হউ সময় কান্দা দিয়া একগু শিয়াল যাইতো আছিল,ʃɔlhet hɔ͡u̯ ʃɔmɔe̯ kɐnd̪ɐ d̪ɪʲɐ ɛkgu ʃɪʲɐl ɟɐ͡ɪ̯t̪o ɐcʰɪlo,s̪ei s̪ɔme̯ɔ paɕɔ d̪ie̯e ekɔ ɕie̯al̪ɔ d͡zat͡ɕt͡ɕʰil̪
আমাকে সেখানে নিয়ে চলো,সিলেট আমারে ওনো লইয়া চলো,ʃɔlhe ɐmɐɾe ono lɔ͡ɪ̯ʲɐ cɔlo,amake s̪ekʰan̪e n̪ie̯e t͡ɕɔl̪o
এরপর থেকে তারা দুজনই সবজি বাগানে গিয়ে পেট ভরে খাবার খেতো,সিলেট এর বাদে তাকি তারা দুইজন ওউ সবজি বাগান-ও গিয়া পেট ভরিয়া খাইতো,ʃɔlhe eɾ bɐd̪e t̪ɐkɪ t̪ɐɾɐ d̪u͡ɪ̯zɔn o͡u̯ ʃɔbzɪ bɐgɐn-o gɪʲɐ pet voɾɪʲɐ xɐ͡ɪ̯t̪o,erɔpɔrɔ t̪ʰeke t̪ara d̪ud͡ʑn̪i s̪ɔbɔd͡ʑi baɡan̪e ɡie̯e petɔ b̤ɔre kʰabarɔ kʰet̪o
এখন তুমি গান গাইতে পারবে না,সিলেট ওখন তুমিতাইন গান গাইতে ফারতায় নায়,ʃɔlhe oxon t̪umɪt̪ɐ͡ɪ̯n gɐn gɐ͡ɪ̯t̪e fɐɾt̪ɐe̯ nɐe̯,ekʰɔn̪ɔ t̪umi ɡan̪ɔ ɡait̪e parbe n̪a
আমি গান গাইতে চাই,সিলেট আমি গান গাইতাম চাইয়ার,ʃɔlhe ɐmɪ gɐn gɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯ʲɐɾ,ami ɡan̪ɔ ɡait̪e t͡ɕai
এখন যদি তুমি গান গাও তবে চাষী শুনতে পাবে,সিলেট ওখন যদি তুমিতাইন গান গাও তে চাষিয়ে হুনতে ফারবো,ʃɔlhe okʰon ɟod̪ɪ t̪umɪt̪ɐ͡ɪ̯n gɐn gɐ͡o̯ t̪e cɐʃɪʲe hunt̪e pʰɐɾbo,ekʰɔn̪ɔ d͡zɔd̪i t̪umi ɡan̪ɔ ɡao t̪ɔbe t͡ɕaʂi ɕun̪t̪e pabe
একদিন নদীর ধারে একটি গাছে কাঠ কাটার সময় তার কুড়ালটি নদীর জলের মধ্যে পড়ে যায়,সিলেট একদিন নদীর কান্দাত একগু গাছ-ও কাঠ কাটার সময় তার কুড়াল ওগু নদীর পানিত পড়ি গেছিল,ʃɔlhe ɛkd̪ɪn nod̪ɪɾ kɐnd̪ɐt̪o ɛkgu gɐcʰ-o kɐtʰ kɐtɐɾ ʃɔmɔe̯ t̪ɐɾ kuɽɐl ogu nod̪ɪɾ pɐnɪt̪o po,ekd̪in̪ɔ n̪ɔd̪irɔ d̪̤are ekti ɡat͡ɕʰe katʰɔ katarɔ s̪ɔme̯ɔ t̪arɔ kuɽal̪ti n̪ɔd̪irɔ d͡ʑɔl̪erɔ mɔd̪̤d͡ze pɔɽe d͡zae̯
আমার নীল আকাশ দেখতে অনেক ভালো লাগে,সিলেট আমার নীল আকাশ দেখতে বাক্কা বালাউ লাগে,ʃɔlho ɐmɐɾ nɪl ɐkɐʃ d̪ekʰt̪e bɐkkɐ bɐlɐ͡u̯ lɐge,amarɔ n̪il̪ɔ akaɕɔ d̪ekʰt̪e on̪ekɔ b̤al̪o l̪aɡe
তোমার কি নীল আকাশ দেখতে ভালো লাগে ?,সিলেট তুমিতাইন ওর কিতা নীল আকাশ দেখতে বালা লাগে না নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n oɾ kɪt̪ɐ nɪl ɐkɐʃ d̪ekʰt̪e bɐlɐ lɐge nɐ nɪ?,t̪omarɔ ki n̪il̪ɔ akaɕɔ d̪ekʰt̪e b̤al̪o l̪aɡe ?
আমার পরীক্ষা দিতে একদমই ভালো লাগে না,সিলেট আমার পরীক্ষা দিতে একবারেউ বালা লাগে না,ʃɔlhe ɐmɐɾ poɾɪkkʰɐ d̪ɪt̪e ɛkbɐɾe͡u̯ bɐlɐ lɐge nɐ,amarɔ pɔrikʂa d̪it̪e ekɔd̪ɔmi b̤al̪o l̪aɡe n̪a
আপনার কি পরীক্ষা দিতে ভালো লাগে ?,সিলেট আফনার কিতা পরীক্ষা দিতে বালা লাগে নি?,ʃɔlho ɐpʰnɐɾ kɪt̪ɐ poɾɪkkʰɐ d̪ɪt̪e bɐlɐ lɐge nɪ?,apn̪arɔ ki pɔrikʂa d̪it̪e b̤al̪o l̪aɡe ?
আপনি কেমন আছেন?,সিলেট আফনে কিলা আছোইন?,ʃɔlhe ɐcʰone kɪlɐ ɐcʰo͡ɪ̯n?,apn̪i kemɔn̪ɔ at͡ɕʰen̪ɔ?
আমি ভালো আছি,সিলেট আমি বালা আছি,ʃɔlɔt ɐmɪ bɐlɐ ɐcʰɪ,ami b̤al̪o at͡ɕʰi
কী করছেন আপনি এখন?,সিলেট কিতা কররা আফনে ওখন?,ʃɔlhe kɪt̪ɐ koɾɾɐ ɐcʰone okʰon?,ki kɔrɔt͡ɕʰen̪ɔ apn̪i ekʰɔn̪ɔ?
আমি একটি বই পড়ছি,সিলেট আমি একগু বই পড়ছি,ʃɔlhet ɐmɪ ɛkgu bo͡ɪ̯ poɽcʰɪ,ami ekti bi pɔɽɔt͡ɕʰi
আপনি কী অন্যান্য বই পড়েছেন?,সিলেট আফনে কিতা অন্যান্য বই পড়ছোইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ɔnnɐnno bo͡ɪ̯ poɽcʰo͡ɪ̯n nɪ?,apn̪i ki on̪d͡zan̪d͡zɔ bi pɔɽet͡ɕʰen̪ɔ?
তুমি কি সরকারি চাকরি করছো?,সিলেট তুমিতাইন কিতা সরকারি চাকরি করছো নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ ʃɔɾkɐɾɪ cɐkɾɪ koɾcʰo nɪ?,t̪umi ki s̪ɔrɔkari t͡ɕakri kɔrɔt͡ɕʰo?
আমি একজন সরকারি কর্মকর্তা,সিলেট আমি একজন সরকারি কর্মকর্তা,ʃɔlhe ɐmɪ ɛkɟon ʃɔɾkɐɾɪ kɔɾmokɔɾt̪ɐ,ami ekɔd͡ʑɔn̪ɔ s̪ɔrɔkari kɔrmɔkɔrt̪a
তুমি কি চাকরি করছো?,সিলেট তুমিতাইন কিতা চাকরি করছো নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ cɐkɾɪ koɾcʰo nɪ?,t̪umi ki t͡ɕakri kɔrɔt͡ɕʰo?
আমি একজন প্রফেশনাল ব্লগার হয়ে কাজ করছি,সিলেট আমি একজন প্রফেশনাল ব্লগার ওইয়া কাম করিয়ার,ʃɔlhe ɐmɪ ɛkɟon pɾopʰeʃonɐl blɔgɐɾ o͡ɪ̯ʲɐ kɐm koɾɪʲɐɾ,ami ekɔd͡ʑɔn̪ɔ prɔɸeɕn̪al̪ɔ bl̪ɔɡarɔ he̯e kad͡ʑɔ kɔrɔt͡ɕʰi
তুমি কোথায় চাকরি করছো?,সিলেট তুমিতাইন কুয়াই চাকরি কররায়?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kuʲɐ͡ɪ̯ cɐkɾɪ koɾɾɐe̯?,t̪umi kot̪ʰae̯ɔ t͡ɕakri kɔrɔt͡ɕʰo?
দূরে কোথাও যেখানে কেউ নেই ,সিলেট দূর ওই কোন কান-ও যিনো কেউ নায়,ʃɔlhe d̪uɾ o͡ɪ̯ kon kɐn-o ɟɪno ke͡u̯ nɐe̯,d̪ure kot̪ʰao d͡zekʰan̪e keu n̪ei 
আমি কেন সবসময় কষ্ট পাই?,সিলেট আমি ওউ হকল সময় কষ্ট পাই কিওর লাগি?,ʃɔlhe ɐmɪ o͡u̯ hokol ʃɔmɔe̯ koʃto pɐ͡ɪ̯ kɪ͡o̯ɾ lɐgɪ?,ami ken̪ɔ s̪ɔbɔs̪ɔme̯ɔ kɔʂtɔ pai?
আমার ভালোবাসায় কম কি ছিলো ?,সিলেট আমার ভালোবাসাত কিতার কমতি আছিল?, ʃɔlhe ɐmɐɾ bʱɐlobɐʃɐt̪ kɪt̪ɐɾ komot̪ɪ ɐcʰɪlo?,amarɔ b̤al̪obas̪ae̯ɔ kɔmɔ ki t͡ɕʰil̪o ?
তারা তিন ভাই ছিল কিন্তু তাদের মদ্ধে মিল ছিলো না,সিলেট তারা তিনগু ভাই আছিল কিন্তু হেরার মাঝে মিল আছিল না,ʃɔlhet t̪ɐɾɐ t̪ɪngu bʱɐ͡ɪ̯ ɐcʰɪlo kɪnt̪u heɾɐɾ mɐɟʱe mɪl ɐcʰɪlo nɐ,t̪ara t̪in̪ɔ b̤ai t͡ɕʰil̪ɔ kin̪t̪u t̪ad̪erɔ mɔd̪d̪̤e mil̪ɔ t͡ɕʰil̪o n̪a
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,সিলেট আফনে আমার লগে ওলা মাত্তা ফারোইন না,ʃɔlhe ɐcʰone ɐmɐɾ lɔge olɐ mɐt̪t̪ɐ pʰɐɾo͡ɪ̯n nɐ,apn̪i amarɔ s̪at̪ʰe eb̤abe kɔt̪ʰa bɔl̪ɔt̪e paren̪ɔ n̪a
আপনি অনেক ভালো মানুষ ,সিলেট আফনে বউত বালা মানুষ,ʃɔlhet ɐfone bɔ͡u̯t̪o bɐlɐ mɐnuʃ,apn̪i on̪ekɔ b̤al̪o man̪uʂɔ 
আমরা ঢাকায় থাকি ,সিলেট আমরা ঢাকাত থাকি,sɪlhe ɐmɾɐ dʱɐkɐt̪ t̪ʰɐkɪ,amra d̤akae̯ɔ t̪ʰaki 
আমি ঢাকার মিরপুরে থাকি ,সিলেট আমি ঢাকার মিরপুর-ও থাকি,ʃɔlhe ɐmɪ dʱɐkɐɾ mɪɾpuɾ-o t̪ʰɐkɪ,ami d̤akarɔ mirpure t̪ʰaki 
আমি তার চোথের মায়ায় পড়েছি ,সিলেট আমি তাইর চউখ ওর মায়াত পড়ছি,ʃɔlhe ɐmɪ t̪ɐ͡ɪ̯ɾ cɔ͡u̯kʰ oɾ mɐʲɐt̪ poɽcʰɪ,ami t̪arɔ t͡ɕot̪ʰerɔ mae̯ae̯ɔ pɔɽet͡ɕʰi 
তার হাসি অনেক সুন্দর,সিলেট হের হাসি যে সুন্দর , ʃɔlɔt heɾ hɐʃɪ ɟe ʃund̪ɔɾ ,t̪arɔ has̪i on̪ekɔ s̪un̪d̪ɔrɔ
সে তার পরিবারকে ভালবাসে ,সিলেট হে তার পরিবাররে যে বালা ফায়,ʃɔlhe he t̪ɐɾ poɾɪbɐɾɾe ɟe bɐlɐ pʰɐe̯,s̪e t̪arɔ pɔribarke b̤al̪bas̪e 
তার জন্য আমি সব কিছু করতে পারি ,সিলেট তার লাগি আমি হকলতা করতাম ফারি,ʃɔlhe t̪ɐɾ lɐgɪ ɐmɪ hɔklɔt̪ɐ koɾt̪ɐm pʰɐɾɪ,t̪arɔ d͡ʑɔn̪d͡zɔ ami s̪ɔbɔ kit͡ɕʰu kɔrɔt̪e pari 
আমি তাকে ভালবাসি ,সিলেট আমি তারে বালা ফাই,ʃɔlhet ɐmɪ t̪ɐɾe bɐlɐ pʰɐ͡ɪ̯,ami t̪ake b̤al̪bas̪i 
তার চুলগুলি অনেক লম্বা,সিলেট তার চুলগুন যে লাম্বা,ʃɔlhe t̪ɐɾ culgun ɟe lɐmbɐ,t̪arɔ t͡ɕul̪ɡul̪i on̪ekɔ l̪ɔmba
তাকে কাজল দিলে অনেক ভালো লাগে,সিলেট তারে কাজল দিলে বাক্কা বালা লাগে,ʃɔlhe t̪ɐɾe kɐɟol d̪ɪle bɐkkɐ bɐlɐ lɐge,t̪ake kad͡ʑɔl̪ɔ d̪il̪e on̪ekɔ b̤al̪o l̪aɡe
তুমি কি আমায় ভালোবাসো না? ,সিলেট তুমিতাইন কিতা আমারে বালা ফাও না নি?,ʃɔlho t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ ɐmɐɾe bɐlɐ pʰɐ͡o̯ nɐ nɪ?,t̪umi ki amae̯ɔ b̤al̪obas̪o n̪a? 
তুমি বুঝো না কেন ?,সিলেট তুমিতাইন বুঝিরায় না কিতার লাগি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n buɟʱɪɾɐe̯ nɐ kɪt̪ɐɾ lɐgɪ?,t̪umi bud͡ʑ̤o n̪a ken̪ɔ ?
সে গান গাইতে পছন্দ করে ,সিলেট হে গান গাইতো বালা ফায়,ʃɔlhe he gɐn gɐ͡ɪ̯t̪o bɐlɐ pʰɐe̯,s̪e ɡan̪ɔ ɡait̪e pɔt͡ɕʰɔn̪d̪ɔ kɔre 
সে যেই মেয়েটিকে ভালবাসে ওই মেয়েটি ঢাকায় থাকে,সিলেট হে যে ফুরিরে বালা ফাও হউ ফুরি ওগু ঢাকাত থাকে,ʃɔlhet he ɟe pʰuɾɪɾe bɐlɐ pʰɐ͡o̯ hɔ͡u̯ pʰuɾɪ ogu dʱɐkɐt̪ t̪ʰɐke,s̪e d͡zei mee̯etike b̤al̪bas̪e oi mee̯eti d̤akae̯ɔ t̪ʰake
আপনি যেই ছেলেকে ভালবাসেন সেই ছেলেটি কি আপনাকে ভালবাসে ?,সিলেট আফনে যে ফুয়ারে বালা ফাইন ওউ ফুয়া ওগুয়ে কিতা আফনারে বালা ফায় নি?,ʃɔlhe ɐcʰone ɟe pʰuʲɐɾe bɐlɐ pʰɐ͡ɪ̯n o͡u̯ pʰuʲɐ oguʲe kɪt̪ɐ ɐpʰnɐɾe bɐlɐ pʰɐe̯ nɪ?,apn̪i d͡zei t͡ɕʰel̪eke b̤al̪bas̪en̪ɔ s̪ei t͡ɕʰel̪eti ki apn̪ake b̤al̪bas̪e ?
সে একটি গাড়ি চুরি করেছে,সিলেট হে একগু গাড়ি চুরি করিলাইছে,ʃɔlhet he ɛkgu gɐɽɪ cuɾɪ koɾɪlɐ͡ɪ̯cʰe,s̪e ekti ɡaɽi t͡ɕuri kɔret͡ɕʰe
আমি তোমার সাথে পৃথিবী ঘুরে আসতে চাই ,সিলেট আমি তুমিতাইন ওর লগে পৃথিবী ঘুরতাম চাই,ʃɔlhe ɐmɪ t̪umɪt̪ɐ͡ɪ̯n oɾ lɔge pɾɪt̪ʰɪbɪ gʱuɾt̪ɐm cɐ͡ɪ̯,ami t̪omarɔ s̪at̪ʰe pɽit̪ʰibi ̤ɡ̤ure as̪t̪e t͡ɕai 
কিন্তু আমিতো তোমার সাথে যাবো না ,সিলেট কিন্তু আমিতো তুমিতাইন ওর লগে যাইতাম নায়,ʃɔlhe kɪnt̪u ɐmɪt̪o t̪umɪt̪ɐ͡ɪ̯n oɾ lɔge ɟɐ͡ɪ̯t̪ɐm nɐe̯,kin̪t̪u amit̪o t̪omarɔ s̪at̪ʰe d͡zabo n̪a 
তোমার কথা শুনে খুব ভালো লাগলো ,সিলেট তুমিতাইন ওর মাত হুনিয়া বাক্কা বালা লাগলো,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n oɾ mɐt̪ hunɪʲɐ bɐkkɐ bɐlɐ lɐglo,t̪omarɔ kɔt̪ʰa ɕun̪e kʰubɔ b̤al̪o l̪aɡl̪o 
তোমার ভালো না লাগলে কিছু করার নাই ,সিলেট তুমিতাইন ওর বালা না লাগলে কুন্তা করার নাই,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n oɾ bɐlɐ nɐ lɐgle kunt̪ɐ kɔɾɐɾ nɐ͡ɪ̯,t̪omarɔ b̤al̪o n̪a l̪aɡl̪e kit͡ɕʰu kɔrarɔ n̪ai 
ছবি তোলার পর আমাকে কেমন লাগে? ,সিলেট ছবি তোলার বাদে আমারে কিলা লাগে?,ʃɔlhe cʰobɪ t̪olɐɾ bɐd̪e ɐmɐɾe kɪlɐ lɐge?,t͡ɕʰɔbi t̪ol̪arɔ pɔrɔ amake kemɔn̪ɔ l̪aɡe? 
আমি আজকে অনেকদিন পর তার সাথে কথা বলেছি,সিলেট আমি আইজ বাক্কাদিন বাদে তার লগে মাতছি,ʃɔlhe ɐmɪ ɐ͡ɪ̯ɟ bɐkkɐd̪ɪn bɐd̪e t̪ɐɾ lɔge mɐt̪cʰɪ,ami ad͡ʑke on̪ekd̪in̪ɔ pɔrɔ t̪arɔ s̪at̪ʰe kɔt̪ʰa bɔl̪et͡ɕʰi
সে দেখতে অনেক সুন্দর ,সিলেট হে দেখতে যে সুন্দর,ʃɔlhe he d̪ekʰt̪e ɟe ʃund̪ɔɾ,s̪e d̪ekʰt̪e on̪ekɔ s̪un̪d̪ɔrɔ 
কিন্তু সৌন্দর্যই সবকিছু না,সিলেট কিন্তু সুন্দর ওইলেউ তো সবতা নায়,ʃɔlhe kɪnt̪u ʃund̪ɔɾ o͡ɪ̯le͡u̯ t̪o ʃɔbt̪ɐ nɐe̯,kin̪t̪u s̪own̪d̪ɔrd͡zi s̪ɔbɔkit͡ɕʰu n̪a
তার চোখ হরিণের মতো,সিলেট তার চউখ হরিণ ওর লাকান,ʃɔlhet t̪ɐɾ cɔ͡u̯x hoɾɪn oɾ lɐkɐn,t̪arɔ t͡ɕokʰɔ hɔrinerɔ mɔt̪o
একটা মেয়ে আর একটা ছেলে একসাথে খেলছে,সিলেট একগু ফুরি আর একগু ফুয়ায় একলগে খেলছে,ʃɔlhet ɛkgu pʰuɾɪ ɐɾ ɛkgu pʰuʲɐe̯ ɛklgk kʰelcʰe,ekta mee̯e arɔ ekta t͡ɕʰel̪e eks̪at̪ʰe kʰel̪t͡ɕʰe
কালো কুকুরটা ঘাসের মধ্যে দিয়ে ছুটছে,সিলেট কালা কুত্তা একগু ঘাস ওর মাঝে দিয়া চলের,ʃɔlhe kɐlɐ kut̪t̪ɐ ɛkgu gʱɐʃ oɾ mɐɟʱe d̪ɪʲɐ cɔleɾ,kal̪o kukurta ̤ɡ̤as̪erɔ mɔd̪̤d͡ze d̪ie̯e t͡ɕʰutt͡ɕʰe
একটা কালো কুকুর ঘাসের মধ্যে দৌড়াচ্ছে,সিলেট কালা কুত্তা একগু ঘাস ওর মাঝে দিয়া দৌড়াইরো,ʃɔlhe kɐlɐ kut̪t̪ɐ ɛkgu gʱɐʃ oɾ mɐɟʱe d̪ɪʲɐ d̪o͡u̯ɽɐ͡ɪ̯ɾo,ekta kal̪o kukurɔ ̤ɡ̤as̪erɔ mɔd̪̤d͡ze d̪owɽat͡ɕt͡ɕʰe
একটি ছোট কালো কুকুর ঘাসে মধ্যে শুয়ে আছে,সিলেট কালা কুত্তা একগু ঘাস ওর মাঝে হুতি রইছে,ʃɔlhe kɐlɐ kut̪t̪ɐ ɛkgu gʱɐʃ oɾ mɐɟʱe hut̪ɪ ɾo͡ɪ̯cʰe,ekti t͡ɕʰotɔ kal̪o kukurɔ ̤ɡ̤as̪e mɔd̪̤d͡ze ɕue̯e at͡ɕʰe
একদল মহিলা রাস্তায় হাঁটছে,সিলেট একপাল বেটিন রাস্তাত হাঁটের,ʃɔlhet ɛkpɐl betɪn ɾɐst̪ɐt̪ hɐ̃teɾ,ekɔd̪ɔl̪ɔ mɔhil̪a ras̪t̪ae̯ɔ hɔ̃tɔt͡ɕʰe
দরজার কাছে দুইজন বসে গিটার বাজাচ্ছে,সিলেট দরজার কান্দাত দুইজন বইয়া গিটার বাজাইরো,ʃɔlhe d̪ɔɾzɐɾ kɐnd̪ɐt̪o d̪u͡ɪ̯zɔn bo͡ɪ̯ʲɐ gɪtɐɾ bɐzɐ͡ɪ̯ɾo,d̪ɔrɔd͡ʑarɔ kat͡ɕʰe d̪uid͡ʑɔn̪ɔ bɔs̪e ɡitarɔ bad͡ʑat͡ɕt͡ɕʰe
ফুটপাতে একসঙ্গে হাঁটছেন তিন মহিলা,সিলেট ফুটপাত দিয়া একলগে হাটরা তিনজন বেটিন,ʃɔlhe pʰutpɐt̪ d̪ɪʲɐ ɛklgk hɐtɾɐ t̪ɪnɟɔn betɪn,ɸutpat̪e ekɔs̪ɔŋɡe hɔ̃tɔt͡ɕʰen̪ɔ t̪in̪ɔ mɔhil̪a
আম্মুর জন্য বেশি খারাপ লাগছে,সিলেট আম্মার লাগি বেশি খারাপ লাগছে,ʃɔlhe ɐmmɐɾ lɐgɪ beʃɪ kʰɐɾɐp lɐgcʰe,ammurɔ d͡ʑɔn̪d͡zɔ beɕi kʰarapɔ l̪aɡt͡ɕʰe
আমাদের পরিবারে আম্মুর অবদানই বেশি বলে আমি মনে করি,সিলেট আমরার পরিবার-ও আম্মার অবদান ওউ সব তাকি বেশি বলয়া আমি মনো করি,ʃɔlhe ɐmɾɐɾ poɾɪbɐɾ-o ɐmmɐɾ ɔbod̪ɐn o͡u̯ ʃɔb t̪ɐkɪ beʃɪ bɔlɔʲɐ ɐmɪ mono koɾɪ,amad̪erɔ pɔribare ammurɔ obd̪an̪i beɕi bɔl̪e ami mɔn̪e kɔri
তোমাদের জন্য কিছু করতে তো পারলামই না উল্টো পরিবারকে শেষ করলাম,"সিলেট তোমরার লাগি কুন্তা তো করতেউ ফারলাম না, উলটা পরিবাররে শেষ করলাম","ʃɔlhe t̪omɾɐɾ lɐgɪ kunt̪ɐ t̪o koɾt̪e͡u̯ pʰɐɾlɐm nɐ, ultɐ poɾɪbɐɾɾe ʃeʃ koɾlɐm",t̪omad̪erɔ d͡ʑɔn̪d͡zɔ kit͡ɕʰu kɔrɔt̪e t̪o parl̪ami n̪a ul̪to pɔribarke ɕeʂɔ kɔrɔl̪am
"সবসময় ভয়ে ভয়ে থাকতাম, গলা দিয়ে খাবার নামতো না","সিলেট হকল সময় ডরাইয়া ডরাইয়া থাকতাম, গলা দিয়া খানি নামতো না","ʃɔlhe hokol ʃɔmɔe̯ dɔɾɐ͡ɪ̯ʲɐ dɔɾɐ͡ɪ̯ʲɐ t̪ʰɐkt̪ɐm, gɔlɐ d̪ɪʲɐ kʰɐnɪ nɐmt̪o nɐ","s̪ɔbɔs̪ɔme̯ɔ b̤e̯e b̤e̯e t̪ʰakt̪amɔ, ɡɔl̪a d̪ie̯e kʰabarɔ n̪amt̪o n̪a"
শেষ করলাম সবকিছু,সিলেট শেষ করলাম হকলতা,ʃɔlhe ʃeʃ koɾlɐm hɔklɔt̪ɐ,ɕeʂɔ kɔrɔl̪amɔ s̪ɔbɔkit͡ɕʰu
"যদিও ক্ষমার যোগ্য না আমি, পারলে ক্ষমা করে দিয়েন","সিলেট যদিও মাফ ওর যোগ্য নায় আমি, ফারলে মাফ করি দিওইন","ʃɔlhet ɟod̪ɪ͡o̯ mɐpʰ oɾ ɟoggo nɐe̯ ɐmɪ, pʰɐɾle mɐpʰ koɾɪ d̪ɪ͡o̯ɪn","d͡zɔd̪io kʂɔmarɔ d͡zoɡɔd͡zɔ n̪a ami, parl̪e kʂɔma kɔre d̪ie̯en̪"
আপনাদের অযোগ্য সন্তান,সিলেট আফনারার আকাইম্মা ফুয়া,ʃɔlhe ɐpʰnɐɾɐɾ ɐkɐ͡ɪ̯mmɐ pʰuʲɐ,apn̪ad̪erɔ od͡zoɡɔd͡zɔ s̪ɔn̪t̪an̪
আল্লাহ রহমতের বৃষ্টি দাও,সিলেট আল্লাহ রহমত ওর বৃষ্টি দিও,ʃɔlɔt ɐllɐh ɾɔhɔmɔt̪ oɾ bɾɪʃtɪ d̪ɪ͡o̯,al̪l̪ahɔ rɔhɔmɔt̪erɔ bɽiʂti d̪ao
বৃষ্টির জন্য ঢাকায় কোথাও নামাজ পড়া হবে কি ?,সিলেট বৃষ্টির লাগি ঢাকাত নীন কান-ও নামাজ পড়া ওইবো নি?, ʃɔlɪ bɾɪʃtɪɾ lɐgɪ dʱɐkɐt̪ nɪn kɐn-o nɐmɐɟ pɔɽɐ o͡ɪ̯bo nɪ?,bɽiʂtirɔ d͡ʑɔn̪d͡zɔ d̤akae̯ɔ kot̪ʰao n̪amad͡ʑɔ pɔɽa hɔbe ki ?
পানির জন্য হাহাকার আর ভালো লাগছে না,সিলেট পানির অভাব আর বালা লাগের না,ʃɔlhe pɐnɪɾ ɔbʱɐb ɐɾ bɐlɐ lɐgeɾ nɐ,pan̪irɔ d͡ʑɔn̪d͡zɔ hahakarɔ arɔ b̤al̪o l̪aɡt͡ɕʰe n̪a
উত্তরাতে আমাদের ভবনে কোনোভাবেই পানি পাচ্ছি না আমরা,সিলেট উত্তরাত আমরার বিল্ডিং-ও কোন লাকান ওউ পানি পাইয়ার না আমরা,ʃɔlhe ut̪t̪ɔɾɐt̪ ɐmɾɐɾ bɪldɪŋ-o kon lɐkɐn o͡u̯ pɐnɪ pɐ͡ɪ̯ʲɐɾ nɐ ɐmɾɐ,ut̪t̪ɔrat̪e amad̪erɔ b̤ɔbɔn̪e kon̪ob̤abei pan̪i pat͡ɕt͡ɕʰi n̪a amra
শুধু এক গাড়ি পানি হলেও ২টা দিন চলা যেতো,সিলেট খালি এক গাড়ি পানি ওইলেও দুইটা দিন চলা যাইতো,ʃɔlhe kʰɐlɪ ɛk gɐɽɪ pɐnɪ o͡ɪ̯le͡o̯ d̪u͡ɪ̯tɐ d̪ɪn cɔlɐ ɟɐ͡ɪ̯t̪o,ɕud̪̤u ekɔ ɡaɽi pan̪i hɔl̪eo ২ta d̪in̪ɔ t͡ɕɔl̪a d͡zet̪o
কোনোভাবেই ওয়াসা পানি দিচ্ছে না,সিলেট কোন লাকান ওউ ওয়াসায় পানি দিরো না,ʃɔlhe kon lɐkɐn o͡u̯ oʷɐʃɐe̯ pɐnɪ d̪ɪɾo nɐ,kon̪ob̤abei oe̯as̪a pan̪i d̪it͡ɕt͡ɕʰe n̪a
