bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
দেশের,d̪eɕerɔ,দেশের,d̪eʃeɾ
বাহিরে,bahire,বাইরে,bɐ͡ɪ̯ɾe
থাকে,t̪ʰake,থাকে,t̪ʰɐke
খুব,kʰubɔ,খুব,kʰub
ঘন,̤ɡ̤ɔn̪ɔ,ঘন,gʱɔno
আসা,as̪a,আসা,ɐʃɐ
যাওয়া,d͡zaoe̯a,যাওয়া,ɟɐ͡o̯ʷɐ
করত,kɔrɔt̪ɔ,করত,koɾt̪o
তাই,t̪ai,তাই,t̪ɐ͡ɪ̯
সম্পর্কটা,s̪ɔmpɔrkɔta,সম্পর্কটা,ʃɔmpoɾkotɐ
বেশ,beɕɔ,বেশ,beʃ
ভালই,b̤al̪i,ভালাই,bʱɐlɐ͡ɪ̯
ছিল,t͡ɕʰil̪,আসিল,ɐʃɪl
উনি,un̪i,হেয়,hee̯
দেশে,d̪eɕe,দেশে,d̪eʃe
আসলে,as̪l̪e,আইলে,ɐ͡ɪ̯le
আমাকে,amake,আমারে,ɐmɐɾe
এয়ার্পোটে,ee̯arpote,এয়ার্পোটে,eʲɐɾpote
যাইতে,d͡zait̪e,যাইতে,ɟɐ͡ɪ̯t̪e
হইত,hit̪,হইত,ho͡ɪ̯t̪o
এরপর,erɔpɔrɔ,এরপর,eɾpɔɾ
সে,s̪e,হেয়,hee̯
আরেকটা,arekta,আরেকটা,ɐɾektɐ
ফ্লাইটে,ɸl̪aite,ফ্লাইটে,pʰlɐ͡ɪ̯te
করে,kɔre,কইরা,ko͡ɪ̯ɾɐ
বাসায়,bas̪ae̯ɔ,বাসায়,bɐʃɐe̯
যাইত,d͡zait̪,যাইত,ɟɐ͡ɪ̯t̪o
আমার,amarɔ,আমার,ɐmɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
সে,s̪e,হেয়,hee̯
আগে,aɡe,আগে,ɐge
দেখা,d̪ekʰa,দেহা,d̪ehɐ
করত,kɔrɔt̪ɔ,করত,koɾt̪o
উনি,un̪i,হেয়,hee̯
শুধুমাত্র,ɕud̪̤umat̪rɔ,শুধুমাত্র,ʃud̪ʱumɐt̪ɾo
আমার,amarɔ,আমার,ɐmɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
দেখা,d̪ekʰa,দেহা,d̪ehɐ
করার,kɔrarɔ,করার,kɔɾɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাইজ্ঞা,lɐ͡ɪ̯ggɐ
দেশে,d̪eɕe,দেশে,d̪eʃe
আসছে,as̪t͡ɕʰe,আইসে,ɐ͡ɪ̯ʃe
সে,s̪e,হে,he
তাঁর,t̪ɔ̃rɔ,হের,heɾ
বাসায়ও,bas̪ae̯o,বাসায়ও,bɐʃɐʲo
যায়নি,d͡zae̯n̪i,যায়নাই,zɐʲnɐ͡ɪ̯
উনার,un̪arɔ,হের,heɾ
কাজ,kad͡ʑɔ,কাম,kɐm
বাদে,bad̪e,বাদে,bɐd̪e
যেইটুকু,d͡zeituku,যেটটুকু,ɟettuku
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯
থাকত,t̪ʰakɔt̪ɔ,থাকত,t̪ʰɐkt̪o
আমার,amarɔ,আমার,ɐmɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বলতো,bɔl̪ɔt̪o,কইতো,ko͡ɪ̯t̪o
আমি,ami,আমি,ɐmɪ
তাঁর,t̪ɔ̃rɔ,হের,heɾ
সাথে,s̪at̪ʰe,লগে,lɔge
সারারাত,s̪ararat̪ɔ,সারারাইত,ʃɐɾɐɾɐ͡ɪ̯t̪o
জেগে,d͡ʑeɡe,জাইজ্ঞা,ɟɐ͡ɪ̯ggɐ
ফোনে,ɸon̪e,ফোনে,pʰone
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বলতাম,bɔl̪ɔt̪am,কইতাম,ko͡ɪ̯t̪ɐm
ডিসেম্বর,dis̪embɔrɔ,ডিসেম্বর,dɪʃembɔɾ
মাসে,mas̪e,মাসে,mɐʃe
সে,s̪e,হেয়,hee̯
তার,t̪arɔ,হের,heɾ
পরিবারকে,pɔribarke,পরিবাররে,poɾɪbɐɾɾe
জানায়,d͡ʑan̪ae̯ɔ,জানায়,ɟɐnɐe̯
আমার,amarɔ,আমার,ɐmɐɾ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
তার,t̪arɔ,হের,e͡ɪ̯
পরিবার,pɔribarɔ,পরিবার,bɪʲɐt̪e
কোনোমতেই,kon̪omt̪ei,কোনোমতেই,ɾɐɟɪ
এই,ei,এই,nɐ
এরপর,erɔpɔrɔ,এরপর,eɾpɔɾ
সে,s̪e,আমার,ɐmɐɾ
আমার,amarɔ,লগে,lɔge
সাথে,s̪at̪ʰe,যোগাযোগ,ɟogɐɟog
যোগাযোগ,d͡zoɡad͡zoɡɔ,রাহে,ɾɐhe
রাখেনি,rakʰen̪i,নাই,nɐ͡ɪ̯
এইটাই,eitai,এইডাই,e͡ɪ̯dɐ͡ɪ̯
আমার,amarɔ,আমার,ɐmɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
তার,t̪arɔ,হের,heɾ
শেষ,ɕeʂɔ,শেষ,ʃeʃ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
আমাকে,amake,আমারে,ɐmɐɾe
ব্লক,bl̪ɔkɔ,ব্লক,blok
করে,kɔre,কইরা,ko͡ɪ̯ɾɐ
দেয়,d̪ee̯ɔ,দেয়,d̪ee̯
সবখান,s̪ɔbɔkʰan̪ɔ,সবখান,ʃɔbkʰɐn
থেকেই,t̪ʰekei,থাইক্কাই,t̪ʰɐ͡ɪ̯kkɐ͡ɪ̯
আমি,ami,আমি,ɐmɪ
নিজে,n̪id͡ʑe,নিজে,nɪɟe
অনেক,on̪ekɔ,মেলা,mɛlɐ
অসুস্থ,os̪us̪t̪ʰɔ,অসুস্থ,ɔʃust̪ʰo
আমি,ami,আমি,ɐmɪ
বিগত,biɡɔt̪ɔ,বিগত,bɪgɔt̪o
৬,৬,৬,bo
মাস,mas̪ɔ,মাস,mɐʃ
রাতে,rat̪e,রাইতে,ɾɐ͡ɪ̯t̪e
ঘুমাতে,̤ɡ̤umat̪e,ঘুমাইতে,gʱumɐ͡ɪ̯t̪e
পারি,pari,পারি,pɐɾɪ
না,n̪a,না,nɐ
আমি,ami,আমি,ɐmɪ
বেশ,beɕɔ,বেশ,beʃ
কিছুদিন,kit͡ɕʰud̪in̪ɔ,কিসুদিন,kɪʃud̪ɪn
আগেই,aɡei,আগেই,ɐge͡ɪ̯
জানতে,d͡ʑan̪t̪e,জানতে,ɟɐnt̪e
পারি,pari,পারি,pɐɾɪ
আমার,amarɔ,আমার,ɐmɐɾ
বড়,bɔɽɔ,বড়,bɔɽo
বোন,bon̪ɔ,বইন,bo͡ɪ̯n
পরোকিয়ায়,pɔrokie̯ae̯ɔ,পরকিয়ায়,pɔɾkɪʲɐe̯
লিপ্ত,l̪ipt̪ɔ,লিপ্ত,lɪpt̪o
তার,t̪arɔ,হের,heɾ
অফিসের,oɸis̪erɔ,অফিসের,ɔpʰɪseɾ
বিবাহিত,bibahit̪ɔ,বিবাহিত,bɪbɐhɪt̪o
এক,ekɔ,এক,ɛk
লোকের,l̪okerɔ,বেডার,bedɐɾ
সাথে,s̪at̪ʰe,সাথে,ʃɐt̪ʰe
আমার,amarɔ,আমার,ɐmɐɾ
বোন,bon̪ɔ,বইন,bo͡ɪ̯n
অবিবাহিত,obibahit̪,অবিবাহিত,ɔbɪbɐhɪt̪o
আমার,amarɔ,আমার,ɐmɐɾ
বোনের,bon̪erɔ,বইনের,bo͡ɪ̯neɾ
কাজ,kad͡ʑɔ,"কাম,","kɐm,"
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
অনেক,on̪ekɔ,অনেক,ɔnek
দিন,d̪in̪ɔ,দিন,d̪ɪn
ধরেই,d̪̤ɔrei,ধইরাই,d̪ʱo͡ɪ̯ɾɐ͡ɪ̯
সন্দেহজনক,s̪ɔn̪d̪ehɔd͡ʑɔn̪ɔkɔ,সন্দেহজনক,ʃɔnd̪ehoɟɔnok
মনে,mɔn̪e,মনে,mone
হওয়ায়,hoe̯ae̯ɔ,হওনে,hone
আমি,ami,আমি,ɐmɪ
তাকে,t̪ake,তারে,t̪ɐ
আমি,ami,আমি,ɐmɪ
বিশ্বাস,biɕbas̪ɔ,বিশ্বাস,bɪʃʃɐʃ
করতে,kɔrɔt̪e,করতে,koɾt̪e
পারছিলাম,part͡ɕʰil̪amɔ,পারতাসিলাম,pɐɾt̪ɐʃɪlɐm
না,n̪a,না,nɐ
আমার,amarɔ,আমার,ɐmɐɾ
বোন,bon̪ɔ,বইন,bo͡ɪ̯n
এই,ei,এই,e͡ɪ̯
কাজ,kad͡ʑɔ,কাম,kɐm
করবে,kɔrɔbe,করব,koɾbo
সে,s̪e,হেয়,hee̯
নানান,n̪an̪an̪ɔ,নানান,nɐnɐn
বাহানায়,bahan̪ae̯ɔ,বাহানায়,bɐhɐnɐe̯
বাসায়,bas̪ae̯ɔ,বাসায়,bɐʃɐe̯
একা,eka,একলা,ɛklɐ
থাকতে,t̪ʰakt̪e,থাকতে,t̪ʰɐkt̪e
চাইতো,t͡ɕait̪o,চাইতো,cɐ͡ɪ̯t̪o
বাসায়,bas̪ae̯ɔ,বাসায়,bɐʃɐe̯
আমি,ami,আমি,ɐmɪ
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ
কেও,keo,কেও,ke͡o̯
কিছু,kit͡ɕʰu,কিসু,kɪʃu
জানে,d͡ʑan̪e,জানে,ɟɐne
না,n̪a,না,nɐ
আমার,amarɔ,আমার,ɐmɐɾ
বাবা,baba,আব্বা,ɐbbɐ
বেচে,bet͡ɕe,বাইচ্চা,bɐ͡ɪ̯ccɐ
নেই,n̪ei,নেই,ne͡ɪ̯
সমাজে,s̪ɔmad͡ʑe,সমাজে,ʃɔmɐɟe
সবাই,s̪ɔbai,বেহেই,behe͡ɪ̯
আমাদের,amad̪erɔ,আমরার,ɐmɾɐɾ
অনেক,on̪ekɔ,অনেক,ɔnek
সম্মান,s̪ɔmman̪ɔ,সম্মান,ʃɔmmɐn
দিয়ে,d̪ie̯e,দিয়া,d̪ɪʲɐ
চলে,t͡ɕɔl̪e,চলে,cɔle
আমার,amarɔ,আমার,ɐmɐɾ
বোন,bon̪ɔ,বইন,bo͡ɪ̯n
কেন,ken̪ɔ,কেন,keno
এই,ei,এই,e͡ɪ̯
পথে,pɔt̪ʰe,পথে,pɔt̪ʰe
পা,pa,পা,pɐ
বাড়ালো,baɽal̪o,বাড়াইলো,bɐɽɐ͡ɪ̯lo
জানাজানি,d͡ʑan̪ad͡ʑan̪i,জানাজানি,ɟɐnɐɟɐnɪ
হলে,hɔl̪e,হইলে,ho͡ɪ̯le
কিভাবে,kib̤abe,কেমনে,kɛmone
মুখ,mukʰɔ,মুখ,mukʰ
দেখাবো,d̪ekʰabo,দেহায়াম,d̪ehɐʲɐm
সেই,s̪ei,হেই,he
বাসায়,bas̪ae̯ɔ,বাসায়,bɐʃɐe̯
কাকে,kake,কারে,kɐɾe
জানাবো,d͡ʑan̪abo,জানায়াম,ɟɐnɐʲɐm
কিভাবে,kib̤abe,কেমনে,kɛmone
বুঝতেছিনা,bud͡ʑ̤t̪et͡ɕʰin̪a,বুঝতাসিনা,buɟʱt̪ɐʃɪnɐ
আমি,ami,আমি,ɐmɪ
আমার,amarɔ,আমার,ɐmɐɾ
বোনের,bon̪erɔ,বইনের,bo͡ɪ̯neɾ
চেয়ে,t͡ɕee̯e,চেয়ে,ceʲe
অনেক,on̪ekɔ,মেলা,mɛlɐ
বছরের,bɔt͡ɕʰɔrerɔ,বছরের,bɔcʰoɾeɾ
ছোট,t͡ɕʰot,ছোট,cʰoto
আমার,amarɔ,আমার,ɐmɐɾ
বোনকে,bon̪ke,বইনরে,bo͡ɪ̯noɾe
কিভাবে,kib̤abe,কেমনে,kɛmone
এই,ei,এই,e͡ɪ̯
পথ,pɔt̪ʰɔ,পথ,pɔt̪ʰ
থেকে,t̪ʰeke,থাইক্কা,t̪ʰɐ͡ɪ̯kkɐ
সরিয়ে,s̪ɔrie̯e,সরায়া,ʃɔɾɐʲɐ
আনবো,an̪bo,আনবাম,ɐnbɐm
কিছুই,kit͡ɕʰui,কিসুই,kɪʃu͡ɪ̯
বুঝতে,bud͡ʑ̤t̪e,বুঝতে,buɟʱt̪e
পারছি,part͡ɕʰi,পারতাসি,pɐ
বাসায়,bas̪ae̯ɔ,বাসায়,bɐʃɐe̯
ভয়ে,b̤e̯e,ডরে,doɾe
বলতে,bɔl̪ɔt̪e,কইতে,ko͡ɪ̯t̪e
পারছি,part͡ɕʰi,পারতাসি,pɐɾt̪ɐʃɪ
না,n̪a,না,nɐ
যদি,d͡zɔd̪i,যদি,ɟod̪ɪ
আমি,ami,আমি,ɐmɪ
জেনে,d͡ʑen̪e,জাইন্না,ɟɐ͡ɪ̯nnɐ
গেছি,ɡet͡ɕʰi,গেসি,gesɪ
শুনে,ɕun̪e,হুনে,hune
আমার,amarɔ,আমার,ɐmɐɾ
ক্ষতি,kʂɔt̪i,ক্ষতি,kʰot̪ɪ
করার,kɔrarɔ,করার,kɔɾɐɾ
চেষ্টা,t͡ɕeʂta,চেষ্টা,ceʃtɐ
করে,kɔre,করে,koɾe
ঐ,oj,ঐ,o͡ɪ̯
লোক,l̪okɔ,লোক,lok
যদি,d͡zɔd̪i,যদি,ɟod̪ɪ
আমার,amarɔ,আমার,ɐmɐɾ
বোনের,bon̪erɔ,বইনের,bo͡ɪ̯neɾ
কোনো,kon̪o,কোন,kon
ক্ষতি,kʂɔt̪i,ক্ষতি,kʰot̪ɪ
করে,kɔre,করে,koɾe
কি,ki,কি,kɪ
করা,kɔra,করন,kɔɾon
উচিত,ut͡ɕit̪ɔ,উচিত,ucɪt̪
এমন,emɔn̪ɔ,এমন,ɛmon
পরিস্থিতিতে,pɔris̪t̪ʰit̪it̪e,পরিস্থিতিতে,poɾɪst̪ʰɪt̪ɪt̪e
আমার,amarɔ,আমার,ɐmɐɾ
মনে,mɔn̪e,মনে,mone
হচ্ছে,hɔt͡ɕt͡ɕʰe,হইতাসে,ho͡ɪ̯t̪ɐʃe
আমি,ami,আমি,ɐmɪ
জেনে,d͡ʑen̪e,জাইন্না,ɟɐ͡ɪ̯nnɐ
গেছি,ɡet͡ɕʰi,গেসি,gesɪ
শুনে,ɕun̪e,হুনলে,hunle
ওরা,ora,ওরা,oɾɐ
আমাকে,amake,আমারে,ɐmɐɾe
খুন,kʰun̪ɔ,খুন,kʰun
করতেও,kɔrɔt̪eo,করতেও,koɾt̪e͡o̯
দুইবার,d̪uibarɔ,দুইবার,d̪u͡ɪ̯bɐɾ
ভাববে,b̤abbe,ভাববো,bʱ
এতো,et̪o,এতো,et̪o
সংসারের,s̪ɔŋs̪arerɔ,সংসারের,ʃɔŋʃɐɾeɾ
ঝামেলা,d͡ʑ̤amel̪a,ঝামেলা,ɟʱɐmelɐ
দেখে,d̪ekʰe,দেইক্ষা,d̪e͡ɪ̯kkʰɐ
পোস্ট,pos̪tɔ,পোস্ট,post
করা,kɔra,করা,kɔɾɐ
সন্ধ্যায়,s̪ɔn̪d̪̤d͡zae̯ɔ,সন্ধ্যায়,ʃond̪ʱɐe̯
আমার,amarɔ,আমার,ɐmɐɾ
মা,ma,মা,mɐ
এসে,es̪e,আয়া,ɐʲɐ
আমাকে,amake,আমারে,ɐmɐɾe
অভিযোগ,ob̤id͡zoɡɔ,অভিযোগ,obʱɪɟog
দিলো,d̪il̪o,দিলো,d̪ɪlo
বাবার,babarɔ,আব্বার,ɐbbɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
ঝগড়া,d͡ʑ̤ɔɡɔɽa,ঝগড়া,ɟʱɔgɽɐ
হয়েছে,he̯et͡ɕʰe,হইসে,ho͡ɪ̯ʃe
আবার,abar,আবার,ɐbɐɾ
আগে,aɡe,আগে,ɐge
পরের,pɔrerɔ,পরের,pɔɾeɾ
হিসাব,his̪abɔ,হিসাব,hɪʃɐb
বাদ,bad̪ɔ,বাদ,bɐd̪
আজকে,ad͡ʑke,আজকে,ɐɟke
ঝগড়ার,d͡ʑ̤ɔɡɔɽarɔ,ঝগড়ার,ɟʱɔgɽɐɾ
বিষয়,biʂe̯ɔ,বিষয়,bɪʃɔe̯
আব্বু,abbu,আব্বা,ɐbbɐ
বিদেশে,bid̪eɕe,বিদেশে,bɪd̪eʃe
থাকে,t̪ʰake,থাকে,t̪ʰɐke
সে,s̪e,হেয়,hee̯
সারাদিন,s̪arad̪in̪ɔ,সারাদিন,ʃɐɾɐd̪ɪn
কত,kɔt̪ɔ,কত,kɔt̪o
কষ্ট,kɔʂtɔ,কষ্ট,koʃto
করে,kɔre,কইরা,ko͡ɪ̯ɾɐ
কাজ,kad͡ʑɔ,কাম,kɐm
করে,kɔre,করে,koɾe
এক,ekɔ,এক,ɛk
বেলা,bel̪a,বেলা,belɐ
খাওয়ার,kʰaoe̯arɔ,খাওনের,kʰɐ͡o̯neɾ
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯
পায়,pae̯ɔ,পায়,pɐe̯
এসব,es̪ɔbɔ,এসব,eʃɔb
আম্মু,ammu,আম্মারে,ɐmmɐɾe
কে,ke,কইসে,ko͡ɪ̯ʃe
আম্মু,ammu,আম্মা,ɐmmɐ
তখন,t̪ɔkʰɔn̪ɔ,তহন,t̪ɔhon
উলটে,ul̪te,উলটা,ultɐ
বলছে,bɔl̪ɔt͡ɕʰe,কইসে,ko͡ɪ̯ʃe
আমি,ami,আমি,ɐmɪ
ও,o,ও,o
সারাদিন,s̪arad̪in̪ɔ,সারাদিন,ʃɐɾɐd̪ɪn
অনেক,on̪ekɔ,মেলা,mɛlɐ
কাজ,kad͡ʑɔ,কাম,kɐm
করি,kɔri,করি,koɾɪ
গত,ɡɔt̪ɔ,গত,gɔt̪o
কাল,kal̪ɔ,কাল,kɐl
না,n̪a,না,nɐ
খেয়ে,kʰee̯e,খায়া,kʰɐʲɐ
রোজা,rod͡ʑa,রোজা,ɾoɟɐ
ছিলাম,t͡ɕʰil̪am,আসিলাম,ɐʃɪlɐm
এটা,eta,এইডা,e͡ɪ̯dɐ
শুনে,ɕun̪e,হুইন্না,hu͡ɪ̯nnɐ
আব্বু,abbu,আব্বা,ɐbbɐ
রেগে,reɡe,রাইজ্ঞা,ɾɐ͡ɪ̯ggɐ
ফোন,ɸon̪ɔ,ফোন,pʰon
কেটে,kete,কাইটটা,kɐ͡ɪ̯ttɐ
দিছে,d̪it͡ɕʰe,দিসে,d̪ɪʃe
আমি,ami,আমি,ɐmɪ
আম্মু,ammu,আম্মা,ɐmmɐ
কে,ke,রে,ɾe
বললাম,bɔl̪ɔl̪amɔ,কইলাম,ko͡ɪ̯lɐm
আব্বু,abbu,আব্বা,ɐbbɐ
শুনতে,ɕun̪t̪e,হুনতে,hunt̪e
চাইছে,t͡ɕait͡ɕʰe,চাইসে,cɐ͡ɪ̯ʃe
একটু,ektu,একটু,ektu
সান্ত্বনা,s̪an̪t̪bɔn̪a,সান্ত্বনা,ʃɐnt̪onɐ
আমিও,amio,আমিও,ɐmɪ͡o̯
বুঝি,bud͡ʑ̤i,বুঝি,buɟʱɪ
তুমি,t̪umi,তুমি,t̪umɪ
অনেক,on̪ekɔ,মেলা,mɛlɐ
কষ্ট,kɔʂtɔ,কষ্ট,koʃto
করো,kɔro,করো,koɾo
আম্মুর,ammurɔ,আম্মার,ɐmmɐɾ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
কয়দিন,ke̯ɔd̪in̪ɔ,কয়দিন,kɔʲd̪ɪn
আগে,aɡe,আগে,ɐge
আমি,ami,আমি,ɐmɪ
তাকে,t̪ake,তারে,t̪ɐɾe
একটা,ekta,একটা,ɛktɐ
কষ্টের,kɔʂterɔ,কষ্টের,koʃteɾ
বলছি,bɔl̪ɔt͡ɕʰi,কইসি,ko͡ɪ̯ʃɪ
সে,s̪e,হেয়,hee̯
আমার,amarɔ,আমার,ɐmɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
কি,ki,কি,kɪ
করলো,kɔrɔl̪o,করলো,koɾlo
আমাকে,amake,আমারে,ɐmɐɾe
ও,o,ও,o
তাই,t̪ai,তাই,t̪ɐ͡ɪ̯
করতে,kɔrɔt̪e,করতে,koɾt̪e
হবে,hɔbe,হইব,ho͡ɪ̯bo
এমন,emɔn̪ɔ,এমন,ɛmon
মনোভাব,mɔn̪ob̤abɔ,মনোভাব,monobʱɐb
নিয়ে,n̪ie̯e,নিয়া,nɪʲɐ
সংসারে,s̪ɔŋs̪are,সংসারে,ʃɔŋʃɐɾe
কখনো,kɔkʰɔn̪o,কহনো,kɔhono
সুখ,s̪ukʰɔ,সুখ,ʃukʰ
আসে,as̪e,আয়,ɐe̯
না,n̪a,না,nɐ
আমার,amarɔ,আমার,ɐmɐɾ
মার,marɔ,মার,mɐɾ
কাছে,kat͡ɕʰe,কাসে,kɐʃe
জামাই,d͡ʑamai,জামাই,ɟɐmɐ͡ɪ̯
খুব,kʰubɔ,খুব,kʰub
ভাল,b̤al̪,ভালা,bʱɐlɐ
এক,ekɔ,এক,ɛk
কথায়,kɔt̪ʰae̯ɔ,কথায়,kɔt̪ʰɐe̯
সোনার,s̪on̪arɔ,সোনার,ʃonɐɾ
টুকরো,tukro,টুকরো,tukɾo
স্বামী,s̪bami,জামাই,ɟɐmɐ͡ɪ̯
আমার,amar,আমার,ɐmɐɾ
আমাকে,amake,আমারে,ɐmɐɾe
"বোঝে,","bod͡ʑ̤e,","বুঝে,","buɟʱe,"
আমার,amarɔ,আমার,ɐmɐɾ
সব,s̪ɔbɔ,সব,ʃɔb
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
শোনে,ɕon̪e,হুনে,hune
আমার,amarɔ,আমার,ɐmɐɾ
হয়ে,he̯e,হয়া,hɔʲɐ
প্রতিবাদ,prɔt̪ibad̪ɔ,প্রতিবাদ,pɾot̪ɪbɐd̪
করে,kɔre,করে,koɾe
আরো,aro,আরো,ɐɾo
কত,kɔt̪ɔ,কত,kɔt̪o
গুন,ɡun̪,গুন,gun
আমি,ami,আমি,ɐmɪ
তাকে,t̪ake,তারে,t̪ɐɾe
এইগুলো,eiɡul̪o,এইগুলা,e͡ɪ̯gulɐ
শিখাইছি,ɕikʰait͡ɕʰi,শিখাইসি,ʃɪkʰɐ͡ɪ̯sɪ
আমি,ami,আমি,ɐmɪ
রেগে,reɡe,রাইজ্ঞা,ɾɐ͡ɪ̯ggɐ
থাকলেও,t̪ʰakl̪eo,থাকলেও,t̪ʰɐkle͡o̯
সে,s̪e,হেয়,hee̯
বুঝতো,bud͡ʑ̤t̪o,বুঝতো,buɟʱt̪o
না,n̪a,না,nɐ
আমি,ami,আমি,ɐmɪ
পাশে,paɕe,পাশে,pɐʃe
বসায়ে,bɔs̪ae̯e,বহায়া,bɔhɐʲɐ
বলছি,bɔl̪ɔt͡ɕʰi,কইসি,ko͡ɪ̯ʃɪ
যে,d͡ze,যে,ɟe
এই,ei,এই,e͡ɪ̯
কাজের,kad͡ʑerɔ,কামের,kɐmeɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাইজ্ঞা,lɐ͡ɪ̯ggɐ
আমার,amarɔ,আমার,ɐmɐɾ
খারাপ,kʰarapɔ,খারাপ,kʰɐɾɐp
লাগছে,l̪aɡt͡ɕʰe,লাগসে,lɐgʃe
এখন,ekʰɔn̪ɔ,এহন,ehon
তুমি,t̪umi,তুমি,t̪umɪ
আমার,amarɔ,আমার,ɐmɐɾ
কাছে,kat͡ɕʰe,কাসে,kɐʃe
ক্ষমা,kʂɔma,মাফ,mɐpʰ
চাও,t͡ɕao,চাও,cɐ͡o̯
আমি,ami,আমি,ɐmɪ
তাকে,t̪ake,হেরে,heɾe
কখনো,kɔkʰɔn̪o,কহনো,kɔhono
তার,t̪arɔ,হের,heɾ
কোনো,kon̪o,কোনো,kono
কাজ,kad͡ʑɔ,কাম,kɐm
নিয়ে,n̪ie̯e,নিয়া,nɪʲɐ
খোটা,kʰota,খোটা,kʰotɐ
দেই,d̪ei,দেই,d̪e͡ɪ̯
নি,n̪i,নাই,nɐ͡ɪ̯
আমি,ami,আমি,ɐmɪ
একটা,ekta,একটা,ɛktɐ
কষ্টের,kɔʂterɔ,কষ্টের,koʃteɾ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বললে,bɔl̪ɔl̪e,কইলে,ko͡ɪ̯le
সে,s̪e,হেয়,hee̯
নিজের,n̪id͡ʑerɔ,নিজের,nɪɟeɾ
বলছে,bɔl̪ɔt͡ɕʰe,কইসে,ko͡ɪ̯ʃe
আমি,ami,আমি,ɐmɪ
আমার,amarɔ,আমার,ɐmɐɾ
বিষয়,biʂe̯ɔ,বিষয়,bɪʃɔe̯
সাইডে,s̪aide,সাইডে,sɐ͡ɪ̯de
রেখে,rekʰe,রাইক্ষা,ɾɐ͡ɪ̯kkʰɐ
তাকে,t̪ake,হেরে,heɾe
সান্ত্বনা,s̪an̪t̪bɔn̪a,সান্ত্বনা,ʃɐnt̪onɐ
দিছি,d̪it͡ɕʰi,দিসি,d̪ɪʃɪ
সে,s̪e,হেয়,hee̯
যেভাবে,d͡zeb̤abe,যেমনে,ɟemone
আমাকে,amake,আমারে,ɐmɐɾe
আশা,aɕa,আশা,ɐʃɐ
করছে,kɔrɔt͡ɕʰe,করসে,koɾʃe
আমি,ami,আমি,ɐmɪ
নিজেকে,n̪id͡ʑeke,নিজেরে,nɪɟeɾe
সেভাবে,s̪eb̤abe,ওমনে,omone
উপস্থাপন,upɔs̪t̪ʰapɔn̪ɔ,উপস্থাপন,upost̪ʰɐpon
করছি,kɔrɔt͡ɕʰi,করসি,koɾʃɪ
আমার,amarɔ,আমার,ɐmɐɾ
কখনো,kɔkʰɔn̪o,কহনো,kɔhono
মনে,mɔn̪e,মনে,mone
হয়,he̯ɔ,হয়,hɔe̯
নি,n̪i,নাই,nɐ͡ɪ̯
আমি,ami,আমি,ɐmɪ
কেন,ken̪ɔ,কেন,keno
ছোট,t͡ɕʰotɔ,ছোট,cʰoto
হবো,hɔbo,হবো,hɔbo
ও,o,ও,o
আমার,amarɔ,আমার,ɐmɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
এটা,eta,এইডা,e͡ɪ̯dɐ
করছে,kɔrɔt͡ɕʰe,করসে,koɾʃe
আমিও,amio,আমিও,ɐmɪ͡o̯
ওর,orɔ,ওর,oɾ
করবো,kɔrɔbo,করবাম,koɾbɐm
ও,o,ওয়,buɟʱe
বোঝে,bod͡ʑ̤e,বুঝে,nɐ
না,n̪a,না,ɐmɐɾ
আমার,amarɔ,আমার,tʰekɐ
ঠেকা,tʰeka,ঠেকা,nɐ͡ɪ̯
নাই,n̪ai,নাই,buɟʱɐnoɾ
মানুষ,man̪uʂɔ,মানুষ,mɐnuʃ
যার,d͡zarɔ,যার,ɟɐɾ
নিজের,n̪id͡ʑerɔ,নিজের,nɪɟeɾ
মত,mɔt̪ɔ,মত,mɔt̪
আমি,ami,আমি,ɐmɪ
বিশ্বাস,biɕbas̪ɔ,বিশ্বাস,bɪʃʃɐʃ
করি,kɔri,করি,koɾɪ
কাউকে,kauke,কাউরে,kɐ͡u̯ɾe
যদি,d͡zɔd̪i,যদি,ɟod̪ɪ
নিজের,n̪id͡ʑerɔ,নিজের,nɪɟeɾ
মত,mɔt̪ɔ,মত,mɔt̪
চাই,t͡ɕai,চাই,cɐ͡ɪ̯
