regional_text,bangla_speech,region_name,combined,ipa_output
মুই ফুটবল খ্যালতে ভালোবাসি,আমি ফুটবল খেলতে ভালোবাসি,Barishal ,Barishal  মুই ফুটবল খ্যালতে ভালোবাসি,bɐɾɔhɐl  mu͡ɪ̯ pʰutbɔl kʰɛlt̪e bʱɐlobɐʃɪ
কলকাতা মোহনবাগানের ফুটবল দল বেমালা জনপ্রিয়,কলকাতা মোহনবাগানের ফুটবল দল অনেক জনপ্রিয়,Barishal ,Barishal  কলকাতা মোহনবাগানের ফুটবল দল বেমালা জনপ্রিয়,bɐɾɔhɐl  kolkɐt̪ɐ mohonbɐgɐneɾ pʰutbɔl d̪ɔl bemɐlɐ ɟɔnopɾɪʲo
মুই ফুটবল খ্যালতে মোর দোস্তগো লগে যাইতেয়াছি,আমি ফুটবল খেলতে আমার বন্ধুদের সঙ্গে যাচ্ছি,Barishal ,Barishal  মুই ফুটবল খ্যালতে মোর দোস্তগো লগে যাইতেয়াছি,bɐɾɔhɐl  mu͡ɪ̯ pʰutbɔl kʰɛlt̪e moɾ d̪ost̪ogo lɔge ɟɐ͡ɪ̯t̪eʲɐcʰɪ
মোর পছন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,আমার পছন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,Barishal ,Barishal  মোর পছন্দের ফুটবল খেলোয়াড় লিওনেল মেসি,bɐɾɔhɐl  moɾ pɔcʰond̪eɾ pʰutbɔl kʰeloʷɐɽ lɪ͡o̯nel mesɪ
মোর দোস্ত গুলান সপ্তায় দুইডা ফুটবল ম্যাচ খ্যালতে পারে,আমার বন্ধুরা সপ্তাহের মধ্যে দুইটি ফুটবল ম্যাচ খেলতে পারে,Barishal ,Barishal  মোর দোস্ত গুলান সপ্তায় দুইডা ফুটবল ম্যাচ খ্যালতে পারে,bɐɾɔhɐl  moɾ d̪ost̪o gulɐn ʃɔpt̪ɐe̯ d̪u͡ɪ̯dɐ pʰutbɔl mɛc kʰɛlt̪e pɐɾe
মুই ফুটবল খ্যালার লইজ্ঞা প্রস্তুত,আমি ফুটবল খেলার জন্য প্রস্তুত,Barishal ,Barishal  মুই ফুটবল খ্যালার লইজ্ঞা প্রস্তুত,bɐɾɪʃɐl  mu͡ɪ̯ pʰutbɔl kʰɛlɐɾ lo͡ɪ̯ggɐ pɾost̪ut̪
মোর পছন্দের ফুটবল দল আর্জেন্টিনা,আমার পছন্দের ফুটবল দল আর্জেন্টিনা,Barishal ,Barishal  মোর পছন্দের ফুটবল দল আর্জেন্টিনা,bɐɾɔhɐl  moɾ pɔcʰond̪eɾ pʰutbɔl d̪ɔl ɐɾɟentɪnɐ
ফুটবল ম্যাচে বিশ্বকাপ জেতছে ফ্রান্স,ফুটবল ম্যাচে বিশ্বকাপ জয় করেছে ফ্রান্স,Barishal ,Barishal  ফুটবল ম্যাচে বিশ্বকাপ জেতছে ফ্রান্স,bɐɾɔhɐ  pʰutbɔl mɛce bɪʃʃokɐp ɟet̪cʰe pʰɾɐnʃo
মুই ফুটবলে এউক্কা গোল করছি,আমি ফুটবলে একটি গোল করেছি,Barishal ,Barishal  মুই ফুটবলে এউক্কা গোল করছি, bɐɾɔhɐl  mu͡ɪ̯ pʰutbɔle ɛ͡u̯kkɐ gol koɾcʰɪ
ফুটবল খ্যালা মোর জীবনের অংশ,ফুটবল খেলা আমার জীবনের অংশ,Barishal ,Barishal  ফুটবল খ্যালা মোর জীবনের অংশ,bɐɾɔhɐl  pʰutbɔl kʰɛlɐ moɾ ɟɪbɔneɾ ɔŋʃo
মুই পেরতেকদিন ফুটবল খ্যালতে যাই,আমি প্রতিদিন ফুটবল খেলতে যাই,Barishal ,Barishal  মুই পেরতেকদিন ফুটবল খ্যালতে যাই,bɐɾɔhɐl  mu͡ɪ̯ peɾt̪ekd̪ɪn pʰutbɔl kʰɛlt̪e ɟɐ͡ɪ̯
বার্সেলোনা ফুটবল কেলাব খুব জনপ্রিয়,বার্সেলোনা  ফুটবল ক্লাব খুব জনপ্রিয়,Barishal ,Barishal  বার্সেলোনা ফুটবল কেলাব খুব জনপ্রিয়,bɐɾɪʃɐl  bɐɾselonɐ pʰutbɔl kelɐb kʰub ɟɔnopɾɪʲo
মুই ফুটবল ম্যাচ দ্যাখতে বেমালা ভালোবাসি,আমি ফুটবল ম্যাচ দেখতে খুব ভালোবাসি,Barishal ,Barishal  মুই ফুটবল ম্যাচ দ্যাখতে বেমালা ভালোবাসি,bɐɾɔhɐl  mu͡ɪ̯ pʰutbɔl mɛc d̪ɛkʰt̪e bemɐlɐ bʱɐlobɐʃɪ
বাংলাদেশের জনপ্রিয় ফুটবলারগুলান অনেক উচু মানের খেলোয়াড়,বাংলাদেশের জনপ্রিয় ফুটবলারগুলি অনেক উচ্চ মানের খেলোয়াড়,Barishal ,Barishal  বাংলাদেশের জনপ্রিয় ফুটবলারগুলান অনেক উচু মানের খেলোয়াড়,bɐɾɔʃɐl  bɐŋlɐd̪eʃeɾ ɟɔnopɾɪʲo pʰutbɔlɐɾgulɐn ɔnek ucu mɐneɾ kʰeloʷɐɽ
ফুটবল খ্যালার কালে মুই আনন্দ পাই,ফুটবল খেলার সময় আমি আনন্দ পাই,Barishal ,Barishal  ফুটবল খ্যালার কালে মুই আনন্দ পাই,bɐɾɔhɐl  pʰutbɔl kʰɛlɐɾ kɐle mu͡ɪ̯ ɐnond̪o pɐ͡ɪ̯
মুই ফুটবল ম্যাচগুলান দ্যাখতে ভালোবাসি,আমি ফুটবল ম্যাচগুলি দেখতে ভালোবাসি,Barishal ,Barishal  মুই ফুটবল ম্যাচগুলান দ্যাখতে ভালোবাসি,bɐɾɔhɐl  mu͡ɪ̯ pʰutbɔl mɛcgulɐn d̪ɛkʰt̪e bʱɐlobɐʃɪ
মুই ফুটবল ম্যাচে উপস্থিত হইতে চাই,আমি ফুটবল ম্যাচে উপস্থিত হতে চাই,Barishal ,Barishal  মুই ফুটবল ম্যাচে উপস্থিত হইতে চাই,bɐɾɔʃɐl  mu͡ɪ̯ pʰutbɔl mɛce upost̪ʰɪt̪ ho͡ɪ̯t̪e cɐ͡ɪ̯
ব্রাজিল ফুটবল দল বিশ্বসেরা,ব্রাজিল ফুটবল দল বিশ্বসেরা,Barishal ,Barishal  ব্রাজিল ফুটবল দল বিশ্বসেরা,bɐɾɔhɐl  bɾɐɟɪl pʰutbɔl d̪ɔl bɪʃʃoʃeɾɐ
মুই ব্রাজিল ফুটবল দলেরে সমর্থন করি,আমি ব্রাজিল ফুটবল দলকে সমর্থন করি,Barishal ,Barishal  মুই ব্রাজিল ফুটবল দলেরে সমর্থন করি,bɐɾɔhɐl  mu͡ɪ̯ bɾɐɟɪl pʰutbɔl d̪ɔleɾe ʃɔmoɾt̪ʰɔn koɾɪ
ব্রাজিল ফুটবল দল এউক্কা শক্তিশালী দল,ব্রাজিল ফুটবল দল একটি শক্তিশালী দল,Barishal ,Barishal  ব্রাজিল ফুটবল দল এউক্কা শক্তিশালী দল,bɐɾɔhɐl  bɾɐɟɪl pʰutbɔl d̪ɔl ɛ͡u̯kkɐ ʃɔkt̪ɪʃɐlɪ d̪ɔl
ব্রাজিল ফুটবল দল হইলে বিশ্বকাপ চ্যাম্পিওন,ব্রাজিল ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন,Barishal ,Barishal  ব্রাজিল ফুটবল দল হইলে বিশ্বকাপ চ্যাম্পিওন,bɐɾɔhɐl  bɾɐɟɪl pʰutbɔl d̪ɔl ho͡ɪ̯le bɪʃʃokɐp cɛmpɪ͡o̯n
মুই আর্জেন্টিনা ফুটবল দলেরে সমর্থন করি,আমি আর্জেন্টিনা ফুটবল দলকে সমর্থন করি,Barishal ,Barishal  মুই আর্জেন্টিনা ফুটবল দলেরে সমর্থন করি,bɐɾɔhɐl  mu͡ɪ̯ ɐɾɟentɪnɐ pʰutbɔl d̪ɔleɾe ʃɔmoɾt̪ʰɔn koɾɪ
মুই বাংলাদেশ কিরকেট দলেরে সমর্থন করি,আমি বাংলাদেশ ক্রিকেট দলকে সমর্থন করি,Barishal ,Barishal  মুই বাংলাদেশ কিরকেট দলেরে সমর্থন করি,bɐɾɔhɐl  mu͡ɪ̯ bɐŋlɐd̪eʃ kɪɾɔket d̪ɔleɾe ʃɔmoɾt̪ʰɔn koɾɪ
বাংলাদেশ ক্রিকেট দল শক্তিশালী দল গুলানের মইধ্যে এউক্কা,বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটি,Barishal ,Barishal  বাংলাদেশ ক্রিকেট দল শক্তিশালী দল গুলানের মইধ্যে এউক্কা,bɐɾɔhɐl  bɐŋlɐd̪eʃ kɾɪket d̪ɔl ʃɔkt̪ɪʃɐlɪ d̪ɔl gulɐneɾ mo͡ɪ̯d̪d̪ʱe e͡u̯kkɐ
মেঘনা নদী বাংলাদেশের এউক্কা পোরধান নদী,মেঘনা নদী বাংলাদেশের একটি প্রধান নদী,Barishal ,Barishal  মেঘনা নদী বাংলাদেশের এউক্কা পোরধান নদী,bɐɾɔhɐl  megʱonɐ nod̪ɪ bɐŋlɐd̪eʃeɾ e͡u̯kkɐ poɾd̪ʱɐn nod̪ɪ
নীল নদী আফ্রিকার পোরধান নদীর এউক্কা,নীল নদী আফ্রিকার প্রধান নদীর একটি,Barishal ,Barishal  নীল নদী আফ্রিকার পোরধান নদীর এউক্কা,bɐɾɔhɐl  nɪl nod̪ɪ ɐpʰɾɪkɐɾ poɾd̪ʱɐn nod̪ɪɾ e͡u̯kkɐ
নীল আকাশের তলে তোমার হাত ধইররা হাইট্টা যাইতে চাই,নীল আকাশের নিচে তোমার হাত ধরে হেঁটে যেতে  চাই,Barishal ,Barishal  নীল আকাশের তলে তোমার হাত ধইররা হাইট্টা যাইতে চাই,bɐɾɔhɐl  nɪl ɐkɐʃeɾ t̪ɔle t̪omɐɾ hɐt̪ d̪ʱo͡ɪ̯ɾɾɐ hɐ͡ɪ̯ttɐ ɟɐ͡ɪ̯t̪e cɐ͡ɪ̯
তোমার লগে নীল আকাশের তলে বইয়া গল্প করতে চাই,তোমার সাথে নীল আকাশের নিচে বসে গল্প করতে চাই,Barishal ,Barishal  তোমার লগে নীল আকাশের তলে বইয়া গল্প করতে চাই,bɐɾɔhɐl  t̪omɐɾ lɔge nɪl ɐkɐʃeɾ t̪ɔle bo͡ɪ̯ʲɐ gɔlpo koɾt̪e cɐ͡ɪ̯
আমাজন নদী দুনিয়ার সবচাইয়া বড় নদী হিসাবে পরিচিত,আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,Barishal ,Barishal  আমাজন নদী দুনিয়ার সবচাইয়া বড় নদী হিসাবে পরিচিত,bɐɾɔhɐl  ɐmɐɟon nod̪ɪ d̪unɪʲɐɾ ʃɔbcɐ͡ɪ̯ʲɐ bɔɽo nod̪ɪ hɪʃɐbe poɾɪcɪt̪o
আকাশের নীল রংডা অসাধারন,আকাশের নীল রঙটি অসাধারণ,Barishal ,Barishal  আকাশের নীল রংডা অসাধারন,bɐɾɔhɐl  ɐkɐʃeɾ nɪl ɾɔŋdɐ ɔʃɐd̪ʱɐɾon
আকাশের তারাগুলান মোগোড়ে আশা  দ্যায়,আকাশে তারাগুলি আমাদেরকে আশা দেয়,Barishal ,Barishal  আকাশের তারাগুলান মোগোড়ে আশা  দ্যায়,bɐɾɔhɐl  ɐkɐʃeɾ t̪ɐɾɐgulɐn mogoɽe ɐʃɐ  d̪ɛe̯
আকাশে মেঘের লইজ্ঞা বিরিষ্টি পরে,আকাশে মেঘের কারণে বৃষ্টি পড়ে,Barishal ,Barishal  আকাশে মেঘের লইজ্ঞা বিরিষ্টি পরে,bɐɾɪʃɐl  ɐkɐʃe megʱeɾ lo͡ɪ̯ggɐ bɪɾɪʃtɪ pɔɾe
মাছ গুলান পানির মইধ্যে সুন্দর,মাছগুলি পানির মধ্যে সুন্দর,Barishal ,Barishal  মাছ গুলান পানির মইধ্যে সুন্দর,bɐɾɪʃɐl  mɐcʰ gulɐn pɐnɪɾ mo͡ɪ̯d̪d̪ʱe ʃund̪ɔɾ
তুমি এইহানে থাকলে মুই খুশি,তুমি এখানে থাকলে আমি খুশি,Barishal ,Barishal  তুমি এইহানে থাকলে মুই খুশি,bɐɾɔhɐl  t̪umɪ e͡ɪ̯hɐne t̪ʰɐkle mu͡ɪ̯ kʰuʃɪ
মুই বেইন্না কালে ঘুমেগোনে উডি,আমি সকালে ঘুমিয়ে উঠি,Barishal ,Barishal  মুই বেইন্না কালে ঘুমেগোনে উডি,bɐɾhɐl  mu͡ɪ̯ be͡ɪ̯nnɐ kɐle gʱumegone udɪ
মোর লাল রঙের গাড়িডা গতকাইল চুরি হইয়া গ্যাছে,আমার লাল রঙের গাড়িটি গতকাল চুরি হয়ে গেছে,Barishal ,Barishal  মোর লাল রঙের গাড়িডা গতকাইল চুরি হইয়া গ্যাছে,bɐɾɔhɐl  moɾ lɐl ɾɔŋeɾ gɐɽɪdɐ gɔt̪okɐ͡ɪ̯l cuɾɪ ho͡ɪ̯ʲɐ gɛcʰe
মোর বাসায় গতকাইল রাইতে চুরি হইছে,আমার বাসায়  গতকাল রাতে চুরি হয়েছে,Barishal ,Barishal  মোর বাসায় গতকাইল রাইতে চুরি হইছে,bɐɾɔhɐl  moɾ bɐʃɐe̯ gɔt̪okɐ͡ɪ̯l ɾɐ͡ɪ̯t̪e cuɾɪ ho͡ɪ̯cʰe
মোর গাড়ির রং হইলে লাল,আমার গাড়ির রঙ হলো লাল,Barishal ,Barishal  মোর গাড়ির রং হইলে লাল,bɐɪʃɐl  moɾ gɐɽɪɾ ɾɔŋ ho͡ɪ̯le lɐl
সহজ ভাষায় কতা কওয়া উচিত,সহজ ভাষায় কথা বলা উচিত,Barishal ,Barishal  সহজ ভাষায় কতা কওয়া উচিত,bɐɾɔhɐl  ʃɔhoɟ bʱɐʃɐe̯ kɔt̪ɐ koʷɐ ucɪt̪
মুই আম্নের লগে আছি,আমি আপনার সঙ্গে আছি,Barishal ,Barishal  মুই আম্নের লগে আছি,bɐɾɔhɐl  mu͡ɪ̯ ɐmneɾ lɔge ɐcʰɪ
মোর আব্বায় বিদেশ থাহে,আমার আব্বু বিদেশে থাকে,Barishal ,Barishal  মোর আব্বায় বিদেশ থাহে,bɐɾɔhɐl  moɾ ɐbbɐe̯ bɪd̪eʃ t̪ʰɐhe
মোর ছোডো ভাই দুই মাস পর বিদেশ পরালেহা করতে যাইবে,আমার ছোটো ভাই দুই মাস পর বিদেশে পড়ালেখা করতে যাবে,Barishal ,Barishal  মোর ছোডো ভাই দুই মাস পর বিদেশ পরালেহা করতে যাইবে,bɐɾɔhɐl  moɾ cʰodo bʱɐ͡ɪ̯ d̪u͡ɪ̯ mɐʃ pɔɾ bɪd̪eʃ pɔɾɐlehɐ koɾt̪e ɟɐ͡ɪ̯be
মোর বড় বুইন মোরে অনেক ভালবাসে,আমার বড় বোন আমাকে অনেক ভালবাসে,Barishal ,Barishal  মোর বড় বুইন মোরে অনেক ভালবাসে,bɐɾɔhɐl  moɾ bɔɽo bu͡ɪ̯n moɾe ɔnek bʱɐlbɐʃe
মোর বড় বুইন রে মুই অনেক ভালবাসি,আমার বড় বোনকে আমি অনেক ভালবাসি,Barishal ,Barishal  মোর বড় বুইন রে মুই অনেক ভালবাসি,bɐɪʃɐl  moɾ bɔɽo bu͡ɪ̯n ɾe mu͡ɪ̯ ɔnek bʱɐlbɐʃɪ
আম্নের বড় বুইনের কি বিয়া হইয়া গ্যাছে ?,আপনার বড় বোনের কি বিয়ে হয়ে গেছে ?,Barishal ,Barishal  আম্নের বড় বুইনের কি বিয়া হইয়া গ্যাছে ?,bɐɾɔhɐl  ɐmneɾ bɔɽo bu͡ɪ̯neɾ kɪ bɪʲɐ ho͡ɪ̯ʲɐ gɛcʰe?
তোর বড় ভাইয়ের নাম কি ?,তোর বড় ভাইয়ের নাম কি ?,Barishal ,Barishal  তোর বড় ভাইয়ের নাম কি ?,bɐɾɔhɐl  t̪oɾ bɔɽo bʱɐ͡ɪ̯ʲeɾ nɐm kɪ?
তোর বড় ভাইয়ে্র লগে মোর বিয়া হওয়ার কতা চলতেয়াছে,তোর বড় ভাইয়ের সাথে আমার বিয়ে হওয়ার  কথা চলতাসে,Barishal ,Barishal  তোর বড় ভাইয়ে্র লগে মোর বিয়া হওয়ার কতা চলতেয়াছে,bɐɾohɐl  t̪oɾ bɔɽo bʱɐ͡ɪ̯ʲeɾ lɔge moɾ bɪʲɐ hoʷɐɾ kɔt̪ɐ cɔlt̪eʲɐcʰe
বিদেশ ঘোরতে যাওয়া মোর স্বপ্ন,বিদেশে ঘুরতে যাওয়া আমার স্বপ্ন,Barishal ,Barishal  বিদেশ ঘোরতে যাওয়া মোর স্বপ্ন,bɐɾɔhɐl  bɪd̪eʃ gʱoɾt̪e ɟɐ͡o̯ʷɐ moɾ ʃɔpno
মুই কহনই তোমারে ভুল্মু না,আমি কখনই তোমাকে ভুলবো না,Barishal ,Barishal  মুই কহনই তোমারে ভুল্মু না,bɐɾɪʃɐl  mu͡ɪ̯ kɔhonɪ t̪omɐɾe bʱulmu nɐ
তুমি মোর জীবনের আলো,তুমি আমার জীবনের আলো,Barishal ,Barishal  তুমি মোর জীবনের আলো,bɐɾɔhɐl  t̪umɪ moɾ ɟɪbɔneɾ ɐlo
সকালে পরালেহা করা ভালো উপায়,সকালে পড়াশোনা করা ভালো উপায়,Barishal ,Barishal  সকালে পরালেহা করা ভালো উপায়,bɐɽhɐl  ʃɔkɐle pɔɾɐlehɐ kɔɾɐ bʱɐlo upɐe̯
পরীক্ষার লইজ্ঞা সকালে পরালেহা করা ভালো,পরীক্ষার জন্য সকালে পড়াশোনা করা ভালো হয়,Barishal ,Barishal  পরীক্ষার লইজ্ঞা সকালে পরালেহা করা ভালো,bɐɾɐl  poɾɪkkʰɐɾ lo͡ɪ̯ggɐ ʃɔkɐle pɔɾɐlehɐ kɔɾɐ bʱɐlo
সকালে পরালেহা কইররা পেরত্তেকদিন শুরু করা ভালো হয়,সকালে পড়াশোনা করে প্রতিদিন শুরু করা ভালো হয়,Barishal ,Barishal  সকালে পরালেহা কইররা পেরত্তেকদিন শুরু করা ভালো হয়,bɐɾɔhɐl  ʃɔkɐle pɔɾɐlehɐ ko͡ɪ̯ɾɾɐ peɾt̪t̪ekd̪ɪn ʃuɾu kɔɾɐ bʱɐlo hɔe̯
সকালে পরালেহা কইররা মুই আরামে মনোযোগ দেতে পারি,সকালে পড়াশোনা করে আমি আরামে মনোযোগ দিতে পারি,Barishal ,Barishal  সকালে পরালেহা কইররা মুই আরামে মনোযোগ দেতে পারি,bɐɾɔhɐl  ʃɔkɐle pɔɾɐlehɐ ko͡ɪ̯ɾɾɐ mu͡ɪ̯ ɐɾɐme monoɟog d̪et̪e pɐɾɪ
সকালের শুরুতেই পরালেহা শুরু করা ভালো,সকালের শুরুতেই পড়াশোনা শুরু করা ভালো,Barishal ,Barishal  সকালের শুরুতেই পরালেহা শুরু করা ভালো,bɐɾɔhɐl  ʃɔkɐleɾ ʃuɾut̪e͡ɪ̯ pɔɾɐlehɐ ʃuɾu kɔɾɐ bʱɐlo
অনেকদিন আগে এক গেরামে এক টুপি বিক্রেতা আল্লে,অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন,Barishal ,Barishal  অনেকদিন আগে এক গেরামে এক টুপি বিক্রেতা আল্লে,bɐɾɔhɐl  ɔnekd̪ɪn ɐge ɛk geɾɐme ɛk tupɪ bɪkɾet̪ɐ ɐlle
হ্যায় একদিন পাশের গেরামে যাইয়া টুপি বেছতেয়াছেলে,তিনি একদিন পাশের গ্রামে গিয়ে টুপি বিক্রি করছিলেন,Barishal ,Barishal  হ্যায় একদিন পাশের গেরামে যাইয়া টুপি বেছতেয়াছেলে,bɐɾɔhɐl  hɛe̯ ɛkd̪ɪn pɐʃeɾ geɾɐme ɟɐ͡ɪ̯ʲɐ tupɪ becʰot̪eʲɐcʰele
হ্যায় রাস্তা দিয়া হ্যার গেরামের দিক যাইতেয়াছেলে,তিনি রাস্তা দিয়ে তার গ্রামের দিকে ফিরছিলেন,Barishal ,Barishal  হ্যায় রাস্তা দিয়া হ্যার গেরামের দিক যাইতেয়াছেলে,bɐɾɔʃɐl  hɛe̯ ɾɐst̪ɐ d̪ɪʲɐ hɛɾ geɾɐmeɾ d̪ɪk ɟɐ͡ɪ̯t̪eʲɐcʰele
হ্যাই কালে লগে দিয়া এউক্কা হিয়াল যাইতেয়াছেলে,সেই সময় পাশ দিয়ে এক শিয়াল যাচ্ছিল,Barishal ,Barishal  হ্যাই কালে লগে দিয়া এউক্কা হিয়াল যাইতেয়াছেলে,bɐɾɔhɐl  hɛ͡ɪ̯ kɐle lɔge d̪ɪʲɐ e͡u̯kkɐ hɪʲɐl ɟɐ͡ɪ̯t̪eʲɐcʰele
মোরে হেইহানে লইয়া লও,আমাকে সেখানে নিয়ে চলো,Barishal ,Barishal  মোরে হেইহানে লইয়া লও,bɐɪʃɐl  moɾe he͡ɪ̯hɐne lɔ͡ɪ̯ʲɐ lɔ͡o̯
হেইয়ার পর থেইক্কা হ্যারা দুইজন সবজি বাগানে যাইয়া প্যাট ভইররা খাওন খাইতে,এরপর থেকে তারা দুজনই সবজি বাগানে গিয়ে পেট ভরে খাবার খেতো,Barishal ,Barishal  হেইয়ার পর থেইক্কা হ্যারা দুইজন সবজি বাগানে যাইয়া প্যাট ভইররা খাওন খাইতে, bɐɪʃɐl  he͡ɪ̯ʲɐɾ pɔɾ t̪ʰe͡ɪ̯kkɐ hɛɾɐ d̪u͡ɪ̯ɟɔn ʃɔbɟɪ bɐgɐne ɟɐ͡ɪ̯ʲɐ pɛt bʱo͡ɪ̯ɾ
এহন তুমি গান গাইতে পারবা না,এখন তুমি গান গাইতে পারবে না,Barishal ,Barishal  এহন তুমি গান গাইতে পারবা না,bɐɾɔhɐl  ehon t̪umɪ gɐn gɐ͡ɪ̯t̪e pɐɾbɐ nɐ
মুই গান গাইতে চাই,আমি গান গাইতে চাই,Barishal ,Barishal  মুই গান গাইতে চাই,bɐɾɔhɐl  mu͡ɪ̯ gɐn gɐ͡ɪ̯t̪e cɐ͡ɪ̯
এহন যদি তুমি গান গাও তয় চাষায় হোনবে,এখন যদি তুমি গান গাও তবে চাষী শুনতে পাবে,Barishal ,Barishal  এহন যদি তুমি গান গাও তয় চাষায় হোনবে,bɐɾɔhɐl  ehon ɟod̪ɪ t̪umɪ gɐn gɐ͡o̯ t̪ɔe̯ cɐʃɐe̯ honbe
একদিন নদীর ধারে এউক্কা গাছে কাঠ কাডার কালে হ্যার কুড়ালডা নদীর পানতের মইধ্যে পইররা যায়,একদিন নদীর ধারে একটি গাছে কাঠ কাটার সময় তার কুড়ালটি নদীর জলের মধ্যে পড়ে যায়,Barishal ,Barishal  একদিন নদীর ধারে এউক্কা গাছে কাঠ কাডার কালে হ্যার কুড়ালডা নদীর পানতের মইধ্যে পইররা যায়,bɐɾɔhɐl  ɛkd̪ɪn nod̪ɪɾ d̪ʱɐɾe e͡u̯kkɐ gɐcʰe kɐtʰ kɐdɐɾ kɐle hɛɾ kuɽɐldɐ nod̪ɪɾ pɐnt̪eɾ mo͡
মোর নীল আকাশ দ্যাখতে ম্যালা ভাল্লাগে,আমার নীল আকাশ দেখতে অনেক ভালো লাগে,Barishal ,Barishal  মোর নীল আকাশ দ্যাখতে ম্যালা ভাল্লাগে,bɐɾɔhɐl  moɾ nɪl ɐkɐʃ d̪ɛkʰt̪e mɛlɐ bʱɐllɐge
তোমার কি নীল আকাশ দ্যাখতে ভাল্লাগে?,তোমার কি নীল আকাশ দেখতে ভালো লাগে ?,Barishal ,Barishal  তোমার কি নীল আকাশ দ্যাখতে ভাল্লাগে?,bɐɪʃɐl  t̪omɐɾ kɪ nɪl ɐkɐʃ d̪ɛkʰt̪e bʱɐllɐge?
মোর পরীক্ষা দেতে মোডেও ভাল্লাগেনা,আমার পরীক্ষা দিতে একদমই ভালো  লাগে না,Barishal ,Barishal  মোর পরীক্ষা দেতে মোডেও ভাল্লাগেনা,bɐɾɔhɐl  moɾ poɾɪkkʰɐ d̪et̪e mode͡o̯ bʱɐllɐgenɐ
আম্নের কি পরীক্ষা দেতে ভাল্লাগে?,আপনার কি পরীক্ষা দিতে ভালো  লাগে ?,Barishal ,Barishal  আম্নের কি পরীক্ষা দেতে ভাল্লাগে?,bɐɾɔhɐl  ɐmneɾ kɪ poɾɪkkʰɐ d̪et̪e bʱɐllɐge?
আম্নে কেমন আছেন?,আপনি কেমন আছেন?,Barishal ,Barishal  আম্নে কেমন আছেন?,bɐɪʃɐl  ɐmne kɛmon ɐcʰen?
মুই ভালো আছি,আমি ভালো আছি,Barishal ,Barishal  মুই ভালো আছি,bɐɾɔhɐl  mu͡ɪ̯ bʱɐlo ɐcʰɪ
করতেয়াছেন কি আম্নে এহন?,কী করছেন আপনি এখন?,Barishal ,Barishal  করতেয়াছেন কি আম্নে এহন?,bɐɾɔʃɐl  koɾt̪eʲɐcʰen kɪ ɐmne ehon?
মুই একটা বই পড়তেয়াছি,আমি একটি বই পড়ছি,Barishal ,Barishal  মুই একটা বই পড়তেয়াছি,bɐɾɔhɐl  mu͡ɪ̯ ɛktɐ bo͡ɪ̯ poɽt̪eʲɐcʰɪ
আম্নে কি অন্য বই পড়ছেন?,আপনি কী অন্যান্য বই পড়েছেন?,Barishal ,Barishal  আম্নে কি অন্য বই পড়ছেন?,bɐɾɪʃɐl  ɐmne kɪ ɔnno bo͡ɪ̯ poɽcʰen?
তুমি কি সরকারি চাকরি করতেয়াছো?,তুমি কি সরকারি চাকরি করছো?,Barishal ,Barishal  তুমি কি সরকারি চাকরি করতেয়াছো?,bɐɾɔhɐl  t̪umɪ kɪ ʃɔɾkɐɾɪ cɐkɾɪ koɾt̪eʲɐcʰo?
মুই একজন সরকারি কর্মকর্তা,আমি একজন সরকারি কর্মকর্তা,Barishal ,Barishal  মুই একজন সরকারি কর্মকর্তা,bɐɾɔhɐl  mu͡ɪ̯ ɛkɟon ʃɔɾkɐɾɪ kɔɾmokɔɾt̪ɐ
তুমি কি চাকরি করতেয়াছো?,তুমি কি চাকরি করছো?,Barishal ,Barishal  তুমি কি চাকরি করতেয়াছো?,bɐɾɔhɐl  t̪umɪ kɪ cɐkɾɪ koɾt̪eʲɐcʰo?
মুই এউক্কা প্রফেশনাল ব্লোগার হইয়া কাম করতেয়াছি,আমি একজন প্রফেশনাল ব্লগার হয়ে কাজ করছি,Barishal ,Barishal  মুই এউক্কা প্রফেশনাল ব্লোগার হইয়া কাম করতেয়াছি, bɐɾʃɐl  mu͡ɪ̯ e͡u̯kkɐ pɾopʰeʃonɐl blogɐɾ ho͡ɪ̯ʲɐ kɐm koɾt̪eʲɐcʰɪ
তুমি কোম্মে চাকরি করতেয়াছো?,তুমি কোথায় চাকরি করছো?,Barishal ,Barishal  তুমি কোম্মে চাকরি করতেয়াছো?,bɐɾɔhɐl  t̪umɪ komme cɐkɾɪ koɾt̪eʲɐcʰo?
দূরে যেইহানে কেউ নাই,দূরে কোথাও যেখানে কেউ নেই ,Barishal ,Barishal  দূরে যেইহানে কেউ নাই,bɐɾɔhɐl  d̪uɾe ɟe͡ɪ̯hɐne ke͡u̯ nɐ͡ɪ̯
মুই কির লইজ্ঞা হক্কলকালে কষ্ট পাই?,আমি কেন সবসময় কষ্ট পাই?,Barishal ,Barishal  মুই কির লইজ্ঞা হক্কলকালে কষ্ট পাই?,bɐɾɔʃɐl  mu͡ɪ̯ kɪɾ lo͡ɪ̯ggɐ hokkolkɐle koʃto pɐ͡ɪ̯?
