regional_text,bangla_speech,region_name,combined,ipa_output
তেতুল টেংগা দিয়া ফুসকা খাইমো,তেতুল এর টক দিয়ে ফুসকা খাবো,Sylhet,Sylhet তেতুল টেংগা দিয়া ফুসকা খাইমো,ʃɔlhe t̪et̪ul teŋgɐ d̪ɪʲɐ pʰuʃkɐ kʰɐ͡ɪ̯mo
কাচা আমের শরবত অনেক টেংগা,কাঁচা আমের শরবত অনেক টক,Sylhet,Sylhet কাচা আমের শরবত অনেক টেংগা,ʃɔlhe kɐcɐ ɐmeɾ ʃɔɾbot̪ ɔnek teŋgɐ
সরিষার তেল দিয়া ঝাল মুরি বানাও,সরিষার তেল দিয়ে ঝাল মুড়ি বানাও,Sylhet,Sylhet সরিষার তেল দিয়া ঝাল মুরি বানাও,ʃɔlhe ʃoɾɪʃɐɾ t̪el d̪ɪʲɐ ɟʱɐl muɾɪ bɐnɐ͡o̯
এই আরুয়া কোনো বিষয় জানে না,এই বোকা কোন বিষয়ে জানে না,Sylhet,Sylhet এই আরুয়া কোনো বিষয় জানে না,ʃɔlhe e͡ɪ̯ ɐɾuʲɐ kono bɪʃɔe̯ ɟɐne nɐ
"ঘামে শরীর থাকি যে ফানি ও খনিজ লবণ বের হয়ে যায়, তার অনেক টা ফুরন করে লাউ","ঘামে শরীর থেকে যে পানি ও খনিজ লবণ বের হয়ে যায়, তার অনেকটাই পূরণ করতে পারে লাউ",Sylhet,"Sylhet ঘামে শরীর থাকি যে ফানি ও খনিজ লবণ বের হয়ে যায়, তার অনেক টা ফুরন করে লাউ","ʃɔlhe gʱɐme ʃoɾɪɾ t̪ʰɐkɪ ɟe pʰɐnɪ o kʰonɪɟ lɔbon beɾ hoʲe ɟɐe̯, t̪ɐɾ ɔnek tɐ pʰuɾon koɾe lɐ͡"
"বাংলাদেশে জনপ্রিয় সবজি অন্যতম লাউ, যেটা এখন হারা বছর মিলে","বাংলাদেশে জনপ্রিয় সবজির অন্যতম লাউ, যেটি এখন প্রায় সারা বছরই পাওয়া যায়",Sylhet,"Sylhet বাংলাদেশে জনপ্রিয় সবজি অন্যতম লাউ, যেটা এখন হারা বছর মিলে","ʃɔlhe bɐŋlɐd̪eʃe ɟɔnopɾɪʲo ʃɔbɟɪ ɔnnot̪ɔmo lɐ͡u̯, ɟetɐ ɛkʰon hɐɾɐ bɔcʰoɾ mɪle"
ওজন কমানোর জন্য কিরার সুপ খাওয়া যাইতে পারে,ওজন কমানোর জন্য শসার সুপ খাওয়া যেতে পারে,Sylhet,Sylhet ওজন কমানোর জন্য কিরার সুপ খাওয়া যাইতে পারে,ʃɔlhe oɟon kɔmɐnoɾ ɟonno kɪɾɐɾ sup kʰɐ͡o̯ʷɐ ɟɐ͡ɪ̯t̪e pɐɾe
এই তেতুলের নাম হুনলেই জিব ফানি আয় না এরম মানুষ খুজে ফাওয়া কটিন,এই তেতুলের নাম শুনলেই জিভে জল আসেনা এমন মানুষ খুজে পাওয়া কঠিন,Sylhet,Sylhet এই তেতুলের নাম হুনলেই জিব ফানি আয় না এরম মানুষ খুজে ফাওয়া কটিন,ʃɔlhe e͡ɪ̯ t̪et̪uleɾ nɐm hunle͡ɪ̯ ɟɪb pʰɐnɪ ɐe̯ nɐ eɾom mɐnuʃ kʰuɟe pʰɐ͡o̯ʷɐ kotɪn
আবেগ ওয়ালা মানুষ খুব আরুয়া অই থাকে,আবেগ প্রবন মানুষ খুব বোকা হয়ে থাকে,Sylhet,Sylhet আবেগ ওয়ালা মানুষ খুব আরুয়া অই থাকে,ʃɔlhe ɐbeg oʷɐlɐ mɐnuʃ kʰub ɐɾuʷɐ ɔ͡ɪ̯ t̪ʰɐke
ফতম দেখায় কাউকে কুব সরল মনো বিশ্বাস করাত যাইও না,প্রথম দেখায় কাউকে খুব সরল মনে বিশ্বাস করতে যাবেন না,Sylhet,Sylhet ফতম দেখায় কাউকে কুব সরল মনো বিশ্বাস করাত যাইও না,ʃɔlhe pʰɔt̪om d̪ekʰɐe̯ kɐ͡u̯ke kubo ʃɔɾol mono bɪʃʃɐʃ kɔɾɐt̪ ɟɐ͡ɪ̯͡o̯ nɐ
"নুন ছাড়া ছালম যেমন স্বাদহীন,  বিশ্বাস ছাড়া সম্পর্কও তেমন মূল্যহীন","লবন ছাড়া তরকারি যেমন স্বাদহীন, বিশ্বাস ছাড়া সম্পর্কও তেমন মূল্যহীন",Sylhet,"Sylhet নুন ছাড়া ছালম যেমন স্বাদহীন,  বিশ্বাস ছাড়া সম্পর্কও তেমন মূল্যহীন","ʃɔlhe nun cʰɐɽɐ cʰɐlom ɟɛmon ʃɐd̪ohɪn,  bɪʃʃɐʃ cʰɐɽɐ ʃɔmpoɾko͡o̯ t̪ɛmon mullohɪn"
কাউরে মিচা বলিয়া খুশির করার চেয়ে হাচা বলে কানদানি ভালা,কাউকে মিথ্যা বলে খুশী করার থেকে সত্যি বলে কাঁদানো ভালো,Sylhet,Sylhet কাউরে মিচা বলিয়া খুশির করার চেয়ে হাচা বলে কানদানি ভালা,ʃɔlhe kɐ͡u̯ɾe mɪcɐ bolɪʲɐ kʰuʃɪɾ kɔɾɐɾ ceʲe hɐcɐ bole kɐnd̪ɐnɪ bʱɐlɐ
"একে অপরের পতি যতো বেশি বিশ্বাস থাকবো,  তাদের ভালা ফাইয়া পাল্লা ততো ভারি অইবো","একে অপরের প্রতি যতো বেশী বিশ্বাস থাকবে, তাদের ভালোবাসার পাল্লা ততো ভারী হবে",Sylhet,"Sylhet একে অপরের পতি যতো বেশি বিশ্বাস থাকবো,  তাদের ভালা ফাইয়া পাল্লা ততো ভারি অইবো","ʃɔlhe eke ɔpoɾeɾ pot̪ɪ ɟɔt̪o beʃɪ bɪʃʃɐʃ t̪ʰɐkbo,  t̪ɐd̪eɾ bʱɐlɐ pʰɐ͡ɪ̯ʲɐ pɐllɐ t̪ɔt̪o b"
মেগ বাড়িয়া তাপমাত্রা কমার সুখবর দিয়েছে আবহাওয়া অফিস,বৃষ্টি বেড়ে তাপমাত্রা কমার সুখবর দিয়েছে আবহাওয়া অফিস,Sylhet,Sylhet মেগ বাড়িয়া তাপমাত্রা কমার সুখবর দিয়েছে আবহাওয়া অফিস,ʃɔlhet meg bɐɽɪʲɐ t̪ɐpmɐt̪ɾɐ kɔmɐɾ ʃukʰbɔɾ d̪ɪʲecʰe ɐbohɐ͡o̯ʷɐ ɔpʰɪs
ফুরো মেগ মৌসুমো হতে গনা কয়েকদিন মাত্র মেগ অওয়ার পরআর মেগের দেখা নাই,পুরো বর্ষা মৌসুমে হাতে গোনা কয়েকদিন মাত্র বৃষ্টি হওয়ার পর আর মেঘের দেখা নেই,Sylhet,Sylhet ফুরো মেগ মৌসুমো হতে গনা কয়েকদিন মাত্র মেগ অওয়ার পরআর মেগের দেখা নাই,ʃɔlhe pʰuɾo meg mo͡u̯ʃumo hot̪e gɔnɐ kɔʲekd̪ɪn mɐt̪ɾo meg ɔ͡o̯ʷɐɾ pɔɾɐɾ megeɾ d̪ɛkʰɐ nɐ͡ɪ̯
খাওয়ার অনেক আগেই যদি ভাত রান্দা শেষ হয়ে অইয়া গিয়া থাকে তবে ডাকনা সরাইয়া একটা তোয়ালে দিয়া ডাইকা রাখোইন,খাওয়ার অনেক আগেই যদি ভাত রান্না শেষ হয়ে গিয়ে থাকে তবে ঢাকনা সরিয়ে একটা তোয়ালে দিয়ে ঢেকে রাখুন,Sylhet,Sylhet খাওয়ার অনেক আগেই যদি ভাত রান্দা শেষ হয়ে অইয়া গিয়া থাকে তবে ডাকনা সরাইয়া একটা তোয়ালে দিয়া ডাইকা রাখোইন, ʃɔlhe kʰɐ͡o̯ʷɐɾ ɔnek ɐge͡ɪ̯ ɟod̪ɪ bʱɐt̪ ɾɐnd̪ɐ ʃeʃ hoʲe ɔ͡ɪ̯ʲɐ gɪʲɐ t̪ʰɐke t̪ɔbe dɐk
বাংলাদেশো ৬৪ টা জেলা,বাংলাদেশে ৬৪ টা জেলা,Sylhet ,Sylhet  বাংলাদেশো ৬৪ টা জেলা,ʃɔlɪ  bɐŋlɐd̪eʃo bɔpʰ tɐ ɟelɐ
আমরা হকল গতকাইল বাহিরো গিয়েছিলাম,আমরা সবাই গতকাল বাহিরে গিয়েছিলাম ,Sylhet ,Sylhet  আমরা হকল গতকাইল বাহিরো গিয়েছিলাম,ʃɔlhe  ɐmɾɐ hokol gɔt̪okɐ͡ɪ̯l bɐhɪɾo gɪʲecʰɪlɐm
তোমার মাত বলার ধরন বহুত সুন্দর ,তোমার কথা বলার ধরন অনেক সুন্দর ,Sylhet ,Sylhet  তোমার মাত বলার ধরন বহুত সুন্দর ,ʃɔlhe  t̪omɐɾ mɐt̪ bɔlɐɾ d̪ʱɔɾon bohut̪ ʃund̪ɔɾ 
বরিশালর মানুষ কিলা অইন?,বরিশালের মানুষ কেমন হয়? ,Sylhet ,Sylhet  বরিশালর মানুষ কিলা অইন?,ʃɔlɔt  boɾɪʃɐlɔɾ mɐnuʃ kɪlɐ ɔ͡ɪ̯n?
খুলনা জেলা কিতা বহুত সুন্দর?  ,খুলনা জেলা কি অনেক সুন্দর? ,Sylhet ,Sylhet  খুলনা জেলা কিতা বহুত সুন্দর?  ,ʃɔlhe  kʰulnɐ ɟelɐ kɪt̪ɐ bohut̪ ʃund̪ɔɾ?  
খুলনার মানুষ তেমন সুন্দর অয় না,খুলনার মানুষ তেমন সুন্দর হয় না ,Sylhet ,Sylhet  খুলনার মানুষ তেমন সুন্দর অয় না,ʃɔlhe  kʰulnɐɾ mɐnuʃ t̪ɛmon ʃund̪ɔɾ ɔe̯ nɐ
কখনো ভাবিয়া দেখছি না আমি না থাকলে তোমার কিতা অইবো?,কখনো ভেবে দেখেছ আমি না থাকলে তোমার কি হতো? ,Sylhet ,Sylhet  কখনো ভাবিয়া দেখছি না আমি না থাকলে তোমার কিতা অইবো?,ʃɔlhe  kɔkʰono bʱɐbɪʲɐ d̪ekʰcʰɪ nɐ ɐmɪ nɐ t̪ʰɐkle t̪omɐɾ kɪt̪ɐ ɔ͡ɪ̯bo?
এতো ভাবার সময় কই?,এতো ভাবার সময় কই? ,Sylhet ,Sylhet  এতো ভাবার সময় কই?,ʃɔlhe  et̪o bʱɐbɐɾ ʃɔmɔe̯ ko͡ɪ̯?
মাধানে রোদে মুই কালো অইয়া গেছি,দুপুরের রোদে আমি কালো হয়ে গেছি ,Sylhet ,Sylhet  মাধানে রোদে মুই কালো অইয়া গেছি,ʃɔlhe  mɐd̪ʱɐne ɾod̪e mu͡ɪ̯ kɐlo ɔ͡ɪ̯ʲɐ gecʰɪ
মুই জানি তুমি চিঠিটা এখনি ফড়তে শুরু করবা,আমি জানি তুমি চিঠিটা এখনি পড়তে শুরু করবে,Sylhet ,Sylhet  মুই জানি তুমি চিঠিটা এখনি ফড়তে শুরু করবা,ʃɔlho  mu͡ɪ̯ ɟɐnɪ t̪umɪ cɪtʰɪtɐ ɛkʰonɪ pʰoɽt̪e ʃuɾu koɾbɐ
আম দিয়া বানিয়া ফেলতে ফারুইন শরবত,আম দিয়ে বানিয়ে ফেলতে পারেন শরবত,Sylhet ,Sylhet  আম দিয়া বানিয়া ফেলতে ফারুইন শরবত,ʃɔlhe  ɐm d̪ɪʲɐ bɐnɪʲɐ pʰelt̪e pʰɐɾu͡ɪ̯n ʃɔɾbot̪
আইজকে স্কুলে তোমাদের কি কি ফড়াইছন,আজকে স্কুলে তোমাদের কি কি পড়িয়েছে? ,Sylhet ,Sylhet  আইজকে স্কুলে তোমাদের কি কি ফড়াইছন,ʃɔlhe  ɐ͡ɪ̯ɟke skule t̪omɐd̪eɾ kɪ kɪ pʰɔɽɐ͡ɪ̯cʰɔn
আমার আগের কোনো মাত কিছুই মানে নাই,আমার আগের কোনো কথা কিছুই মনে নেই  ,Sylhet ,Sylhet  আমার আগের কোনো মাত কিছুই মানে নাই,sɪlhe  ɐmɐɾ ɐgeɾ kono mɐt̪ kɪcʰu͡ɪ̯ mɐne nɐ͡ɪ̯
তুমি এত অমনোযোগী অইলে পরিক্ষায় ভালা ফলাফল করবা কেমনে,তুমি এত অমনোযোগী হলে পরিক্ষায় ভালো ফলাফল করবে না  ,Sylhet ,Sylhet  তুমি এত অমনোযোগী অইলে পরিক্ষায় ভালা ফলাফল করবা কেমনে,ʃɔlhe  t̪umɪ ɛt̪o ɔmonoɟogɪ ɛ͡ɪ̯le poɾɪkkʰɐe̯ bʱɐlɐ pʰɔlɐpʰɔl koɾbɐ kɛmone
এই বিষয়ে কিতা করতাম ফারি আমি?,এই বিষয়ে কি করতে পারি আমি? ,Sylhet ,Sylhet  এই বিষয়ে কিতা করতাম ফারি আমি?,ʃɔlhe  e͡ɪ̯ bɪʃɔʲe kɪt̪ɐ koɾt̪ɐm pʰɐɾɪ ɐmɪ?
হায়রে মানুষ একজন আরেকজনের প্রতি হিংসা করইন,হায়রে মানুষ একজন আরেকজনের প্রতি হিংসা করে,Sylhet ,Sylhet  হায়রে মানুষ একজন আরেকজনের প্রতি হিংসা করইন,ʃɔlhe  hɐʲɾe mɐnuʃ ɛkɟon ɐɾekɟɔneɾ pɾot̪ɪ hɪŋʃɐ koɾɪn
আমি আমার বাসার সামনর খেলার মাঠো খেলি,আমি আমার বাসার সামনের খেলার মাঠে খেলি ,Sylhet ,Sylhet  আমি আমার বাসার সামনর খেলার মাঠো খেলি,ʃɔlhe  ɐmɪ ɐmɐɾ bɐʃɐɾ ʃɐmnɔɾ xelɐɾ mɐtʰo xelɪ
আম দিয়া শরবত বানিয়া খাও,আম দিয়ে শরবত বানিয়ে খাও ,Sylhet ,Sylhet  আম দিয়া শরবত বানিয়া খাও,ʃɔlhe  ɐm d̪ɪʲɐ ʃɔɾbot̪ bɐnɪʲɐ kʰɐ͡o̯
ঠান্ডা শরবত খাইলে ভালো লাগবো তোমার,ঠাণ্ডা শরবত খেলে ভালো লাগবে তোমার ,Sylhet ,Sylhet  ঠান্ডা শরবত খাইলে ভালো লাগবো তোমার,ʃɔlhe  tʰɐndɐ ʃɔɾbot̪ kʰɐ͡ɪ̯le bʱɐlo lɐgbo t̪omɐɾ
এতো চিন্তা করা লাগবো না নিজরটা নিয়া ভাবো,এতো চিন্তা করা লাগবে না নিজেরে নিয়ে ভাবো ,Sylhet ,Sylhet  এতো চিন্তা করা লাগবো না নিজরটা নিয়া ভাবো,ʃɔlhe  et̪o cɪnt̪ɐ kɔɾɐ lɐgbo nɐ nɪɟɔɾtɐ nɪʲɐ bʱɐbo
আমকে আমাদের দেশো  'ফলের রাজা' বলা হয়,আমকে আমাদের দেশে ‘ফলের রাজা’ বলা হয়,Sylhet ,Sylhet  আমকে আমাদের দেশো  'ফলের রাজা' বলা হয়, sɪlhe  ɐmke ɐmɐd̪eɾ d̪eʃo  'pʰɔleɾ ɾɐɟɐ' bɔlɐ hɔe̯
তুমি দেখতে সুন্দর না হলেও আমি তোমাকেই চাই,তুমি দেখতে সুন্দর না হলেও আমি তোমাকেই চাই,Sylhet ,Sylhet  তুমি দেখতে সুন্দর না হলেও আমি তোমাকেই চাই,ʃɔlhe  t̪umɪ d̪ekʰt̪e ʃund̪ɔɾ nɐ hole͡o̯ ɐmɪ t̪omɐke͡ɪ̯ cɐ͡ɪ̯
সেখানে বহুত পুলিশ দেইখ্খা বাসার দিকে আইফরছিলাম,সেখানে অনেক পুলিশ দেখে বাসার দিকে ফিরছিলাম,Sylhet ,Sylhet  সেখানে বহুত পুলিশ দেইখ্খা বাসার দিকে আইফরছিলাম,ʃɔlhe  ʃekʰɐne bohut̪ pulɪʃ d̪e͡ɪ̯kʰkʰɐ bɐʃɐɾ d̪ɪke ɐ͡ɪ̯pʰɔɾcʰɪlɐm
আমি চলে যাইয়ার তোমারে আর কোনো দিন ফোন দিয়া বলবোনা একটু সময় দাও ,আমি চলে যাচ্ছি তোমাকে আর কোন দিন ফোন দিয়ে বলবোনা একটু সময় দাও,Sylhet ,Sylhet  আমি চলে যাইয়ার তোমারে আর কোনো দিন ফোন দিয়া বলবোনা একটু সময় দাও ,ʃɔlhe  ɐmɪ cɔle ɟɐ͡ɪ̯ʲɐɾ t̪omɐɾe ɐɾ kono d̪ɪn pʰon d̪ɪʲɐ bolobonɐ ektu ʃɔmɔe̯ d̪ɐ͡o̯ 
বুইঝ্ঝা উঠতে ফারছিলাম না কিতা করমো,বুঝে উঠতে পারছিলাম না কী করবো,Sylhet ,Sylhet  বুইঝ্ঝা উঠতে ফারছিলাম না কিতা করমো,ʃɔlhe  bu͡ɪ̯ɟʱɐ utʰt̪e pʰɐɾcʰɪlɐm nɐ kɪt̪ɐ kɔɾmo
তোমার হখল মাত টিক আছে,তোমার সব কথা  ঠিক আছে,Sylhet,Sylhet তোমার হখল মাত টিক আছে,ʃɔlhe t̪omɐɾ hɔkʰl mɐt̪ tɪk ɐcʰe
আমি ভালা ফুয়া,আমি ভালো ছেলে,Sylhet,Sylhet আমি ভালা ফুয়া,ʃɔlho ɐmɪ bʱɐlɐ pʰuʲɐ
বিয়ার লাগি আব্বা আমার লাগি ফুড়ি তুকাইরা,বিয়ের জন্য আব্বা আমার জন্য মেয়ে খুজতাসে,Sylhet,Sylhet বিয়ার লাগি আব্বা আমার লাগি ফুড়ি তুকাইরা,ʃɔlhe bɪʲɐɾ lɐgɪ ɐbbɐ ɐmɐɾ lɐgɪ pʰuɽɪ t̪ukɐ͡ɪ̯ɾɐ
আম্মা আমারে গতকাইল একটা ফুয়ার লগে দেখা করতাম কইছলা,আম্মা আমাকে গতকাল একটা ছেলের সাথে দেখা করতে বলেছিলও,Sylhet,Sylhet আম্মা আমারে গতকাইল একটা ফুয়ার লগে দেখা করতাম কইছলা, ʃɔlho ɐmmɐ ɐmɐɾe gɔt̪okɐ͡ɪ̯l ɛktɐ pʰuʲɐɾ lɔge d̪ɛkʰɐ koɾt̪ɐm ko͡ɪ̯cʰɔlɐ
ফুয়া টারে আমার ভালা লাগছে,ছেলেটিকে আমার ভাল লেগেছে,Sylhet,Sylhet ফুয়া টারে আমার ভালা লাগছে, sɪlhe pʰuʲɐ tɐɾe ɐmɐɾ bʱɐlɐ lɐgcʰe
ফুয়াটায় কিবা আরোখ ফুড়িরে ভালা পায়,ছেলেটি হয়ত অন্য কোনও মেয়েকে ভালবাসে,Sylhet,Sylhet ফুয়াটায় কিবা আরোখ ফুড়িরে ভালা পায়,ʃɔlho pʰuʲɐtɐe̯ kɪbɐ ɐɾokʰ pʰuɽɪɾe bʱɐlɐ pɐe̯
ফুড়িটায় ফুয়াটার অপেক্ষাত থাকে ,মেয়েটি ছেলেটার অপেক্ষায় থাকে,Sylhet,Sylhet ফুড়িটায় ফুয়াটার অপেক্ষাত থাকে , ʃɔlho pʰuɽɪtɐe̯ pʰuʲɐtɐɾ ɔpekkʰɐt̪ t̪ʰɐke 
ফুয়াটায় কিতার লাগি যে ফুড়িটার মনর কথা বুঝলো না,ছেলেটি কেন যে মেয়েটার মনের কথা বুঝে না,Sylhet,Sylhet ফুয়াটায় কিতার লাগি যে ফুড়িটার মনর কথা বুঝলো না,ʃɔlho fuʲɐtɐe̯ kɪt̪ɐɾ lɐgɪ ze fuɽɪtɐɾ monoɾ kɔt̪ʰɐ buzʱlo nɐ
ফুড়িটায় কিবা তাইর মনর কতা ভালা খরি ফুয়াটারে বুজাইতো পারছে না,মেয়েটি হয়ত ছেলেটাকে তাঁর মনের কথা ভাল ভাবে বুঝাতে পারেনাই,Sylhet,Sylhet ফুড়িটায় কিবা তাইর মনর কতা ভালা খরি ফুয়াটারে বুজাইতো পারছে না,ʃɔlhe pʰuɽɪtɐe̯ kɪbɐ t̪ɐ͡ɪ̯ɾ monoɾ kɔt̪ɐ bʱɐlɐ kʰoɾɪ pʰuʲɐtɐɾe buɟɐ͡ɪ̯t̪o pɐɾcʰe nɐ
কুনো এখদিন ফুয়াটা ফুড়িটারে ভালা পাইবো কিবা,হয়ত কোন একদিন ছেলেটি মেয়েটাকে ভালবাসবে,Sylhet,Sylhet কুনো এখদিন ফুয়াটা ফুড়িটারে ভালা পাইবো কিবা,ʃɔlho kuno ekʰd̪ɪn pʰuʲɐtɐ pʰuɽɪtɐɾe bʱɐlɐ pɐ͡ɪ̯bo kɪbɐ
তুমি দয়া খরি আমারে আর বিরক্ত খরিও না,তুমি আমাকে দয়া করে আর বিরক্ত করো না,Sylhet,Sylhet তুমি দয়া খরি আমারে আর বিরক্ত খরিও না,ʃɔlhe t̪umɪ d̪ɔʲɐ kʰoɾɪ ɐmɐɾe ɐɾ bɪɾokt̪o kʰoɾɪ͡o̯ nɐ
হে তাইরে অনেক বিরখতো করে,সে তাকে অনেক বিরক্ত করে,Sylhet,Sylhet হে তাইরে অনেক বিরখতো করে,ʃɔlhe he t̪ɐ͡ɪ̯ɾe ɔnek bɪɾokʰt̪o koɾe
তুয়ারে  লইয়া মুই আমার গ্রামোর বাড়িত পাখানিত যাইতে চাই,তাকে নিয়ে আমি আমার গ্রামের বাড়িতে ঘুরতে যেতে চাই,Sylhet,Sylhet তুয়ারে  লইয়া মুই আমার গ্রামোর বাড়িত পাখানিত যাইতে চাই,ʃɔlhe t̪uʲɐɾe  lɔ͡ɪ̯ʲɐ mu͡ɪ̯ ɐmɐɾ gɾɐmoɾ bɐɽɪt̪o pɐkʰɐnɪt̪o ɟɐ͡ɪ̯t̪e cɐ͡ɪ̯
ইবার ছুটিত সিলেট ঘুরাত যাইমু,এইবার ছুটিতে সিলেট ঘুরতে যাব,Sylhet,Sylhet ইবার ছুটিত সিলেট ঘুরাত যাইমু,ʃɔlhe ɪbɐɾ cʰutɪt̪o sɪlet gʱuɾɐt̪ zɐ͡ɪ̯mu
মুই যারে ভালা পাই হে সিলেট থাকে,আমি যাকে ভালবাসি সে সিলেটে থাকে,Sylhet,Sylhet মুই যারে ভালা পাই হে সিলেট থাকে,ʃɔlho mu͡ɪ̯ ɟɐɾe bʱɐlɐ pɐ͡ɪ̯ he sɪlet t̪ʰɐke
আমার এখন বই ইগু লাগতো নায় ,আমার এখন বইটা লাগবে নাহ,Sylhet,Sylhet আমার এখন বই ইগু লাগতো নায় ,ʃɔlhe ɐmɐɾ ɛkʰon bo͡ɪ̯ ɪgu lɐgt̪o nɐe̯ 
তুমি কিতা অউ বইটা পড়তায় চাও নি?,তুমি কি এই বইটি পড়তে চাও ?,Sylhet,Sylhet তুমি কিতা অউ বইটা পড়তায় চাও নি?,ʃɔlhe t̪umɪ kɪt̪ɐ ɔ͡u̯ bo͡ɪ̯tɐ pɔɽt̪ɐe̯ cɐ͡o̯ nɪ?
হে কিতা এখন বইটা পড়তো চার নি?,সে  কি এই বইটি পড়তে চায়  ?,Sylhet,Sylhet হে কিতা এখন বইটা পড়তো চার নি?,ʃɔlhe he kɪt̪ɐ ɛkʰon bo͡ɪ̯tɐ pɔɽt̪o cɐɾ nɪ?
আফনে কিতা অউ বইটা পড়তা চাইন নি?,আপনি  কি এই বইটি পড়তে চান  ?,Sylhet,Sylhet আফনে কিতা অউ বইটা পড়তা চাইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ɔ͡u̯ bo͡ɪ̯tɐ pɔɽt̪ɐ cɐ͡ɪ̯n nɪ?
আমার বই পড়তে অনেক ভালা লাগে,আমার বই পরতে অনেক ভাল লাগে,Sylhet,Sylhet আমার বই পড়তে অনেক ভালা লাগে, ʃɔlhe ɐmɐɾ bo͡ɪ̯ poɽt̪e ɔnek bʱɐlɐ lɐge
তুমার আমারে চিনা লাগের না,তোমার আমাকে চিনতে হবে না   ,Sylhet,Sylhet তুমার আমারে চিনা লাগের না,ʃɔlhe t̪umɐɾ ɐmɐɾe cɪnɐ lɐgeɾ nɐ
বাক্কা রাইত অই গেছে এখন গুমাই যাও,অনেক রাত হয়েছে এখন ঘুমিয়ে যাও ,Sylhet,Sylhet বাক্কা রাইত অই গেছে এখন গুমাই যাও,ʃɔlhe bɐkkɐ ɾɐ͡ɪ̯t̪o ɔ͡ɪ̯ gecʰe ɛkʰon gumɐ͡ɪ̯ ɟɐ͡o̯
তুমার পড়া লাগবো,তোমাকে পড়ালেখা করতে হবে,Sylhet,Sylhet তুমার পড়া লাগবো, ʃɔlho t̪umɐɾ pɔɽɐ lɐgbo
তুমার কিতা পড়ালেখা ভালা লাগে নানি?,তোমার পড়ালেখা করতে ভাল লাগে না?,Sylhet,Sylhet তুমার কিতা পড়ালেখা ভালা লাগে নানি?,ʃɔlhe t̪umɐɾ kɪt̪ɐ pɔɽɐlexɐ vɐlɐ lɐge nɐnɪ?
আমারে পড়ালেখা খরা লাগবো,আমাকে পড়ালেখা করতে হবে,Sylhet,Sylhet আমারে পড়ালেখা খরা লাগবো,ʃɔlhe ɐmɐɾe pɔɽɐlexɐ xɔɾɐ lɐgbo
হে অনেক ভালা রান্ধে,সে  অনেক ভালো রান্না করে,Sylhet,Sylhet হে অনেক ভালা রান্ধে, ʃɔlhe he ɔnek bʱɐlɐ ɾɐnd̪ʱe
মুই একটা স্কুলো পড়ি,আমি  একটি বিদ্যালয়  পড়ালেখা করি ,Sylhet,Sylhet মুই একটা স্কুলো পড়ি,ʃɔlho mu͡ɪ̯ ɛktɐ skulo poɽɪ
আমার হুরু বইন একটা স্কুলো পড়ে,আমার ছোট বোন একটি বিদ্যালয়ে পড়ে,Sylhet,Sylhet আমার হুরু বইন একটা স্কুলো পড়ে,ʃɔlho ɐmɐɾ huɾu bo͡ɪ̯n ɛktɐ skulo pɔɽe
আমার হুুরু ভাই একটা স্কুলো পড়ে,আমার ছোট ভাই  একটি বিদ্যালয়ে  পড়ালেখা করে,Sylhet,Sylhet আমার হুুরু ভাই একটা স্কুলো পড়ে,ʃɔlho ɐmɐɾ huɾu bʱɐ͡ɪ̯ ɛktɐ skulo pɔɽe
আমার স্কুল যাইতে ভালা লাগে না,আমার বিদ্যালয়ে  যেতে ভাল লাগে না,Sylhet,Sylhet আমার স্কুল যাইতে ভালা লাগে না, ʃɔlho ɐmɐɾ skul ɟɐ͡ɪ̯t̪e bʱɐlɐ lɐge nɐ
আমার বিয়ার বয়স পারই যার,আমার বিয়ের বয়স পার হয়ে যাচ্ছে,Sylhet,Sylhet আমার বিয়ার বয়স পারই যার,ʃɔlhe ɐmɐɾ bɪʲɐɾ bɔʲoʃ pɐɾɪ ɟɐɾ
 ইশ তুমার মনো কতো দুক,আহারে তোমার মনে কতো দুঃখ,Sylhet,Sylhet  ইশ তুমার মনো কতো দুক,ʃɔlhe  ɪʃ t̪umɐɾ mono kɔt̪o d̪uk
 মুই গুমানিত যাইতাম,আমি ঘুমাতে যাবো,Sylhet,Sylhet  মুই গুমানিত যাইতাম,ʃɔlhe  mu͡ɪ̯ gumɐnɪt̪o ɟɐ͡ɪ̯t̪ɐm
মুই নাচতাম পারি,আমি নাচতে পারি,Sylhet,Sylhet মুই নাচতাম পারি,ʃɔlhe mu͡ɪ̯ nɐct̪ɐm pɐɾɪ
মুই হাতার দিতে ভালা পাই,আমি সাঁতার কাটতে পছন্দ করি ,Sylhet,Sylhet মুই হাতার দিতে ভালা পাই,ʃɔlho mu͡ɪ̯ hɐt̪ɐɾ d̪ɪt̪e bʱɐlɐ pɐ͡ɪ̯
মুই তুমার বাড়িত পাখানিত আইমু,আমি তোমার বাসায় ঘুরতে আসবো,Sylhet,Sylhet মুই তুমার বাড়িত পাখানিত আইমু,ʃɔlhe mu͡ɪ̯ t̪umɐɾ bɐɽɪt̪o pɐkʰɐnɪt̪o ɐ͡ɪ̯mu
হে তার গাউত পাখানিত গেছে,সে তার গ্রামের বাড়িতে ঘুরতে গিয়েছে,Sylhet,Sylhet হে তার গাউত পাখানিত গেছে,ʃɔlhe he t̪ɐɾ gɐ͡u̯t̪o pɐkʰɐnɪt̪o gecʰe
